subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
T1ax,1,Lacunar infarct,213,0.78952790818988,0.002804244537564127,0.759014172957973,0.8225510376781888
T1ax,1,Silent micro-hemorrhage of brain,195,0.7174171085129989,0.006014216240796894,0.6804239214253787,0.7528312673888715
T1ax,1,Cavernous hemangioma,78,0.5606243491106615,0.014288668295450675,0.4832999893410981,0.6148058714188248
T1ax,1,Subdural intracranial hemorrhage,44,0.799333586155706,0.011870519308793232,0.7026281912347281,0.8583139773966456
T1ax,1,Gliosis,3534,0.771140823049775,0.0021581367770669903,0.7598215123627198,0.779072358615925
T1ax,1,Cerebral atrophy,1310,0.9166643371458775,0.000271722513478833,0.9092791358575666,0.9244929656532267
T1ax,1,Encephalomalacia,236,0.7551302945664119,0.0003465634439137616,0.7195339158568607,0.7899039761532172
T1ax,1,Arachnoid cyst,389,0.6870000079941619,0.0052650375677129,0.6525593041038922,0.705676807054838
T1ax,1,Empty sella syndrome,351,0.6907949669506848,0.0051846223363211956,0.6686138396687067,0.7250484505619562
T1ax,1,Intracranial aneurysm,61,0.6604585198353863,0.0056580426973455835,0.5759144041742001,0.731063795502357
T1ax,1,Chiari malformation,56,0.7235795758809038,0.022488673483327757,0.6820970038490642,0.8132071193404286
T1ax,1,Schwannoma,38,0.7339273491049912,0.024734193464178,0.6359948819508886,0.762421100233012
T1ax,1,Cyst of pineal gland,103,0.6102068898248109,0.016457979711146573,0.5388962586286503,0.6387229039224738
T1ax,1,Hemangioma of vertebral column,31,0.5959087640955315,0.00507630045367366,0.5117288977047151,0.6739673192070271
T1ax,1,Cerebral edema,533,0.8697723746641876,0.003176042575130173,0.8548818354699139,0.8904705788847391
T1ax,1,Spinal stenosis,43,0.7091717448078597,0.024858094141145388,0.6141555483994589,0.77436928543087
T1ax,1,Mastoiditis,265,0.619250533295851,0.008979640437483295,0.5966426187559656,0.6656022598117467
T1ax,1,Chronic mastoiditis,211,0.7963080627217961,0.004377372065310391,0.7666264784575306,0.8255355879234162
T1ax,1,Ventriculomegaly,889,0.8954082262529978,0.0010428563951511759,0.883935799467932,0.9072317663693764
T1ax,1,Cerebellar degeneration,351,0.8121687795248217,0.0044631199494746905,0.784856619313293,0.8336031131237661
T1ax,1,Mega cisterna magna,104,0.7261909937588159,0.015260050705845046,0.6939151973181026,0.7923553466399806
T1ax,1,Structure of cave of septum pellucidum,99,0.6876711306450923,0.017621493716140666,0.649662415670016,0.7484012853342609
T1ax,1,Hyperostosis of skull,34,0.7159738240846076,0.018726968928622932,0.6303654035377394,0.8337940868542894
T1ax,1,Watershed infarct,36,0.8464869834031958,0.009714908692915353,0.7764504861660669,0.8911331953855015
T1ax,1,Foraminal Spinal Stenosis,60,0.6776173553817398,0.014441312833187517,0.5978090808524659,0.7179632258283282
T1ax,1,Lipoma of brain,22,0.6803379542948426,0.025162622476842016,0.5713843270894015,0.7788006500438172
T1ax,1,Glioma,66,0.7412735698358085,0.007382756125919992,0.6679708329600177,0.7929632873375062
T1ax,1,Pituitary adenoma,25,0.6007856532877883,0.026384986518625652,0.4890911044404748,0.668387119562767
FLAIRsag+SWIax,2,Cerebral infarction,424,0.790879319823487,0.0021161936345475267,0.7695186394838561,0.81641953058592
FLAIRsag+SWIax,2,Cerebral hemorrhage,294,0.8285142719578215,0.006376047337916773,0.7942055230881215,0.846585677832221
FLAIRsag+SWIax,2,Metastatic malignant neoplasm to brain,373,0.9009144607653731,0.00398274137933382,0.8848211192674359,0.9135857910952456
FLAIRsag+SWIax,2,Intracranial meningioma,181,0.7209709850791145,0.008389431819290947,0.6682436712631062,0.7494888833407736
FLAIRsag+SWIax,2,Demyelinating disease of central nervous system,250,0.7928353931969813,0.0012330698200752415,0.7626596022515139,0.8245165646214115
FLAIRsag+SWIax,2,Herniation of nucleus pulposus,138,0.7206862983059162,0.008995815586347978,0.6880447182840438,0.7652888764668574
FLAIRsag+SWIax,2,Spinal cord compression,74,0.6401785947338046,0.01389593845494147,0.5977118530173984,0.7134204262443218
FLAIRsag+SWIax,2,Lacunar infarct,213,0.805766431072516,0.007471286818200165,0.7833652485229854,0.844504601207604
FLAIRsag+SWIax,2,Silent micro-hemorrhage of brain,195,0.7756696457609699,0.0033453529236546855,0.7430386884867974,0.8133316550128015
FLAIRsag+SWIax,2,Cavernous hemangioma,78,0.6012515426364057,0.008089266144813284,0.5245891843187535,0.6639654041299352
FLAIRsag+SWIax,2,Subdural intracranial hemorrhage,44,0.8832912773040059,0.008720310360224052,0.850901613298009,0.932663950572504
FLAIRsag+SWIax,2,Gliosis,3534,0.7770568734370452,0.000862472068014083,0.7674020132651374,0.7874604113750812
FLAIRsag+SWIax,2,Cerebral atrophy,1310,0.9181931323838333,0.000818779988406966,0.9108010066950433,0.9263042437599062
FLAIRsag+SWIax,2,Encephalomalacia,236,0.7688338827571016,0.0057202638687634325,0.7435149564841711,0.808447062458172
FLAIRsag+SWIax,2,Arachnoid cyst,389,0.6846735165214585,0.0053182462676737785,0.6590620364720016,0.7149539809837384
FLAIRsag+SWIax,2,Empty sella syndrome,351,0.687216856316613,0.002590981843473512,0.6612542627247671,0.7160662171622593
FLAIRsag+SWIax,2,Intracranial aneurysm,61,0.6709954466563138,0.005330616963824476,0.6084044790150537,0.748694265322435
FLAIRsag+SWIax,2,Chiari malformation,56,0.6870349403550646,0.02027910389718802,0.6246723049659098,0.770388885165344
FLAIRsag+SWIax,2,Schwannoma,38,0.6835279004566467,0.02597168827232333,0.6030132957864147,0.761608523472666
FLAIRsag+SWIax,2,Cyst of pineal gland,103,0.6087585913795325,0.038482586447589145,0.4969913048961732,0.6063112639449175
FLAIRsag+SWIax,2,Hemangioma of vertebral column,31,0.6008635917791668,0.00880706691872828,0.5053375337252637,0.7133431463925579
FLAIRsag+SWIax,2,Cerebral edema,533,0.8938755105123546,0.0032843942359504514,0.8713956414997814,0.9070623031777629
FLAIRsag+SWIax,2,Spinal stenosis,43,0.6556514529701944,0.02197742361878397,0.5826514468383271,0.7544461456671728
FLAIRsag+SWIax,2,Mastoiditis,265,0.6890325710096518,0.0019657388524594076,0.6600858419774355,0.720977784487273
FLAIRsag+SWIax,2,Chronic mastoiditis,211,0.7566161626067623,0.002336925312042679,0.7270961319923124,0.7887738892290773
FLAIRsag+SWIax,2,Ventriculomegaly,889,0.8957480605963765,0.0005060604429203829,0.8822600964923346,0.9073622904214975
FLAIRsag+SWIax,2,Cerebellar degeneration,351,0.7805281588736577,0.0060414864458838,0.7618573201665468,0.8112798812733099
FLAIRsag+SWIax,2,Mega cisterna magna,104,0.6605672963058041,0.012607769802001342,0.6080454510042793,0.7054455828837186
FLAIRsag+SWIax,2,Structure of cave of septum pellucidum,99,0.6572374994475275,0.013132724669097687,0.5835333325918511,0.6948598239069427
FLAIRsag+SWIax,2,Hyperostosis of skull,34,0.7611866736223285,0.006831426884777161,0.693818171209264,0.84424859980987
FLAIRsag+SWIax,2,Watershed infarct,36,0.8197937571000519,0.01079748015753187,0.7561487469562093,0.8913313592579563
FLAIRsag+SWIax,2,Foraminal Spinal Stenosis,60,0.66479368310773,0.014370794657917543,0.6258837976367008,0.7371319687495015
FLAIRsag+SWIax,2,Lipoma of brain,22,0.50077366342973,0.017474003075623492,0.3747249359767137,0.6094546609504119
