C,seed,subset,subset_bits,k,finding,finding_idx,n_pos,n,auroc,auprc
0.1,0,FLAIRsag,0001,1,Hemangioma of vertebral column,20,31,9393,0.5109467924554305,0.0037534996414192593
0.1,0,FLAIRsag,0001,1,Cerebral edema,22,533,9393,0.883454952799224,0.4690881767014418
0.1,0,FLAIRsag,0001,1,Spinal stenosis,23,43,9393,0.6294018156945653,0.01216894985807732
0.1,0,FLAIRsag,0001,1,Mastoiditis,24,265,9393,0.6868871231789394,0.06714492622964888
0.1,0,FLAIRsag,0001,1,Chronic mastoiditis,25,211,9393,0.7173880278847652,0.06629270846986042
0.1,0,FLAIRsag,0001,1,Ventriculomegaly,26,889,9393,0.8957547404410761,0.5655984450640313
0.1,0,FLAIRsag,0001,1,Cerebellar degeneration,27,351,9393,0.7973886976320066,0.16490476246553282
0.1,0,FLAIRsag,0001,1,Mega cisterna magna,28,104,9393,0.7137577945791963,0.03780047446946144
0.1,0,FLAIRsag,0001,1,Structure of cave of septum pellucidum,29,99,9393,0.6279330859705295,0.019829332574098087
0.1,0,FLAIRsag,0001,1,Hyperostosis of skull,30,34,9393,0.8060658818501223,0.021075514326688465
0.1,0,FLAIRsag,0001,1,Watershed infarct,31,36,9393,0.8331077149608731,0.019135580706299428
0.1,0,FLAIRsag,0001,1,Foraminal Spinal Stenosis,33,60,9393,0.7379888567448838,0.013799111450330772
0.1,0,FLAIRsag,0001,1,Lipoma of brain,34,22,9393,0.5907587237221215,0.011373340732412505
0.1,0,FLAIRsag,0001,1,Glioma,35,66,9393,0.7626977396999912,0.030711460182802918
0.1,0,FLAIRsag,0001,1,Pituitary adenoma,36,25,9393,0.5932365499573015,0.0039375259633407204
0.1,0,FLAIRax,0010,1,Cerebral infarction,0,424,9393,0.813349493117804,0.22401229341945977
0.1,0,FLAIRax,0010,1,Cerebral hemorrhage,1,294,9393,0.822779732840493,0.1848151813003521
0.1,0,FLAIRax,0010,1,Metastatic malignant neoplasm to brain,2,373,9393,0.8869045849854064,0.29321569421928656
0.1,0,FLAIRax,0010,1,Intracranial meningioma,3,181,9393,0.719248613986561,0.06328693764114507
0.1,0,FLAIRax,0010,1,Demyelinating disease of central nervous system,4,250,9393,0.8251234824455869,0.2572476645976045
0.1,0,FLAIRax,0010,1,Herniation of nucleus pulposus,5,138,9393,0.6924905456509994,0.028473344246769474
0.1,0,FLAIRax,0010,1,Spinal cord compression,6,74,9393,0.5665365440555911,0.01024204199344874
0.1,0,FLAIRax,0010,1,Lacunar infarct,7,213,9393,0.813995008540714,0.14317509798707204
0.1,0,FLAIRax,0010,1,Silent micro-hemorrhage of brain,8,195,9393,0.7081199368870603,0.05745041758609307
0.1,0,FLAIRax,0010,1,Cavernous hemangioma,9,78,9393,0.46054612769588615,0.00800179010422417
0.1,0,FLAIRax,0010,1,Subdural intracranial hemorrhage,10,44,9393,0.7986926166143195,0.08779005714907442
0.1,0,FLAIRax,0010,1,Gliosis,11,3534,9393,0.7801364512757981,0.6834619887012534
0.1,0,FLAIRax,0010,1,Cerebral atrophy,12,1310,9393,0.9203327500087357,0.7179981390105653
0.1,0,FLAIRax,0010,1,Encephalomalacia,13,236,9393,0.763328693617738,0.1260180014447704
0.1,0,FLAIRax,0010,1,Arachnoid cyst,14,389,9393,0.7248286679784706,0.11237461444138927
0.1,0,FLAIRax,0010,1,Empty sella syndrome,15,351,9393,0.708066692251607,0.09708158392502131
0.1,0,FLAIRax,0010,1,Intracranial aneurysm,16,61,9393,0.6396903304687555,0.01915549719464079
0.1,0,FLAIRax,0010,1,Chiari malformation,17,56,9393,0.76536322465154,0.022745177642086
0.1,0,FLAIRax,0010,1,Schwannoma,18,38,9393,0.7514951194126418,0.010864124553077913
0.1,0,FLAIRax,0010,1,Cyst of pineal gland,19,103,9393,0.5956242749798822,0.01445713694516752
0.1,0,FLAIRax,0010,1,Hemangioma of vertebral column,20,31,9393,0.519588452977376,0.003660927614796852
0.1,0,FLAIRax,0010,1,Cerebral edema,22,533,9393,0.9022863471385191,0.5190992326657192
0.1,0,FLAIRax,0010,1,Spinal stenosis,23,43,9393,0.6297923143887577,0.01062629446730631
0.1,0,FLAIRax,0010,1,Mastoiditis,24,265,9393,0.6899856134142509,0.07569333097376496
0.1,0,FLAIRax,0010,1,Chronic mastoiditis,25,211,9393,0.7490691142055186,0.05740417006115464
0.1,0,FLAIRax,0010,1,Ventriculomegaly,26,889,9393,0.8941538263737729,0.5511085673270424
0.1,0,FLAIRax,0010,1,Cerebellar degeneration,27,351,9393,0.8203064395278507,0.16622761025205773
0.1,0,FLAIRax,0010,1,Mega cisterna magna,28,104,9393,0.7531343938653661,0.039477681115950805
0.1,0,FLAIRax,0010,1,Structure of cave of septum pellucidum,29,99,9393,0.6617270184087485,0.02592342548728572
0.1,0,FLAIRax,0010,1,Hyperostosis of skull,30,34,9393,0.7058823529411765,0.041222325340040084
0.1,0,FLAIRax,0010,1,Watershed infarct,31,36,9393,0.8108486813199862,0.018921607375698424
0.1,0,FLAIRax,0010,1,Foraminal Spinal Stenosis,33,60,9393,0.6600592878317082,0.013187499562088856
0.1,0,FLAIRax,0010,1,Lipoma of brain,34,22,9393,0.5196010904046333,0.003028869017364472
0.1,0,FLAIRax,0010,1,Glioma,35,66,9393,0.744880454594189,0.046719428977221186
0.1,0,FLAIRax,0010,1,Pituitary adenoma,36,25,9393,0.5243766011955594,0.003503434201911736
0.1,0,T2ax,0100,1,Cerebral infarction,0,424,9393,0.7959147020029158,0.19062142615130867
0.1,0,T2ax,0100,1,Cerebral hemorrhage,1,294,9393,0.7912045354464458,0.17353207783911698
0.1,0,T2ax,0100,1,Metastatic malignant neoplasm to brain,2,373,9393,0.8563490129173776,0.21458246000485603
0.1,0,T2ax,0100,1,Intracranial meningioma,3,181,9393,0.7113007775109573,0.05559965173797597
0.1,0,T2ax,0100,1,Demyelinating disease of central nervous system,4,250,9393,0.8338906267089576,0.2631963400686182
0.1,0,T2ax,0100,1,Herniation of nucleus pulposus,5,138,9393,0.7018662062809762,0.03086050202179293
0.1,0,T2ax,0100,1,Spinal cord compression,6,74,9393,0.5624284011450016,0.008902200889508624
0.1,0,T2ax,0100,1,Lacunar infarct,7,213,9393,0.8010591508382173,0.11789591672520894
0.1,0,T2ax,0100,1,Silent micro-hemorrhage of brain,8,195,9393,0.7320738622108486,0.07462345932909299
0.1,0,T2ax,0100,1,Cavernous hemangioma,9,78,9393,0.4566490496442187,0.008067610660349337
0.1,0,T2ax,0100,1,Subdural intracranial hemorrhage,10,44,9393,0.7765366252102802,0.02977686482011468
0.1,0,T2ax,0100,1,Gliosis,11,3534,9393,0.7755518454671384,0.6804667904393832
0.1,0,T2ax,0100,1,Cerebral atrophy,12,1310,9393,0.9169853230746275,0.7065963094712981
0.1,0,T2ax,0100,1,Encephalomalacia,13,236,9393,0.7435411086822529,0.12420577939837049
0.1,0,T2ax,0100,1,Arachnoid cyst,14,389,9393,0.723438254805919,0.14650954317313503
0.1,0,T2ax,0100,1,Empty sella syndrome,15,351,9393,0.7279460649290334,0.10012162629456009
0.1,0,T2ax,0100,1,Intracranial aneurysm,16,61,9393,0.689715626822567,0.01441258900375237
0.1,0,T2ax,0100,1,Chiari malformation,17,56,9393,0.811275034807754,0.035799082240769296
0.1,0,T2ax,0100,1,Schwannoma,18,38,9393,0.6280036006638724,0.005767337191460248
0.1,0,T2ax,0100,1,Cyst of pineal gland,19,103,9393,0.6189816798520176,0.016624410867272506
0.1,0,T2ax,0100,1,Hemangioma of vertebral column,20,31,9393,0.626520387841032,0.007012415943490049
0.1,0,T2ax,0100,1,Cerebral edema,22,533,9393,0.8778817037171935,0.432505419654158
0.1,0,T2ax,0100,1,Spinal stenosis,23,43,9393,0.6014003233428677,0.008279619422939538
0.1,0,T2ax,0100,1,Mastoiditis,24,265,9393,0.7455517338316273,0.09628389326814485
0.1,0,T2ax,0100,1,Chronic mastoiditis,25,211,9393,0.8012544634515707,0.08593320364235166
0.1,0,T2ax,0100,1,Ventriculomegaly,26,889,9393,0.8919312237898767,0.5468418365153928
0.1,0,T2ax,0100,1,Cerebellar degeneration,27,351,9393,0.8308365960434088,0.19261817699300057
0.1,0,T2ax,0100,1,Mega cisterna magna,28,104,9393,0.7479659564248863,0.05325866975726904
0.1,0,T2ax,0100,1,Structure of cave of septum pellucidum,29,99,9393,0.6942624002017159,0.03990438963660797
0.1,0,T2ax,0100,1,Hyperostosis of skull,30,34,9393,0.7510700615324665,0.020300247834459342
0.1,0,T2ax,0100,1,Watershed infarct,31,36,9393,0.8585224371534086,0.024824674724322884
0.1,0,T2ax,0100,1,Foraminal Spinal Stenosis,33,60,9393,0.7340101432194007,0.01769903670255082
0.1,0,T2ax,0100,1,Lipoma of brain,34,22,9393,0.6061786362181197,0.00384224750486788
0.1,0,T2ax,0100,1,Glioma,35,66,9393,0.736010799536049,0.04256059655402857
0.1,0,T2ax,0100,1,Pituitary adenoma,36,25,9393,0.4920409906063194,0.003717057430673265
0.1,0,T1ax,1000,1,Cerebral infarction,0,424,9393,0.7869453905170218,0.18917847403884375
0.1,0,T1ax,1000,1,Cerebral hemorrhage,1,294,9393,0.7984128479394835,0.1827468298187195
0.1,0,T1ax,1000,1,Metastatic malignant neoplasm to brain,2,373,9393,0.850330513663411,0.23330528737026718
0.1,0,T1ax,1000,1,Intracranial meningioma,3,181,9393,0.7112420023845909,0.04974426498973108
0.1,0,T1ax,1000,1,Demyelinating disease of central nervous system,4,250,9393,0.7820240621240291,0.19642507949435703
0.1,0,T1ax,1000,1,Herniation of nucleus pulposus,5,138,9393,0.7107117969918335,0.02941619310923678
0.1,0,T1ax,1000,1,Spinal cord compression,6,74,9393,0.6164882556126252,0.012558882520376284
0.1,0,T1ax,1000,1,Lacunar infarct,7,213,9393,0.7916935162171284,0.11195798061471882
0.1,0,T1ax,1000,1,Silent micro-hemorrhage of brain,8,195,9393,0.7179581960403878,0.07090206633344281
0.1,0,T1ax,1000,1,Cavernous hemangioma,9,78,9393,0.5530465061866028,0.017034961576996716
0.1,0,T1ax,1000,1,Subdural intracranial hemorrhage,10,44,9393,0.7892044846799366,0.03367506720403574
0.1,0,T1ax,1000,1,Gliosis,11,3534,9393,0.7701468860805809,0.6579470274459248
0.1,0,T1ax,1000,1,Cerebral atrophy,12,1310,9393,0.9169907061564513,0.7053051430771744
0.1,0,T1ax,1000,1,Encephalomalacia,13,236,9393,0.7553237960030578,0.1331984184970401
0.1,0,T1ax,1000,1,Arachnoid cyst,14,389,9393,0.6798937690075477,0.09670507383086022
0.1,0,T1ax,1000,1,Empty sella syndrome,15,351,9393,0.6958895839674428,0.0794602265100812
0.1,0,T1ax,1000,1,Intracranial aneurysm,16,61,9393,0.6531623955647059,0.01813128123564914
0.1,0,T1ax,1000,1,Chiari malformation,17,56,9393,0.7459339953181658,0.02712504990682236
0.1,0,T1ax,1000,1,Schwannoma,18,38,9393,0.6990463866775436,0.00917634035078575
0.1,0,T1ax,1000,1,Cyst of pineal gland,19,103,9393,0.5876033316960506,0.013918846660620033
0.1,0,T1ax,1000,1,Hemangioma of vertebral column,20,31,9393,0.5905720448484263,0.004058048835526668
0.1,0,T1ax,1000,1,Cerebral edema,22,533,9393,0.8736533273476509,0.4438246447131318
0.1,0,T1ax,1000,1,Spinal stenosis,23,43,9393,0.698915557766447,0.011745496282972123
0.1,0,T1ax,1000,1,Mastoiditis,24,265,9393,0.6300088469234204,0.05179977953362213
0.1,0,T1ax,1000,1,Chronic mastoiditis,25,211,9393,0.798001137605928,0.11326003657869327
0.1,0,T1ax,1000,1,Ventriculomegaly,26,889,9393,0.895926762976359,0.5480599299156862
0.1,0,T1ax,1000,1,Cerebellar degeneration,27,351,9393,0.8098216553204387,0.1815720786969589
0.1,0,T1ax,1000,1,Mega cisterna magna,28,104,9393,0.7464639731030084,0.03860764057354032
0.1,0,T1ax,1000,1,Structure of cave of septum pellucidum,29,99,9393,0.6969229632238025,0.03259529774023366
0.1,0,T1ax,1000,1,Hyperostosis of skull,30,34,9393,0.7305707623363482,0.014978605020691132
0.1,0,T1ax,1000,1,Watershed infarct,31,36,9393,0.8381752223528434,0.024145620057698037
0.1,0,T1ax,1000,1,Foraminal Spinal Stenosis,33,60,9393,0.6591413979070682,0.011640874198035401
0.1,0,T1ax,1000,1,Lipoma of brain,34,22,9393,0.6814252869102939,0.006864966526834749
0.1,0,T1ax,1000,1,Glioma,35,66,9393,0.7310057798960983,0.021749481988147273
0.1,0,T1ax,1000,1,Pituitary adenoma,36,25,9393,0.5785567890691716,0.003775449206096816
0.1,0,FLAIRax+FLAIRsag,0011,2,Cerebral infarction,0,424,9393,0.8140899892081109,0.2506270026831599
0.1,0,FLAIRax+FLAIRsag,0011,2,Cerebral hemorrhage,1,294,9393,0.8159557041851799,0.19173316774795493
0.1,0,FLAIRax+FLAIRsag,0011,2,Metastatic malignant neoplasm to brain,2,373,9393,0.8992456441746967,0.2964830120061808
0.1,0,FLAIRax+FLAIRsag,0011,2,Intracranial meningioma,3,181,9393,0.7226047936513267,0.061424430699879955
0.1,0,FLAIRax+FLAIRsag,0011,2,Demyelinating disease of central nervous system,4,250,9393,0.8124112435743192,0.25541047159319774
0.1,0,FLAIRax+FLAIRsag,0011,2,Herniation of nucleus pulposus,5,138,9393,0.7407034192250174,0.03576551921473607
0.1,0,FLAIRax+FLAIRsag,0011,2,Spinal cord compression,6,74,9393,0.5978616775376084,0.011063491759971114
0.1,0,FLAIRax+FLAIRsag,0011,2,Lacunar infarct,7,213,9393,0.8150853559994682,0.12487688318853479
0.1,0,FLAIRax+FLAIRsag,0011,2,Silent micro-hemorrhage of brain,8,195,9393,0.7242170817513284,0.06565552999550964
0.1,0,FLAIRax+FLAIRsag,0011,2,Cavernous hemangioma,9,78,9393,0.46967945277124024,0.007725462559177921
0.1,0,FLAIRax+FLAIRsag,0011,2,Subdural intracranial hemorrhage,10,44,9393,0.9150541137117241,0.11094864260970755
0.1,0,FLAIRax+FLAIRsag,0011,2,Gliosis,11,3534,9393,0.7869576144855916,0.6802609030057158
0.1,0,FLAIRax+FLAIRsag,0011,2,Cerebral atrophy,12,1310,9393,0.9266645763939586,0.7320653795856886
0.1,0,FLAIRax+FLAIRsag,0011,2,Encephalomalacia,13,236,9393,0.7938874214965673,0.1495458890329654
0.1,0,FLAIRax+FLAIRsag,0011,2,Arachnoid cyst,14,389,9393,0.7209503573961417,0.10969390535430312
0.1,0,FLAIRax+FLAIRsag,0011,2,Empty sella syndrome,15,351,9393,0.7261218775817316,0.09436014082211944
0.1,0,FLAIRax+FLAIRsag,0011,2,Intracranial aneurysm,16,61,9393,0.6427364330735772,0.02011550467619371
0.1,0,FLAIRax+FLAIRsag,0011,2,Chiari malformation,17,56,9393,0.7122794871402561,0.018221669211197968
0.1,0,FLAIRax+FLAIRsag,0011,2,Schwannoma,18,38,9393,0.7364989169878196,0.010370385763233403
0.1,0,FLAIRax+FLAIRsag,0011,2,Cyst of pineal gland,19,103,9393,0.6004937974855518,0.01625542471598109
0.1,0,FLAIRax+FLAIRsag,0011,2,Hemangioma of vertebral column,20,31,9393,0.5741432420698637,0.004161470950310608
0.1,0,FLAIRax+FLAIRsag,0011,2,Cerebral edema,22,533,9393,0.8986049407290391,0.5289633387570549
0.1,0,FLAIRax+FLAIRsag,0011,2,Spinal stenosis,23,43,9393,0.6351349334659869,0.015340145488110682
0.1,0,FLAIRax+FLAIRsag,0011,2,Mastoiditis,24,265,9393,0.7167574785441437,0.07890613297022851
0.1,0,FLAIRax+FLAIRsag,0011,2,Chronic mastoiditis,25,211,9393,0.7486118007517285,0.06679386285967959
0.1,0,FLAIRax+FLAIRsag,0011,2,Ventriculomegaly,26,889,9393,0.8971748357419576,0.5658843599009409
0.1,0,FLAIRax+FLAIRsag,0011,2,Cerebellar degeneration,27,351,9393,0.8203644152549262,0.17229525963079026
0.1,0,FLAIRax+FLAIRsag,0011,2,Mega cisterna magna,28,104,9393,0.7510118461041595,0.0545840746272299
0.1,0,FLAIRax+FLAIRsag,0011,2,Structure of cave of septum pellucidum,29,99,9393,0.6696706683795128,0.028070618717500703
0.1,0,FLAIRax+FLAIRsag,0011,2,Hyperostosis of skull,30,34,9393,0.7462335719628165,0.04006976542125974
0.1,0,FLAIRax+FLAIRsag,0011,2,Watershed infarct,31,36,9393,0.8000546233954378,0.019701756408209873
0.1,0,FLAIRax+FLAIRsag,0011,2,Foraminal Spinal Stenosis,33,60,9393,0.7357727061680774,0.015010197568977299
0.1,0,FLAIRax+FLAIRsag,0011,2,Lipoma of brain,34,22,9393,0.6154286434939513,0.004106199880642672
0.1,0,FLAIRax+FLAIRsag,0011,2,Glioma,35,66,9393,0.7397568479910068,0.036484767771727634
0.1,0,FLAIRax+FLAIRsag,0011,2,Pituitary adenoma,36,25,9393,0.5561528608027327,0.005040143550206176
0.1,0,T2ax+FLAIRsag,0101,2,Cerebral infarction,0,424,9393,0.8107979897214095,0.21644212035779342
0.1,0,T2ax+FLAIRsag,0101,2,Cerebral hemorrhage,1,294,9393,0.8103641500561098,0.18026701795386368
0.1,0,T2ax+FLAIRsag,0101,2,Metastatic malignant neoplasm to brain,2,373,9393,0.8822601546756388,0.26882376661578405
0.1,0,T2ax+FLAIRsag,0101,2,Intracranial meningioma,3,181,9393,0.7318564783383672,0.06051534560059005
0.1,0,T2ax+FLAIRsag,0101,2,Demyelinating disease of central nervous system,4,250,9393,0.8320087498632834,0.24572602573576255
0.1,0,T2ax+FLAIRsag,0101,2,Herniation of nucleus pulposus,5,138,9393,0.7271181265121087,0.03350072776501433
0.1,0,T2ax+FLAIRsag,0101,2,Spinal cord compression,6,74,9393,0.6112432316424161,0.011358515083684252
0.1,0,T2ax+FLAIRsag,0101,2,Lacunar infarct,7,213,9393,0.8138584593983654,0.1303787322030946
0.1,0,T2ax+FLAIRsag,0101,2,Silent micro-hemorrhage of brain,8,195,9393,0.7469366250188167,0.0651086057869913
0.1,0,T2ax+FLAIRsag,0101,2,Cavernous hemangioma,9,78,9393,0.5078781122259384,0.009081670993488965
0.1,0,T2ax+FLAIRsag,0101,2,Subdural intracranial hemorrhage,10,44,9393,0.8514498390688356,0.066268909045252
0.1,0,T2ax+FLAIRsag,0101,2,Gliosis,11,3534,9393,0.7796204582446984,0.6760003352093438
0.1,0,T2ax+FLAIRsag,0101,2,Cerebral atrophy,12,1310,9393,0.9238863395326917,0.7348969823017514
0.1,0,T2ax+FLAIRsag,0101,2,Encephalomalacia,13,236,9393,0.7673938433688778,0.13251711506575242
0.1,0,T2ax+FLAIRsag,0101,2,Arachnoid cyst,14,389,9393,0.7213329351479318,0.12217191861623262
0.1,0,T2ax+FLAIRsag,0101,2,Empty sella syndrome,15,351,9393,0.7334666775056069,0.10484607166217276
0.1,0,T2ax+FLAIRsag,0101,2,Intracranial aneurysm,16,61,9393,0.7109022014854581,0.018472774382901527
0.1,0,T2ax+FLAIRsag,0101,2,Chiari malformation,17,56,9393,0.737614559586285,0.022651233739332463
0.1,0,T2ax+FLAIRsag,0101,2,Schwannoma,18,38,9393,0.6723845959098709,0.006801747921150799
0.1,0,T2ax+FLAIRsag,0101,2,Cyst of pineal gland,19,103,9393,0.5851285963610522,0.01544230399934585
0.1,0,T2ax+FLAIRsag,0101,2,Hemangioma of vertebral column,20,31,9393,0.5978595695708802,0.004793178081254498
0.1,0,T2ax+FLAIRsag,0101,2,Cerebral edema,22,533,9393,0.8831282107750752,0.46024683630244784
0.1,0,T2ax+FLAIRsag,0101,2,Spinal stenosis,23,43,9393,0.6024499440368113,0.016474083039882098
0.1,0,T2ax+FLAIRsag,0101,2,Mastoiditis,24,265,9393,0.72150009094968,0.09578771394400769
0.1,0,T2ax+FLAIRsag,0101,2,Chronic mastoiditis,25,211,9393,0.7718656221063053,0.0922060329943956
0.1,0,T2ax+FLAIRsag,0101,2,Ventriculomegaly,26,889,9393,0.8956534184402867,0.5688317294661008
0.1,0,T2ax+FLAIRsag,0101,2,Cerebellar degeneration,27,351,9393,0.8204337340590382,0.1832781797445036
0.1,0,T2ax+FLAIRsag,0101,2,Mega cisterna magna,28,104,9393,0.7396993549028215,0.042660331136726695
0.1,0,T2ax+FLAIRsag,0101,2,Structure of cave of septum pellucidum,29,99,9393,0.6601402447109355,0.024258222049212977
0.1,0,T2ax+FLAIRsag,0101,2,Hyperostosis of skull,30,34,9393,0.7732412336662413,0.027775052631871754
0.1,0,T2ax+FLAIRsag,0101,2,Watershed infarct,31,36,9393,0.8393834681106243,0.01885856120129379
0.1,0,T2ax+FLAIRsag,0101,2,Foraminal Spinal Stenosis,33,60,9393,0.7156059144969462,0.012795179852633346
0.1,0,T2ax+FLAIRsag,0101,2,Lipoma of brain,34,22,9393,0.5318875447463646,0.006722141120762065
0.1,0,T2ax+FLAIRsag,0101,2,Glioma,35,66,9393,0.7364672781205428,0.03913933582029495
0.1,0,T2ax+FLAIRsag,0101,2,Pituitary adenoma,36,25,9393,0.5021050384286935,0.004542939546252763
0.1,0,T2ax+FLAIRax,0110,2,Cerebral infarction,0,424,9393,0.8102970504273629,0.21490912422958475
0.1,0,T2ax+FLAIRax,0110,2,Cerebral hemorrhage,1,294,9393,0.813460102141747,0.1869058554649239
0.1,0,T2ax+FLAIRax,0110,2,Metastatic malignant neoplasm to brain,2,373,9393,0.8691008363897921,0.28428875940236503
0.1,0,T2ax+FLAIRax,0110,2,Intracranial meningioma,3,181,9393,0.7307775349472103,0.061024157516226266
0.1,0,T2ax+FLAIRax,0110,2,Demyelinating disease of central nervous system,4,250,9393,0.84430427649568,0.29754352994251804
0.1,0,T2ax+FLAIRax,0110,2,Herniation of nucleus pulposus,5,138,9393,0.6901886171986941,0.029211000795254998
0.1,0,T2ax+FLAIRax,0110,2,Spinal cord compression,6,74,9393,0.5498400535958214,0.010228105743944036
0.1,0,T2ax+FLAIRax,0110,2,Lacunar infarct,7,213,9393,0.8079842891773299,0.14870057304327527
0.1,0,T2ax+FLAIRax,0110,2,Silent micro-hemorrhage of brain,8,195,9393,0.7297929873272339,0.06900614149062781
0.1,0,T2ax+FLAIRax,0110,2,Cavernous hemangioma,9,78,9393,0.49397442779085293,0.007977718073615015
0.1,0,T2ax+FLAIRax,0110,2,Subdural intracranial hemorrhage,10,44,9393,0.8025676056748898,0.08488983048673232
0.1,0,T2ax+FLAIRax,0110,2,Gliosis,11,3534,9393,0.7808284827380434,0.683223868340662
0.1,0,T2ax+FLAIRax,0110,2,Cerebral atrophy,12,1310,9393,0.9220168046592936,0.7221647285460903
0.1,0,T2ax+FLAIRax,0110,2,Encephalomalacia,13,236,9393,0.752757916051997,0.1292541060428914
0.1,0,T2ax+FLAIRax,0110,2,Arachnoid cyst,14,389,9393,0.7275726640773196,0.1407275517941391
0.1,0,T2ax+FLAIRax,0110,2,Empty sella syndrome,15,351,9393,0.7411166377103118,0.10861857304605199
0.1,0,T2ax+FLAIRax,0110,2,Intracranial aneurysm,16,61,9393,0.682295363037811,0.022539497247478897
0.1,0,T2ax+FLAIRax,0110,2,Chiari malformation,17,56,9393,0.7905185207852017,0.04221400523134998
0.1,0,T2ax+FLAIRax,0110,2,Schwannoma,18,38,9393,0.6758952431854623,0.0072160155880028175
0.1,0,T2ax+FLAIRax,0110,2,Cyst of pineal gland,19,103,9393,0.6370238381389323,0.0172724970356724
0.1,0,T2ax+FLAIRax,0110,2,Hemangioma of vertebral column,20,31,9393,0.5817460426845656,0.004847564636620585
0.1,0,T2ax+FLAIRax,0110,2,Cerebral edema,22,533,9393,0.893650235686243,0.5014152597528884
0.1,0,T2ax+FLAIRax,0110,2,Spinal stenosis,23,43,9393,0.5791418977739087,0.008727736318158019
0.1,0,T2ax+FLAIRax,0110,2,Mastoiditis,24,265,9393,0.7375250111620063,0.09646753979889286
0.1,0,T2ax+FLAIRax,0110,2,Chronic mastoiditis,25,211,9393,0.7868341211581282,0.08320904493927914
0.1,0,T2ax+FLAIRax,0110,2,Ventriculomegaly,26,889,9393,0.8949350375182407,0.5597445007124702
0.1,0,T2ax+FLAIRax,0110,2,Cerebellar degeneration,27,351,9393,0.824567970553372,0.17678539792838557
0.1,0,T2ax+FLAIRax,0110,2,Mega cisterna magna,28,104,9393,0.7371032321107679,0.04902597474897273
0.1,0,T2ax+FLAIRax,0110,2,Structure of cave of septum pellucidum,29,99,9393,0.702334296265865,0.047009385428939544
0.1,0,T2ax+FLAIRax,0110,2,Hyperostosis of skull,30,34,9393,0.7546023645060118,0.05076789599317814
0.1,0,T2ax+FLAIRax,0110,2,Watershed infarct,31,36,9393,0.8385403678766936,0.01903697862909693
0.1,0,T2ax+FLAIRax,0110,2,Foraminal Spinal Stenosis,33,60,9393,0.6866638094217651,0.011822543424470497
0.1,0,T2ax+FLAIRax,0110,2,Lipoma of brain,34,22,9393,0.5991307806482282,0.0032318402490963544
0.1,0,T2ax+FLAIRax,0110,2,Glioma,35,66,9393,0.7816164215327934,0.03942744515050489
0.1,0,T2ax+FLAIRax,0110,2,Pituitary adenoma,36,25,9393,0.507267292912041,0.004418817879008911
0.1,0,T1ax+FLAIRsag,1001,2,Cerebral infarction,0,424,9393,0.7927483975201796,0.19531593563982963
0.1,0,T1ax+FLAIRsag,1001,2,Cerebral hemorrhage,1,294,9393,0.827690940097327,0.18491246442045003
0.1,0,T1ax+FLAIRsag,1001,2,Metastatic malignant neoplasm to brain,2,373,9393,0.8766503391331745,0.24159673091115885
0.1,0,T1ax+FLAIRsag,1001,2,Intracranial meningioma,3,181,9393,0.7358879722101608,0.04960794094124314
0.1,0,T1ax+FLAIRsag,1001,2,Demyelinating disease of central nervous system,4,250,9393,0.7814892267308322,0.23302548511314894
0.1,0,T1ax+FLAIRsag,1001,2,Herniation of nucleus pulposus,5,138,9393,0.7377837283411238,0.034413807556141006
0.1,0,T1ax+FLAIRsag,1001,2,Spinal cord compression,6,74,9393,0.6196255543020217,0.01267865519784754
0.1,0,T1ax+FLAIRsag,1001,2,Lacunar infarct,7,213,9393,0.8021188130964435,0.1258821793237325
0.1,0,T1ax+FLAIRsag,1001,2,Silent micro-hemorrhage of brain,8,195,9393,0.7442582278198716,0.0784481004547342
0.1,0,T1ax+FLAIRsag,1001,2,Cavernous hemangioma,9,78,9393,0.515581430557276,0.00995260388221406
0.1,0,T1ax+FLAIRsag,1001,2,Subdural intracranial hemorrhage,10,44,9393,0.8768536255700659,0.0826114110645797
0.1,0,T1ax+FLAIRsag,1001,2,Gliosis,11,3534,9393,0.7743734021916471,0.6671604241178989
0.1,0,T1ax+FLAIRsag,1001,2,Cerebral atrophy,12,1310,9393,0.9207452640684953,0.7235707620470566
0.1,0,T1ax+FLAIRsag,1001,2,Encephalomalacia,13,236,9393,0.7613037539124463,0.14278679263099828
0.1,0,T1ax+FLAIRsag,1001,2,Arachnoid cyst,14,389,9393,0.6962903662354007,0.10100160081922899
0.1,0,T1ax+FLAIRsag,1001,2,Empty sella syndrome,15,351,9393,0.7065955581770667,0.08153359352709201
0.1,0,T1ax+FLAIRsag,1001,2,Intracranial aneurysm,16,61,9393,0.6139389936267241,0.014893254508729342
0.1,0,T1ax+FLAIRsag,1001,2,Chiari malformation,17,56,9393,0.7204267966156153,0.01534710973210458
0.1,0,T1ax+FLAIRsag,1001,2,Schwannoma,18,38,9393,0.6954569748797435,0.00959215819444005
0.1,0,T1ax+FLAIRsag,1001,2,Cyst of pineal gland,19,103,9393,0.5886212338144158,0.01516893383512392
0.1,0,T1ax+FLAIRsag,1001,2,Hemangioma of vertebral column,20,31,9393,0.5645919330719242,0.004397156027801056
0.1,0,T1ax+FLAIRsag,1001,2,Cerebral edema,22,533,9393,0.8898326691202318,0.4741385879027084
0.1,0,T1ax+FLAIRsag,1001,2,Spinal stenosis,23,43,9393,0.6391816938191766,0.009580598797340207
