C,seed,subset,subset_bits,k,finding,finding_idx,n_pos,n,auroc,auprc
0.1,0,T2cor,0001,1,Cerebellar degeneration,27,318,12412,0.8509219707677699,0.19795076723928667
0.1,0,T2cor,0001,1,Mega cisterna magna,28,225,12412,0.804266477029257,0.10712362508738037
0.1,0,T2cor,0001,1,Structure of cave of septum pellucidum,29,238,12412,0.6562237265532136,0.04155893792181185
0.1,0,T2cor,0001,1,Hyperostosis of skull,30,55,12412,0.9029817475556733,0.07484328453468186
0.1,0,T2cor,0001,1,Choroid plexus cyst,32,57,12412,0.5291940900409664,0.00670745391317278
0.1,0,T2cor,0001,1,Lipoma of brain,34,34,12412,0.5338670126315189,0.0031897160529123433
0.1,0,T2cor,0001,1,Glioma,35,35,12412,0.8329228176687173,0.07475178925042325
0.1,0,T2cor,0001,1,Pituitary adenoma,36,57,12412,0.6638579451461515,0.008047309524226083
0.1,0,FLAIRax,0010,1,Cerebral infarction,0,339,12412,0.8377749711868338,0.172108073410721
0.1,0,FLAIRax,0010,1,Cerebral hemorrhage,1,92,12412,0.7283579192546584,0.06657314256162349
0.1,0,FLAIRax,0010,1,Metastatic malignant neoplasm to brain,2,50,12412,0.8305063905516906,0.06090145955067378
0.1,0,FLAIRax,0010,1,Intracranial meningioma,3,148,12412,0.6653380692336172,0.02407613686351312
0.1,0,FLAIRax,0010,1,Demyelinating disease of central nervous system,4,294,12412,0.8223798184069798,0.2719768667882521
0.1,0,FLAIRax,0010,1,Herniation of nucleus pulposus,5,29,12412,0.6803264765097868,0.006493955618281491
0.1,0,FLAIRax,0010,1,Spinal cord compression,6,22,12412,0.4876256511849732,0.004103202769364033
0.1,0,FLAIRax,0010,1,Lacunar infarct,7,189,12412,0.8491502921675547,0.12218339076568396
0.1,0,FLAIRax,0010,1,Silent micro-hemorrhage of brain,8,78,12412,0.8418734122479866,0.08266609489183802
0.1,0,FLAIRax,0010,1,Cavernous hemangioma,9,67,12412,0.5335376580040261,0.006624730093763579
0.1,0,FLAIRax,0010,1,Subdural intracranial hemorrhage,10,26,12412,0.8318014135065646,0.17172280002325557
0.1,0,FLAIRax,0010,1,Gliosis,11,3854,12412,0.8016396679308915,0.6543855466074641
0.1,0,FLAIRax,0010,1,Cerebral atrophy,12,2012,12412,0.9463809928888208,0.8115959974063787
0.1,0,FLAIRax,0010,1,Encephalomalacia,13,248,12412,0.8099027670227322,0.15175512233474847
0.1,0,FLAIRax,0010,1,Arachnoid cyst,14,572,12412,0.6917807804526555,0.12392782745417444
0.1,0,FLAIRax,0010,1,Empty sella syndrome,15,670,12412,0.7581399339531265,0.15511031431283134
0.1,0,FLAIRax,0010,1,Intracranial aneurysm,16,32,12412,0.6245759289176092,0.0036576546699219727
0.1,0,FLAIRax,0010,1,Chiari malformation,17,62,12412,0.8669087109834138,0.03085297906367302
0.1,0,FLAIRax,0010,1,Cyst of pineal gland,19,244,12412,0.6737586359276144,0.04183448478500341
0.1,0,FLAIRax,0010,1,Rathke's pouch cyst,21,47,12412,0.664989546678597,0.008523145451914226
0.1,0,FLAIRax,0010,1,Cerebral edema,22,187,12412,0.8443681856457028,0.38142548949999977
0.1,0,FLAIRax,0010,1,Spinal stenosis,23,26,12412,0.7081226943571526,0.004904912989440317
0.1,0,FLAIRax,0010,1,Mastoiditis,24,281,12412,0.712072625909738,0.062195356743544566
0.1,0,FLAIRax,0010,1,Chronic mastoiditis,25,360,12412,0.7713537633219013,0.09634681489961766
0.1,0,FLAIRax,0010,1,Ventriculomegaly,26,1204,12412,0.9169350736659388,0.6302776632436266
0.1,0,FLAIRax,0010,1,Cerebellar degeneration,27,318,12412,0.8503564322659087,0.1906788920088599
0.1,0,FLAIRax,0010,1,Mega cisterna magna,28,225,12412,0.7797981455649462,0.09393302683622629
0.1,0,FLAIRax,0010,1,Structure of cave of septum pellucidum,29,238,12412,0.6944921882010567,0.06997608886745399
0.1,0,FLAIRax,0010,1,Hyperostosis of skull,30,55,12412,0.8521706504226534,0.03601761502206028
0.1,0,FLAIRax,0010,1,Choroid plexus cyst,32,57,12412,0.5732120669946821,0.005770492510570818
0.1,0,FLAIRax,0010,1,Lipoma of brain,34,34,12412,0.590898938344121,0.003752930293244407
0.1,0,FLAIRax,0010,1,Glioma,35,35,12412,0.781911148558963,0.02911472276780059
0.1,0,FLAIRax,0010,1,Pituitary adenoma,36,57,12412,0.6970116509403822,0.01456864689774225
0.1,0,T2ax,0100,1,Cerebral infarction,0,339,12412,0.8128958374412101,0.15509271919655024
0.1,0,T2ax,0100,1,Cerebral hemorrhage,1,92,12412,0.7630893562958782,0.06531221064039085
0.1,0,T2ax,0100,1,Metastatic malignant neoplasm to brain,2,50,12412,0.7161462546513508,0.016152694591411974
0.1,0,T2ax,0100,1,Intracranial meningioma,3,148,12412,0.6478900010578093,0.03155888780063224
0.1,0,T2ax,0100,1,Demyelinating disease of central nervous system,4,294,12412,0.8178781662854941,0.23372730159934016
0.1,0,T2ax,0100,1,Herniation of nucleus pulposus,5,29,12412,0.6251256589261697,0.01325319592047655
0.1,0,T2ax,0100,1,Spinal cord compression,6,22,12412,0.6566806075280652,0.00903706406130963
0.1,0,T2ax,0100,1,Lacunar infarct,7,189,12412,0.8395777411567314,0.11256424714887128
0.1,0,T2ax,0100,1,Silent micro-hemorrhage of brain,8,78,12412,0.8632017811927006,0.05874461776748539
0.1,0,T2ax,0100,1,Cavernous hemangioma,9,67,12412,0.5897075980969998,0.007904064720761904
0.1,0,T2ax,0100,1,Subdural intracranial hemorrhage,10,26,12412,0.7205747183544697,0.05410794197666428
0.1,0,T2ax,0100,1,Gliosis,11,3854,12412,0.7993169232732041,0.6446602285480845
0.1,0,T2ax,0100,1,Cerebral atrophy,12,2012,12412,0.94772944066371,0.8098679055579076
0.1,0,T2ax,0100,1,Encephalomalacia,13,248,12412,0.7967601383246173,0.140083378152995
0.1,0,T2ax,0100,1,Arachnoid cyst,14,572,12412,0.6878963097713098,0.13161943549386512
0.1,0,T2ax,0100,1,Empty sella syndrome,15,670,12412,0.7687219243587885,0.1702843610269097
