C,seed,subset,subset_bits,k,finding,finding_idx,n_pos,n,auroc,auprc
0.1,0,T2ax,0100,1,Intracranial aneurysm,16,32,12412,0.5397667609046849,0.0029534272349138425
0.1,0,T2ax,0100,1,Chiari malformation,17,62,12412,0.8529554655870445,0.05058665241752402
0.1,0,T2ax,0100,1,Cyst of pineal gland,19,244,12412,0.6750385315959087,0.035797133489781335
0.1,0,T2ax,0100,1,Rathke's pouch cyst,21,47,12412,0.676115666216414,0.00611456979218521
0.1,0,T2ax,0100,1,Cerebral edema,22,187,12412,0.8468204236518925,0.3058741887410938
0.1,0,T2ax,0100,1,Spinal stenosis,23,26,12412,0.8031648635556273,0.011723831915148567
0.1,0,T2ax,0100,1,Mastoiditis,24,281,12412,0.75626017400202,0.07550462633068118
0.1,0,T2ax,0100,1,Chronic mastoiditis,25,360,12412,0.7494992762842496,0.08829136419415876
0.1,0,T2ax,0100,1,Ventriculomegaly,26,1204,12412,0.9150980937915727,0.6201698304756023
0.1,0,T2ax,0100,1,Cerebellar degeneration,27,318,12412,0.8461178837055225,0.2078435220110827
0.1,0,T2ax,0100,1,Mega cisterna magna,28,225,12412,0.8107272777002817,0.12574273526175334
0.1,0,T2ax,0100,1,Structure of cave of septum pellucidum,29,238,12412,0.6694857341655243,0.07653287406344816
0.1,0,T2ax,0100,1,Hyperostosis of skull,30,55,12412,0.8899306245264001,0.07359291902840627
0.1,0,T2ax,0100,1,Choroid plexus cyst,32,57,12412,0.5986013191619275,0.006852094889370969
0.1,0,T2ax,0100,1,Lipoma of brain,34,34,12412,0.6414321424158611,0.005564800920734654
0.1,0,T2ax,0100,1,Glioma,35,35,12412,0.6855896305359018,0.029398570996922363
0.1,0,T2ax,0100,1,Pituitary adenoma,36,57,12412,0.7588248240999098,0.01305661171884722
0.1,0,T1ax,1000,1,Cerebral infarction,0,339,12412,0.8110110397735311,0.17898410191623862
0.1,0,T1ax,1000,1,Cerebral hemorrhage,1,92,12412,0.7412311194240542,0.04600371990781068
0.1,0,T1ax,1000,1,Metastatic malignant neoplasm to brain,2,50,12412,0.7009367416275682,0.01871309465068648
0.1,0,T1ax,1000,1,Intracranial meningioma,3,148,12412,0.6975133768798153,0.026669186144599722
0.1,0,T1ax,1000,1,Demyelinating disease of central nervous system,4,294,12412,0.721392840020973,0.11475391830661599
0.1,0,T1ax,1000,1,Herniation of nucleus pulposus,5,29,12412,0.6352424207826636,0.0050570198952589965
0.1,0,T1ax,1000,1,Spinal cord compression,6,22,12412,0.592717734243158,0.0027272239593289045
0.1,0,T1ax,1000,1,Lacunar infarct,7,189,12412,0.8570632085317514,0.12433613409002103
0.1,0,T1ax,1000,1,Silent micro-hemorrhage of brain,8,78,12412,0.8091724771633966,0.04155114464236989
0.1,0,T1ax,1000,1,Cavernous hemangioma,9,67,12412,0.6117565272060113,0.0090875682907466
0.1,0,T1ax,1000,1,Subdural intracranial hemorrhage,10,26,12412,0.8579630848724987,0.07462556173793852
0.1,0,T1ax,1000,1,Gliosis,11,3854,12412,0.7855730117990942,0.6292972811362992
0.1,0,T1ax,1000,1,Cerebral atrophy,12,2012,12412,0.9458310712647194,0.8092787641297271
0.1,0,T1ax,1000,1,Encephalomalacia,13,248,12412,0.7844104364014384,0.1420536168539233
0.1,0,T1ax,1000,1,Arachnoid cyst,14,572,12412,0.6531638336325836,0.09370059285149927
0.1,0,T1ax,1000,1,Empty sella syndrome,15,670,12412,0.7521743606952462,0.1497346599384002
0.1,0,T1ax,1000,1,Intracranial aneurysm,16,32,12412,0.5660162560581583,0.004316282452189846
0.1,0,T1ax,1000,1,Chiari malformation,17,62,12412,0.8180710461016064,0.06723386360123619
0.1,0,T1ax,1000,1,Cyst of pineal gland,19,244,12412,0.682110628792533,0.03850633592026112
0.1,0,T1ax,1000,1,Rathke's pouch cyst,21,47,12412,0.7570252342318314,0.010360998761413519
0.1,0,T1ax,1000,1,Cerebral edema,22,187,12412,0.8369970364051923,0.304420739206258
0.1,0,T1ax,1000,1,Spinal stenosis,23,26,12412,0.7235122781303953,0.008446074197048039
0.1,0,T1ax,1000,1,Mastoiditis,24,281,12412,0.6872701361266434,0.05047783018636438
0.1,0,T1ax,1000,1,Chronic mastoiditis,25,360,12412,0.7485149998156139,0.09473907537568416
0.1,0,T1ax,1000,1,Ventriculomegaly,26,1204,12412,0.9125400387359763,0.6243458223693437
0.1,0,T1ax,1000,1,Cerebellar degeneration,27,318,12412,0.8681868861632102,0.18792686131429664
0.1,0,T1ax,1000,1,Mega cisterna magna,28,225,12412,0.777271227081681,0.06899307735806814
0.1,0,T1ax,1000,1,Structure of cave of septum pellucidum,29,238,12412,0.6670580504256902,0.060571037886659275
0.1,0,T1ax,1000,1,Hyperostosis of skull,30,55,12412,0.9200718032473314,0.10413628460183715
0.1,0,T1ax,1000,1,Choroid plexus cyst,32,57,12412,0.6385482118894971,0.00813381860955332
0.1,0,T1ax,1000,1,Lipoma of brain,34,34,12412,0.6201016034140268,0.003748333326906025
0.1,0,T1ax,1000,1,Glioma,35,35,12412,0.8036357760361961,0.01852602657168671
0.1,0,T1ax,1000,1,Pituitary adenoma,36,57,12412,0.7293644877065183,0.012938817980281809
0.1,0,FLAIRax+T2cor,0011,2,Cerebral infarction,0,339,12412,0.8450866862769675,0.18125683754541974
0.1,0,FLAIRax+T2cor,0011,2,Cerebral hemorrhage,1,92,12412,0.7662170031055902,0.06169002245604948
0.1,0,FLAIRax+T2cor,0011,2,Metastatic malignant neoplasm to brain,2,50,12412,0.763767998705711,0.045497486130959504
0.1,0,FLAIRax+T2cor,0011,2,Intracranial meningioma,3,148,12412,0.6885693790659544,0.027457740325199268
0.1,0,FLAIRax+T2cor,0011,2,Demyelinating disease of central nervous system,4,294,12412,0.8168090309238071,0.27132922821818206
0.1,0,FLAIRax+T2cor,0011,2,Herniation of nucleus pulposus,5,29,12412,0.6176543481469311,0.005548423664376399
0.1,0,FLAIRax+T2cor,0011,2,Spinal cord compression,6,22,12412,0.4937192750752073,0.0019143889320752286
0.1,0,FLAIRax+T2cor,0011,2,Lacunar infarct,7,189,12412,0.8513635712359429,0.13033880472768067
0.1,0,FLAIRax+T2cor,0011,2,Silent micro-hemorrhage of brain,8,78,12412,0.8684281099150565,0.10418393435349378
0.1,0,FLAIRax+T2cor,0011,2,Cavernous hemangioma,9,67,12412,0.5009835391692812,0.005954275383691815
0.1,0,FLAIRax+T2cor,0011,2,Subdural intracranial hemorrhage,10,26,12412,0.8312828379435839,0.20006547583861342
0.1,0,FLAIRax+T2cor,0011,2,Gliosis,11,3854,12412,0.8038210650413378,0.6536025004583143
0.1,0,FLAIRax+T2cor,0011,2,Cerebral atrophy,12,2012,12412,0.9472339520568894,0.8130713463463979
0.1,0,FLAIRax+T2cor,0011,2,Encephalomalacia,13,248,12412,0.8068643193558994,0.171082143325754
0.1,0,FLAIRax+T2cor,0011,2,Arachnoid cyst,14,572,12412,0.6859156468531469,0.12670525196284738
0.1,0,FLAIRax+T2cor,0011,2,Empty sella syndrome,15,670,12412,0.759111061961526,0.1593829117082133
0.1,0,FLAIRax+T2cor,0011,2,Intracranial aneurysm,16,32,12412,0.5879922253634895,0.0034557328671552755
0.1,0,FLAIRax+T2cor,0011,2,Chiari malformation,17,62,12412,0.8280201123155283,0.045547288398310064
0.1,0,FLAIRax+T2cor,0011,2,Cyst of pineal gland,19,244,12412,0.6992588730451278,0.039029468819447556
0.1,0,FLAIRax+T2cor,0011,2,Rathke's pouch cyst,21,47,12412,0.6020304393836412,0.006470911403888698
0.1,0,FLAIRax+T2cor,0011,2,Cerebral edema,22,187,12412,0.8320654396728016,0.3678983232556327
0.1,0,FLAIRax+T2cor,0011,2,Spinal stenosis,23,26,12412,0.7125321392639332,0.005760977073116812
0.1,0,FLAIRax+T2cor,0011,2,Mastoiditis,24,281,12412,0.7126699016167221,0.0687797824905727
0.1,0,FLAIRax+T2cor,0011,2,Chronic mastoiditis,25,360,12412,0.7782617914961093,0.11450693433381673
0.1,0,FLAIRax+T2cor,0011,2,Ventriculomegaly,26,1204,12412,0.9133445557397302,0.6311044418418827
0.1,0,FLAIRax+T2cor,0011,2,Cerebellar degeneration,27,318,12412,0.8568126718066965,0.19368030208083153
0.1,0,FLAIRax+T2cor,0011,2,Mega cisterna magna,28,225,12412,0.8098936024725802,0.10709349352339152
0.1,0,FLAIRax+T2cor,0011,2,Structure of cave of septum pellucidum,29,238,12412,0.7068439006948269,0.06550211160907904
0.1,0,FLAIRax+T2cor,0011,2,Hyperostosis of skull,30,55,12412,0.8996284770501813,0.051255641130210444
0.1,0,FLAIRax+T2cor,0011,2,Choroid plexus cyst,32,57,12412,0.5617528239863114,0.005744227234564305
0.1,0,FLAIRax+T2cor,0011,2,Lipoma of brain,34,34,12412,0.5621857565129784,0.0032107695760329154
0.1,0,FLAIRax+T2cor,0011,2,Glioma,35,35,12412,0.858864945347938,0.07918920458856346
0.1,0,FLAIRax+T2cor,0011,2,Pituitary adenoma,36,57,12412,0.656678523504228,0.011679920220363906
0.1,0,T2ax+T2cor,0101,2,Cerebral infarction,0,339,12412,0.8300723206198672,0.17019933180795027
0.1,0,T2ax+T2cor,0101,2,Cerebral hemorrhage,1,92,12412,0.7659055618294749,0.07299870483738363
0.1,0,T2ax+T2cor,0101,2,Metastatic malignant neoplasm to brain,2,50,12412,0.7460152078951626,0.024116650790447242
0.1,0,T2ax+T2cor,0101,2,Intracranial meningioma,3,148,12412,0.6889280425239329,0.03048916267779519
0.1,0,T2ax+T2cor,0101,2,Demyelinating disease of central nervous system,4,294,12412,0.8162970585164252,0.24170636956472827
0.1,0,T2ax+T2cor,0101,2,Herniation of nucleus pulposus,5,29,12412,0.5328690334635637,0.003538225858138386
0.1,0,T2ax+T2cor,0101,2,Spinal cord compression,6,22,12412,0.624660650084379,0.0039822797705693965
0.1,0,T2ax+T2cor,0101,2,Lacunar infarct,7,189,12412,0.8478386873216293,0.11922447451881779
0.1,0,T2ax+T2cor,0101,2,Silent micro-hemorrhage of brain,8,78,12412,0.8508552552252893,0.0796553759908564
0.1,0,T2ax+T2cor,0101,2,Cavernous hemangioma,9,67,12412,0.55948447313856,0.007963344944546785
0.1,0,T2ax+T2cor,0101,2,Subdural intracranial hemorrhage,10,26,12412,0.7586170490255748,0.12921303573684115
0.1,0,T2ax+T2cor,0101,2,Gliosis,11,3854,12412,0.8031892154307619,0.6492376347037204
0.1,0,T2ax+T2cor,0101,2,Cerebral atrophy,12,2012,12412,0.948954207447622,0.8200521408398109
0.1,0,T2ax+T2cor,0101,2,Encephalomalacia,13,248,12412,0.8135087274983824,0.14563882566967112
0.1,0,T2ax+T2cor,0101,2,Arachnoid cyst,14,572,12412,0.6982693931912681,0.14005166884674505
0.1,0,T2ax+T2cor,0101,2,Empty sella syndrome,15,670,12412,0.7701472199554094,0.17887523348346768
0.1,0,T2ax+T2cor,0101,2,Intracranial aneurysm,16,32,12412,0.42417962439418416,0.002203287323614093
0.1,0,T2ax+T2cor,0101,2,Chiari malformation,17,62,12412,0.8332584563144834,0.07540287233031158
0.1,0,T2ax+T2cor,0101,2,Cyst of pineal gland,19,244,12412,0.6802146991302099,0.035891535273425354
0.1,0,T2ax+T2cor,0101,2,Rathke's pouch cyst,21,47,12412,0.6555359585652708,0.006161051265579516
0.1,0,T2ax+T2cor,0101,2,Cerebral edema,22,187,12412,0.8282453550299094,0.3018512724348231
0.1,0,T2ax+T2cor,0101,2,Spinal stenosis,23,26,12412,0.770289657056975,0.009767733238130606
0.1,0,T2ax+T2cor,0101,2,Mastoiditis,24,281,12412,0.7530590578357087,0.09640887226439247
0.1,0,T2ax+T2cor,0101,2,Chronic mastoiditis,25,360,12412,0.7724480952907771,0.10032881499536403
0.1,0,T2ax+T2cor,0101,2,Ventriculomegaly,26,1204,12412,0.9194546313620313,0.6388190365750539
0.1,0,T2ax+T2cor,0101,2,Cerebellar degeneration,27,318,12412,0.8449342831259953,0.18529697079301347
0.1,0,T2ax+T2cor,0101,2,Mega cisterna magna,28,225,12412,0.8241233372537222,0.12177140178612347
0.1,0,T2ax+T2cor,0101,2,Structure of cave of septum pellucidum,29,238,12412,0.6981250854210584,0.067728254097291
0.1,0,T2ax+T2cor,0101,2,Hyperostosis of skull,30,55,12412,0.9123382403790271,0.10785246848915785
0.1,0,T2ax+T2cor,0101,2,Choroid plexus cyst,32,57,12412,0.5446534182481699,0.005421340564219114
0.1,0,T2ax+T2cor,0101,2,Lipoma of brain,34,34,12412,0.5827440525410358,0.004154125699175355
0.1,0,T2ax+T2cor,0101,2,Glioma,35,35,12412,0.7034153210447952,0.043920848614770476
0.1,0,T2ax+T2cor,0101,2,Pituitary adenoma,36,57,12412,0.6975526635285096,0.014209870158559894
0.1,0,T2ax+FLAIRax,0110,2,Cerebral infarction,0,339,12412,0.8439082601489903,0.18362731568698618
0.1,0,T2ax+FLAIRax,0110,2,Cerebral hemorrhage,1,92,12412,0.7491036137775269,0.08944506752764579
0.1,0,T2ax+FLAIRax,0110,2,Metastatic malignant neoplasm to brain,2,50,12412,0.7880601844361753,0.030028041994039356
0.1,0,T2ax+FLAIRax,0110,2,Intracranial meningioma,3,148,12412,0.6645824518256025,0.030467492797296977
0.1,0,T2ax+FLAIRax,0110,2,Demyelinating disease of central nervous system,4,294,12412,0.8381833175587448,0.2948414026116117
0.1,0,T2ax+FLAIRax,0110,2,Herniation of nucleus pulposus,5,29,12412,0.6686642142871065,0.04036995968927197
0.1,0,T2ax+FLAIRax,0110,2,Spinal cord compression,6,22,12412,0.5093770636143518,0.00601271137425571
0.1,0,T2ax+FLAIRax,0110,2,Lacunar infarct,7,189,12412,0.8487364656881142,0.12900320369566978
0.1,0,T2ax+FLAIRax,0110,2,Silent micro-hemorrhage of brain,8,78,12412,0.8582145247866021,0.06472568920720805
0.1,0,T2ax+FLAIRax,0110,2,Cavernous hemangioma,9,67,12412,0.5599136758491866,0.007265056131705767
0.1,0,T2ax+FLAIRax,0110,2,Subdural intracranial hemorrhage,10,26,12412,0.8105801835819598,0.1081150701718137
0.1,0,T2ax+FLAIRax,0110,2,Gliosis,11,3854,12412,0.8069070621988632,0.6555011052423512
0.1,0,T2ax+FLAIRax,0110,2,Cerebral atrophy,12,2012,12412,0.9497851353417953,0.8140333977702287
0.1,0,T2ax+FLAIRax,0110,2,Encephalomalacia,13,248,12412,0.8072362523999959,0.16013828909207295
0.1,0,T2ax+FLAIRax,0110,2,Arachnoid cyst,14,572,12412,0.6989361356548857,0.13401423014927916
0.1,0,T2ax+FLAIRax,0110,2,Empty sella syndrome,15,670,12412,0.7677507963503891,0.1615372643668585
0.1,0,T2ax+FLAIRax,0110,2,Intracranial aneurysm,16,32,12412,0.6289176090468498,0.0037445940319917994
0.1,0,T2ax+FLAIRax,0110,2,Chiari malformation,17,62,12412,0.8458756693221889,0.030530691866617814
0.1,0,T2ax+FLAIRax,0110,2,Cyst of pineal gland,19,244,12412,0.6626195018376608,0.03715036852591215
0.1,0,T2ax+FLAIRax,0110,2,Rathke's pouch cyst,21,47,12412,0.6867290137742943,0.00810664975940249
0.1,0,T2ax+FLAIRax,0110,2,Cerebral edema,22,187,12412,0.8466095819253523,0.35573097156841293
0.1,0,T2ax+FLAIRax,0110,2,Spinal stenosis,23,26,12412,0.7996963072451527,0.007573205910061324
0.1,0,T2ax+FLAIRax,0110,2,Mastoiditis,24,281,12412,0.7508776520610853,0.09221111612372156
0.1,0,T2ax+FLAIRax,0110,2,Chronic mastoiditis,25,360,12412,0.7752749658885569,0.10661561674356952
0.1,0,T2ax+FLAIRax,0110,2,Ventriculomegaly,26,1204,12412,0.9149496622014177,0.6260972335992864
0.1,0,T2ax+FLAIRax,0110,2,Cerebellar degeneration,27,318,12412,0.8493837060427074,0.19507688461339268
0.1,0,T2ax+FLAIRax,0110,2,Mega cisterna magna,28,225,12412,0.8092138252965363,0.10973518243851137
0.1,0,T2ax+FLAIRax,0110,2,Structure of cave of septum pellucidum,29,238,12412,0.7199145306225002,0.07635076843433723
0.1,0,T2ax+FLAIRax,0110,2,Hyperostosis of skull,30,55,12412,0.8816703083272639,0.06047322765126176
0.1,0,T2ax+FLAIRax,0110,2,Choroid plexus cyst,32,57,12412,0.5840138590101315,0.006436292313626203
0.1,0,T2ax+FLAIRax,0110,2,Lipoma of brain,34,34,12412,0.6666619144022127,0.0047299811687731425
0.1,0,T2ax+FLAIRax,0110,2,Glioma,35,35,12412,0.7830399704521058,0.038601031846686486
0.1,0,T2ax+FLAIRax,0110,2,Pituitary adenoma,36,57,12412,0.7362911528112065,0.016191357933904044
0.1,0,T1ax+T2cor,1001,2,Cerebral infarction,0,339,12412,0.8251262538339166,0.1711073681684277
0.1,0,T1ax+T2cor,1001,2,Cerebral hemorrhage,1,92,12412,0.7565120341614906,0.058229311936329825
0.1,0,T1ax+T2cor,1001,2,Metastatic malignant neoplasm to brain,2,50,12412,0.6936547484225855,0.030617828950244227
0.1,0,T1ax+T2cor,1001,2,Intracranial meningioma,3,148,12412,0.7259772615080835,0.029435710867280914
0.1,0,T1ax+T2cor,1001,2,Demyelinating disease of central nervous system,4,294,12412,0.7343528432993928,0.16809418333762102
0.1,0,T1ax+T2cor,1001,2,Herniation of nucleus pulposus,5,29,12412,0.6182948257761613,0.004214302326056465
0.1,0,T1ax+T2cor,1001,2,Spinal cord compression,6,22,12412,0.5622716266784065,0.002710202588157196
0.1,0,T1ax+T2cor,1001,2,Lacunar infarct,7,189,12412,0.8358186730108517,0.13535220673174042
0.1,0,T1ax+T2cor,1001,2,Silent micro-hemorrhage of brain,8,78,12412,0.853123323895174,0.06938586102064756
0.1,0,T1ax+T2cor,1001,2,Cavernous hemangioma,9,67,12412,0.5520822376573995,0.007715558657938726
0.1,0,T1ax+T2cor,1001,2,Subdural intracranial hemorrhage,10,26,12412,0.7887844837223168,0.11136042477974004
0.1,0,T1ax+T2cor,1001,2,Gliosis,11,3854,12412,0.795652619998974,0.6385421154021169
0.1,0,T1ax+T2cor,1001,2,Cerebral atrophy,12,2012,12412,0.9465250802875056,0.8145037486814859
0.1,0,T1ax+T2cor,1001,2,Encephalomalacia,13,248,12412,0.7936901990007531,0.15330851307533985
0.1,0,T1ax+T2cor,1001,2,Arachnoid cyst,14,572,12412,0.6730639293139293,0.11664372180485313
0.1,0,T1ax+T2cor,1001,2,Empty sella syndrome,15,670,12412,0.7592778315880994,0.1585140392682714
0.1,0,T1ax+T2cor,1001,2,Intracranial aneurysm,16,32,12412,0.5123384491114702,0.002994300114756647
0.1,0,T1ax+T2cor,1001,2,Chiari malformation,17,62,12412,0.8001436593966306,0.04823051844564196
0.1,0,T1ax+T2cor,1001,2,Cyst of pineal gland,19,244,12412,0.6960267996680354,0.038434954897934887
0.1,0,T1ax+T2cor,1001,2,Rathke's pouch cyst,21,47,12412,0.6845402689471827,0.0077295926788034834
0.1,0,T1ax+T2cor,1001,2,Cerebral edema,22,187,12412,0.8576883960499984,0.32661831959461995
0.1,0,T1ax+T2cor,1001,2,Spinal stenosis,23,26,12412,0.7543783924778595,0.009429833471543862
0.1,0,T1ax+T2cor,1001,2,Mastoiditis,24,281,12412,0.7101276662155808,0.06581521434528192
0.1,0,T1ax+T2cor,1001,2,Chronic mastoiditis,25,360,12412,0.7591661826529484,0.10271379285853625
0.1,0,T1ax+T2cor,1001,2,Ventriculomegaly,26,1204,12412,0.914378611860062,0.6311152510243656
0.1,0,T1ax+T2cor,1001,2,Cerebellar degeneration,27,318,12412,0.8535611504431222,0.19678914965799643
0.1,0,T1ax+T2cor,1001,2,Mega cisterna magna,28,225,12412,0.7797999690015773,0.10355173523667772
0.1,0,T1ax+T2cor,1001,2,Structure of cave of septum pellucidum,29,238,12412,0.6776400801819001,0.05585546036595006
0.1,0,T1ax+T2cor,1001,2,Hyperostosis of skull,30,55,12412,0.9216623628859609,0.08117610960499622
0.1,0,T1ax+T2cor,1001,2,Choroid plexus cyst,32,57,12412,0.5504582987213075,0.007621187771622618
0.1,0,T1ax+T2cor,1001,2,Lipoma of brain,34,34,12412,0.5556442644920305,0.0032146427923430434
0.1,0,T1ax+T2cor,1001,2,Glioma,35,35,12412,0.8453190826302243,0.06322357735562896
0.1,0,T1ax+T2cor,1001,2,Pituitary adenoma,36,57,12412,0.6990067236078865,0.010611040662460092
0.1,0,T1ax+FLAIRax,1010,2,Cerebral infarction,0,339,12412,0.8288398965291526,0.18667565918895154
0.1,0,T1ax+FLAIRax,1010,2,Cerebral hemorrhage,1,92,12412,0.7339426877470356,0.07828914730608881
0.1,0,T1ax+FLAIRax,1010,2,Metastatic malignant neoplasm to brain,2,50,12412,0.8057887073289112,0.03747367590722516
0.1,0,T1ax+FLAIRax,1010,2,Intracranial meningioma,3,148,12412,0.7160950089032281,0.028901608570402575
0.1,0,T1ax+FLAIRax,1010,2,Demyelinating disease of central nervous system,4,294,12412,0.8026304266549004,0.24877481270022353
0.1,0,T1ax+FLAIRax,1010,2,Herniation of nucleus pulposus,5,29,12412,0.690693860047284,0.007967127316572939
0.1,0,T1ax+FLAIRax,1010,2,Spinal cord compression,6,22,12412,0.4836598429818769,0.0024037335491562434
0.1,0,T1ax+FLAIRax,1010,2,Lacunar infarct,7,189,12412,0.8507752969832656,0.12870119205210703
0.1,0,T1ax+FLAIRax,1010,2,Silent micro-hemorrhage of brain,8,78,12412,0.840326718306287,0.05973800327715108
0.1,0,T1ax+FLAIRax,1010,2,Cavernous hemangioma,9,67,12412,0.6483378973903267,0.009217202443212138
0.1,0,T1ax+FLAIRax,1010,2,Subdural intracranial hemorrhage,10,26,12412,0.7807698518178091,0.1354433451193129
0.1,0,T1ax+FLAIRax,1010,2,Gliosis,11,3854,12412,0.7999390404593558,0.6485451108804106
0.1,0,T1ax+FLAIRax,1010,2,Cerebral atrophy,12,2012,12412,0.9487326521639394,0.8172524470491523
0.1,0,T1ax+FLAIRax,1010,2,Encephalomalacia,13,248,12412,0.8165723684908404,0.17852820214071446
0.1,0,T1ax+FLAIRax,1010,2,Arachnoid cyst,14,572,12412,0.6923353040540541,0.11415640948577191
0.1,0,T1ax+FLAIRax,1010,2,Empty sella syndrome,15,670,12412,0.7726324941465387,0.16337874806419062
0.1,0,T1ax+FLAIRax,1010,2,Intracranial aneurysm,16,32,12412,0.649881361066236,0.005815274101675325
0.1,0,T1ax+FLAIRax,1010,2,Chiari malformation,17,62,12412,0.8436789865482566,0.04300509191019367
0.1,0,T1ax+FLAIRax,1010,2,Cyst of pineal gland,19,244,12412,0.6766134768972095,0.03856582476404717
0.1,0,T1ax+FLAIRax,1010,2,Rathke's pouch cyst,21,47,12412,0.7383056155414649,0.0093022059205899
0.1,0,T1ax+FLAIRax,1010,2,Cerebral edema,22,187,12412,0.8454018350229103,0.3549306000103902
0.1,0,T1ax+FLAIRax,1010,2,Spinal stenosis,23,26,12412,0.7656566346619632,0.010413111123822217
0.1,0,T1ax+FLAIRax,1010,2,Mastoiditis,24,281,12412,0.7185637455406005,0.06164084130321606
0.1,0,T1ax+FLAIRax,1010,2,Chronic mastoiditis,25,360,12412,0.762957047239739,0.10110231084974174
0.1,0,T1ax+FLAIRax,1010,2,Ventriculomegaly,26,1204,12412,0.9150680073084958,0.63478644977813
0.1,0,T1ax+FLAIRax,1010,2,Cerebellar degeneration,27,318,12412,0.8682784123943158,0.19808978038746056
0.1,0,T1ax+FLAIRax,1010,2,Mega cisterna magna,28,225,12412,0.7945023385574793,0.09213618164984637
0.1,0,T1ax+FLAIRax,1010,2,Structure of cave of septum pellucidum,29,238,12412,0.7096118881263693,0.06954417569118887
0.1,0,T1ax+FLAIRax,1010,2,Hyperostosis of skull,30,55,12412,0.8725816063033834,0.07810545114519078
0.1,0,T1ax+FLAIRax,1010,2,Choroid plexus cyst,32,57,12412,0.6087612799704644,0.008376150891257761
0.1,0,T1ax+FLAIRax,1010,2,Lipoma of brain,34,34,12412,0.6237275811924382,0.0037625625620981338
0.1,0,T1ax+FLAIRax,1010,2,Glioma,35,35,12412,0.8394533639584945,0.03208296962077865
0.1,0,T1ax+FLAIRax,1010,2,Pituitary adenoma,36,57,12412,0.7184576171306454,0.013605257017042589
0.1,0,T1ax+T2ax,1100,2,Cerebral infarction,0,339,12412,0.8144231734822602,0.18944255767992324
0.1,0,T1ax+T2ax,1100,2,Cerebral hemorrhage,1,92,12412,0.7456336462450593,0.051734377155684755
0.1,0,T1ax+T2ax,1100,2,Metastatic malignant neoplasm to brain,2,50,12412,0.6968662028797927,0.018549951983123984
0.1,0,T1ax+T2ax,1100,2,Intracranial meningioma,3,148,12412,0.6858840861409355,0.02710334427785128
0.1,0,T1ax+T2ax,1100,2,Demyelinating disease of central nervous system,4,294,12412,0.7787041372086051,0.17724315947077235
0.1,0,T1ax+T2ax,1100,2,Herniation of nucleus pulposus,5,29,12412,0.6477902129448883,0.01973041310319677
0.1,0,T1ax+T2ax,1100,2,Spinal cord compression,6,22,12412,0.6207535402450657,0.00495027836884456
0.1,0,T1ax+T2ax,1100,2,Lacunar infarct,7,189,12412,0.8567866027573137,0.14258822997294465
0.1,0,T1ax+T2ax,1100,2,Silent micro-hemorrhage of brain,8,78,12412,0.872826001089338,0.058890459437675687
0.1,0,T1ax+T2ax,1100,2,Cavernous hemangioma,9,67,12412,0.6225192385581207,0.011482885411661613
0.1,0,T1ax+T2ax,1100,2,Subdural intracranial hemorrhage,10,26,12412,0.7831857307878622,0.07081196493170269
0.1,0,T1ax+T2ax,1100,2,Gliosis,11,3854,12412,0.7947545991920812,0.6402151654788929
0.1,0,T1ax+T2ax,1100,2,Cerebral atrophy,12,2012,12412,0.9493631480348677,0.8189412564904827
0.1,0,T1ax+T2ax,1100,2,Encephalomalacia,13,248,12412,0.7871318128056348,0.13807911887726584
0.1,0,T1ax+T2ax,1100,2,Arachnoid cyst,14,572,12412,0.6726379406066906,0.11156430384125539
0.1,0,T1ax+T2ax,1100,2,Empty sella syndrome,15,670,12412,0.7800383620985517,0.16895176038642673
0.1,0,T1ax+T2ax,1100,2,Intracranial aneurysm,16,32,12412,0.6037560581583198,0.0038465532962531127
0.1,0,T1ax+T2ax,1100,2,Chiari malformation,17,62,12412,0.8464163510513255,0.04824886077984813
0.1,0,T1ax+T2ax,1100,2,Cyst of pineal gland,19,244,12412,0.6779048242635883,0.03966444916878245
0.1,0,T1ax+T2ax,1100,2,Rathke's pouch cyst,21,47,12412,0.7600622897505829,0.009537892687519587
0.1,0,T1ax+T2ax,1100,2,Cerebral edema,22,187,12412,0.8298509453976793,0.328886127302685
0.1,0,T1ax+T2ax,1100,2,Spinal stenosis,23,26,12412,0.8095989268280565,0.01080529910631546
0.1,0,T1ax+T2ax,1100,2,Mastoiditis,24,281,12412,0.7438705167285602,0.0709632985546963
0.1,0,T1ax+T2ax,1100,2,Chronic mastoiditis,25,360,12412,0.7692465750267361,0.10069399755090533
0.1,0,T1ax+T2ax,1100,2,Ventriculomegaly,26,1204,12412,0.9171798412856503,0.6265712145720801
0.1,0,T1ax+T2ax,1100,2,Cerebellar degeneration,27,318,12412,0.860819284576894,0.1887872078009694
0.1,0,T1ax+T2ax,1100,2,Mega cisterna magna,28,225,12412,0.798621299563287,0.10539557808231986
0.1,0,T1ax+T2ax,1100,2,Structure of cave of septum pellucidum,29,238,12412,0.701964373723861,0.07076415808686208
0.1,0,T1ax+T2ax,1100,2,Hyperostosis of skull,30,55,12412,0.9140332678570114,0.08990463630741605
0.1,0,T1ax+T2ax,1100,2,Choroid plexus cyst,32,57,12412,0.6376067647873224,0.011455342011863847
0.1,0,T1ax+T2ax,1100,2,Lipoma of brain,34,34,12412,0.6407026698221703,0.004091675188182013
0.1,0,T1ax+T2ax,1100,2,Glioma,35,35,12412,0.7902191853553251,0.028260399603880514
