shift,held_out,method,seed,axis,n_test,macro_full,macro_avg_subset,macro_worst_subset,budget,macro_auroc,macro_auprc,worst_finding
field,3.0,finding,1,budget,2726,,,,5.0,0.7292758627019139,0.14371073332250622,0.496388117526934
field,3.0,label_id,1,availability,2726,0.7289329584439027,0.7208554189464491,0.6891533983758454,,,,
field,3.0,label_id,1,budget,2726,,,,1.0,0.7098356803805513,0.13400096128171404,0.48892578702775946
field,3.0,label_id,1,budget,2726,,,,2.0,0.7226677226453492,0.13852280945476333,0.5019991793344974
field,3.0,label_id,1,budget,2726,,,,3.0,0.7266178425174784,0.14192032841967486,0.5137366045441967
field,3.0,label_id,1,budget,2726,,,,4.0,0.7264946574772978,0.14140855136847033,0.5007395532144322
field,3.0,label_id,1,budget,2726,,,,5.0,0.729018639344595,0.14379777255809445,0.49669348143482867
field,3.0,queryseq,1,availability,2726,0.729616339666762,0.7213153930465461,0.6895789335181771,,,,
field,3.0,queryseq,1,budget,2726,,,,1.0,0.7084336501518882,0.13171912863217228,0.4812582901529682
field,3.0,queryseq,1,budget,2726,,,,2.0,0.7117043186311115,0.1358019857215004,0.4587138453904364
field,3.0,queryseq,1,budget,2726,,,,3.0,0.7184206799396405,0.14038529216143866,0.5054488372314945
field,3.0,queryseq,1,budget,2726,,,,4.0,0.7232158429223295,0.1422297833449532,0.5059307396486407
field,3.0,queryseq,1,budget,2726,,,,5.0,0.7300145620587387,0.14416584838677052,0.5003769335738074
field,3.0,uniform,2,availability,2726,0.7293156481473339,0.7215429113907427,0.6963426977090638,,,,
field,3.0,uniform,2,budget,2726,,,,1.0,0.6963426977090638,0.12790987377196308,0.4821505253213477
field,3.0,uniform,2,budget,2726,,,,2.0,0.7210006298813038,0.1383428810453121,0.4710333705495596
field,3.0,uniform,2,budget,2726,,,,3.0,0.7251461263635429,0.14260770829097438,0.46596623820293337
field,3.0,uniform,2,budget,2726,,,,4.0,0.7260319404209534,0.14407029683258296,0.48456480871813956
field,3.0,uniform,2,budget,2726,,,,5.0,0.7293156481473339,0.14662774761416222,0.4655081923410915
field,3.0,patient,2,availability,2726,0.7295171754945033,0.7218615270832197,0.6966808083911511,,,,
field,3.0,patient,2,budget,2726,,,,1.0,0.7145228349159773,0.13853127701421766,0.4645921006174077
field,3.0,patient,2,budget,2726,,,,2.0,0.7243336577104387,0.14211135506096997,0.47200671800597366
field,3.0,patient,2,budget,2726,,,,3.0,0.7266555153558493,0.14456125257121857,0.48198830074527876
field,3.0,patient,2,budget,2726,,,,4.0,0.7272012758999616,0.14462645504929905,0.4875516494422338
field,3.0,patient,2,budget,2726,,,,5.0,0.7295618219591015,0.1473544897994459,0.46002118462111014
field,3.0,finding,2,availability,2726,0.7293350260901056,0.7216331360725161,0.695998439444471,,,,
field,3.0,finding,2,budget,2726,,,,1.0,0.7170046767239472,0.14086559515369576,0.4463084366322178
field,3.0,finding,2,budget,2726,,,,2.0,0.7242082461833307,0.14227468779228736,0.4689912494155144
field,3.0,finding,2,budget,2726,,,,3.0,0.7258851931827003,0.1445209522092774,0.4562041357724276
field,3.0,finding,2,budget,2726,,,,4.0,0.7279307224599071,0.14505937630760238,0.4539425343295831
field,3.0,finding,2,budget,2726,,,,5.0,0.7292943776162494,0.14693011753719737,0.4657276726498908
field,3.0,label_id,2,availability,2726,0.7293661559281874,0.7217266795338128,0.6968536576399931,,,,
field,3.0,label_id,2,budget,2726,,,,1.0,0.7144258351038227,0.13806597988124975,0.4634183580964377
field,3.0,label_id,2,budget,2726,,,,2.0,0.7212897982981309,0.14205676794379857,0.4494670445545027
field,3.0,label_id,2,budget,2726,,,,3.0,0.7270693926967393,0.14433983854865035,0.47833347647266516
field,3.0,label_id,2,budget,2726,,,,4.0,0.7268081819970439,0.14425012342653462,0.4797266993024343
field,3.0,label_id,2,budget,2726,,,,5.0,0.7293762672641707,0.14722017064753468,0.4596299371141202
field,3.0,queryseq,2,availability,2726,0.7282051334832832,0.7206682277157619,0.6959777482520512,,,,
field,3.0,queryseq,2,budget,2726,,,,1.0,0.7079043616497017,0.1365155702743143,0.48116763524281203
field,3.0,queryseq,2,budget,2726,,,,2.0,0.7149087743189907,0.1426347199934951,0.44881814625022665
field,3.0,queryseq,2,budget,2726,,,,3.0,0.7229068953414197,0.14485081846886647,0.46595669558081165
field,3.0,queryseq,2,budget,2726,,,,4.0,0.7251298179084111,0.14596843441596932,0.47903963050967147
field,3.0,queryseq,2,budget,2726,,,,5.0,0.728370309778545,0.14748338596801344,0.4647352399492332
