finding,n_pos,auroc,auprc,method,seed,shift,held_out,axis,subset,k
Intracranial meningioma,38,0.8193913554836814,0.03311464303394185,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Demyelinating disease of central nervous system,81,0.5964852696571483,0.023188553156579424,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Lacunar infarct,34,0.8371340629274965,0.035542714602218715,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Silent micro-hemorrhage of brain,28,0.862393006436202,0.04350124341928112,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cavernous hemangioma,33,0.4878076275425729,0.00754749480881406,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Gliosis,1343,0.7647925160440368,0.618569720097855,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cerebral atrophy,685,0.9386121185086206,0.7759712852239359,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Encephalomalacia,52,0.8374950598210757,0.08549839766407949,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Arachnoid cyst,327,0.5853929934541159,0.09932156344373042,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Empty sella syndrome,227,0.638270965333711,0.08615881496885698,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Chiari malformation,42,0.6985532330359916,0.0196471244321971,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cyst of pineal gland,57,0.6260659832888277,0.02068504248691036,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cerebral edema,53,0.8751658270638583,0.17515719402693505,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Mastoiditis,115,0.583534115852716,0.035737796870895996,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Chronic mastoiditis,175,0.6721835606086628,0.07050111335972847,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Ventriculomegaly,189,0.8044574645298409,0.21777751590532038,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cerebellar degeneration,189,0.8559480728358896,0.241468951879701,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Mega cisterna magna,83,0.5476840318224202,0.030488572929590094,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Structure of cave of septum pellucidum,75,0.5512123346638491,0.027141254126250496,patient,0,vendor,Siemens,availability,T1ax+FLAIRax,2
Cerebral infarction,83,0.8476247970002805,0.12112345309569354,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cerebral hemorrhage,29,0.7470623573230807,0.03410360546889481,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Intracranial meningioma,38,0.7769834852494365,0.03286409259539016,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Demyelinating disease of central nervous system,81,0.598987497568891,0.02258411258366841,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Lacunar infarct,34,0.8453830369357045,0.04317560849173959,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Silent micro-hemorrhage of brain,28,0.8608254263154403,0.05141727424859594,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cavernous hemangioma,33,0.5075211543474738,0.008260388338896696,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Gliosis,1343,0.7618879223921454,0.6160600696328871,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cerebral atrophy,685,0.9172287978108192,0.7414350136168936,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Encephalomalacia,52,0.7909495922106852,0.0680496582986075,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Arachnoid cyst,327,0.5755852334866582,0.09676823188356423,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Empty sella syndrome,227,0.6300085059461176,0.08227821671174411,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Chiari malformation,42,0.6894277282208316,0.018011673490832478,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cyst of pineal gland,57,0.661305473175574,0.022959037811972553,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cerebral edema,53,0.7770182420788654,0.07107275004699735,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Mastoiditis,115,0.6076032853447654,0.0389154483419689,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Chronic mastoiditis,175,0.6904736715556624,0.07391196876869878,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Ventriculomegaly,189,0.7849311658720586,0.19206078411878053,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cerebellar degeneration,189,0.8312494814304224,0.2249244050226354,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Mega cisterna magna,83,0.5260704072464878,0.02894963430496838,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Structure of cave of septum pellucidum,75,0.5179932691555138,0.024583557463017332,patient,0,vendor,Siemens,availability,T1ax+T2ax,2
Cerebral infarction,83,0.8349048983513445,0.1523021132135978,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cerebral hemorrhage,29,0.8445832832712564,0.11857513633160371,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Intracranial meningioma,38,0.8380010781142802,0.06894794054986002,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Demyelinating disease of central nervous system,81,0.6064506390550751,0.024601744353017287,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Lacunar infarct,34,0.8224076607387141,0.032590278102685735,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Silent micro-hemorrhage of brain,28,0.8558655696370513,0.05796131754425901,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cavernous hemangioma,33,0.5538035551985796,0.009522963070743878,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Gliosis,1343,0.7449108307797555,0.5977142687575835,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cerebral atrophy,685,0.9211726840470242,0.7068527957566526,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Encephalomalacia,52,0.8413843279560235,0.13083090948505954,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Arachnoid cyst,327,0.5999050591129133,0.10647665077717255,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Empty sella syndrome,227,0.6475234610726931,0.09059843328162465,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Chiari malformation,42,0.6624728176452315,0.015063444343095578,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cyst of pineal gland,57,0.6363658737678894,0.021940332850742518,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cerebral edema,53,0.8805956992943811,0.22147732641432924,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Mastoiditis,115,0.6118058060327504,0.04297588749882157,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Chronic mastoiditis,175,0.6482478617799609,0.07561851447092219,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Ventriculomegaly,189,0.802309150439428,0.2249148386078054,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cerebellar degeneration,189,0.8475922415608783,0.24739053217778556,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Mega cisterna magna,83,0.5991899850637554,0.03196932520188727,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Structure of cave of septum pellucidum,75,0.547868826798153,0.024656793272948452,patient,0,vendor,Siemens,availability,FLAIRax+FLAIRsag+SWIax,3
Cerebral infarction,83,0.8304183565596187,0.1354409957069255,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cerebral hemorrhage,29,0.8100524650566703,0.06916680980164655,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Intracranial meningioma,38,0.8203530824267372,0.04883613117877742,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Demyelinating disease of central nervous system,81,0.6048337702072321,0.023821333051737042,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Lacunar infarct,34,0.8253146374829001,0.035207804568158065,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Silent micro-hemorrhage of brain,28,0.8605434277751973,0.06058532421180883,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cavernous hemangioma,33,0.5730098003987797,0.010436445630248134,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Gliosis,1343,0.7380797144473878,0.5886804008133149,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cerebral atrophy,685,0.8959827009899723,0.6525868009284617,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Encephalomalacia,52,0.8112492365178026,0.12298931819658288,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Arachnoid cyst,327,0.5935480645872782,0.10515823141575521,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Empty sella syndrome,227,0.6477524673143199,0.09123249160874547,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Chiari malformation,42,0.6409155460879598,0.014339184907655327,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cyst of pineal gland,57,0.6545373253100016,0.022860343277952704,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cerebral edema,53,0.8165919618498588,0.16648175733927706,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Mastoiditis,115,0.6290713851417501,0.04397288423721447,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Chronic mastoiditis,175,0.6557592827946278,0.07723394011271814,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Ventriculomegaly,189,0.7865050644302756,0.1966922678841469,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cerebellar degeneration,189,0.8244943547717974,0.22647174501549158,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Mega cisterna magna,83,0.5976991948032072,0.03262207047181593,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Structure of cave of septum pellucidum,75,0.5245456679971825,0.02326898980648951,patient,0,vendor,Siemens,availability,T2ax+FLAIRsag+SWIax,3
Cerebral infarction,83,0.847596454980118,0.1389125099582269,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cerebral hemorrhage,29,0.8307100804998198,0.06696516122935746,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Intracranial meningioma,38,0.8428464667254729,0.05064019995047735,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Demyelinating disease of central nervous system,81,0.6359926036232957,0.0274560623009363,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Lacunar infarct,34,0.8425854993160055,0.03622753333348375,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Silent micro-hemorrhage of brain,28,0.8770984009023953,0.05993765783756443,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cavernous hemangioma,33,0.5302713252027366,0.008620001178863433,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Gliosis,1343,0.7669474046363464,0.6212086533918578,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cerebral atrophy,685,0.9341517424031782,0.73985530643124,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Encephalomalacia,52,0.8529892573563755,0.1149371040473974,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Arachnoid cyst,327,0.5919201794413294,0.10148998931512475,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Empty sella syndrome,227,0.6474537402028769,0.08785497447354898,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Chiari malformation,42,0.6577464163671061,0.016216668420836855,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cyst of pineal gland,57,0.6549023951039629,0.02146379520399716,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cerebral edema,53,0.8710978302547897,0.17138765995021046,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Mastoiditis,115,0.6167214567639148,0.039969975986273026,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Chronic mastoiditis,175,0.6631415518840381,0.07483045509024243,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Ventriculomegaly,189,0.796374799752363,0.19721680224239488,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cerebellar degeneration,189,0.8590448107939059,0.264357285696021,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Mega cisterna magna,83,0.5920988116190946,0.03616461859912675,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Structure of cave of septum pellucidum,75,0.5456648665570948,0.029077479868295918,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+SWIax,3
Cerebral infarction,83,0.8454509640538159,0.14308991815031022,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cerebral hemorrhage,29,0.7963394609315552,0.10595520763502457,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Intracranial meningioma,38,0.8293700382240516,0.054065276898718845,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Demyelinating disease of central nervous system,81,0.5934257009576392,0.022500574662651502,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Lacunar infarct,34,0.8358549931600547,0.03900418982262518,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Silent micro-hemorrhage of brain,28,0.8706124344768098,0.05684923992379028,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cavernous hemangioma,33,0.546786159666885,0.009466102344208721,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Gliosis,1343,0.7456525695229147,0.6029716326762877,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cerebral atrophy,685,0.92209604471178,0.7410130824182026,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Encephalomalacia,52,0.8223915855279704,0.10022836922993758,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Arachnoid cyst,327,0.5899164230181281,0.10544820530168278,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Empty sella syndrome,227,0.6363316525240563,0.08540959965269776,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Chiari malformation,42,0.694875294013225,0.01900279867180541,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cyst of pineal gland,57,0.6546767901751104,0.022441898967580226,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cerebral edema,53,0.8502333699144531,0.17028039014980614,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Mastoiditis,115,0.5999361068458424,0.036918643390286464,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Chronic mastoiditis,175,0.6757847009926837,0.07387069924438984,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Ventriculomegaly,189,0.8093017021846938,0.2280145183139902,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cerebellar degeneration,189,0.8377761183551293,0.23450621969929455,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Mega cisterna magna,83,0.5702046010435532,0.030977684055898715,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Structure of cave of septum pellucidum,75,0.5300023479690068,0.025093540445371352,patient,0,vendor,Siemens,availability,T2ax+FLAIRax+FLAIRsag,3
Cerebral infarction,83,0.8176219344562443,0.13259202370398263,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cerebral hemorrhage,29,0.8195362249188994,0.10274273994295574,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Intracranial meningioma,38,0.7988581789669705,0.034734794851531796,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Demyelinating disease of central nervous system,81,0.5866911664387955,0.023085580156422807,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Lacunar infarct,34,0.8123666210670315,0.03144487003714933,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Silent micro-hemorrhage of brain,28,0.8274915400437928,0.05155616525837895,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cavernous hemangioma,33,0.5543108368032804,0.009483037827585528,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Gliosis,1343,0.7339972262282006,0.5828917546379351,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cerebral atrophy,685,0.892806748374217,0.6417220985591954,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Encephalomalacia,52,0.808056084504006,0.11289670125268546,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Arachnoid cyst,327,0.595705222283023,0.10523753572227472,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Empty sella syndrome,227,0.6515930146124217,0.09328008604189501,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Chiari malformation,42,0.6396895664137043,0.01396889574468033,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cyst of pineal gland,57,0.6263490149268425,0.022570003724286546,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cerebral edema,53,0.813577324994601,0.17875098949371956,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Mastoiditis,115,0.6226923750734257,0.046912181054595714,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Chronic mastoiditis,175,0.6459093875588227,0.07617287397836278,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Ventriculomegaly,189,0.7847001231802196,0.20332566483966147,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cerebellar degeneration,189,0.8247266739425968,0.22682974984898524,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Mega cisterna magna,83,0.5660780029078912,0.029748213374687738,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Structure of cave of septum pellucidum,75,0.5422743993112624,0.025175656371516784,patient,0,vendor,Siemens,availability,T1ax+FLAIRsag+SWIax,3
Cerebral infarction,83,0.8444845011662742,0.14317272800858816,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cerebral hemorrhage,29,0.8437822900396491,0.08519167079645563,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Intracranial meningioma,38,0.8309688326962659,0.036973690617259594,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Demyelinating disease of central nervous system,81,0.6207470108246032,0.026789589590736934,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Lacunar infarct,34,0.8369357045143639,0.03349522603323341,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Silent micro-hemorrhage of brain,28,0.8639854687811027,0.051331704009396927,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cavernous hemangioma,33,0.5093670957423573,0.00804973680207247,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Gliosis,1343,0.7663504287994287,0.6210104378491884,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cerebral atrophy,685,0.9341305387137361,0.7390772715083203,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Encephalomalacia,52,0.8521494269392447,0.10871659402474385,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Arachnoid cyst,327,0.5930928215073163,0.10111182544965348,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Empty sella syndrome,227,0.6525197658665929,0.09059747451204168,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Chiari malformation,42,0.6625782186127013,0.015960871199344633,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cyst of pineal gland,57,0.625655792509096,0.020569268729107346,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cerebral edema,53,0.8783964247464664,0.19439955537515194,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Mastoiditis,115,0.6073827509094469,0.039386634499652226,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Chronic mastoiditis,175,0.6559516367258613,0.07787147947650917,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Ventriculomegaly,189,0.7945283729360931,0.2039775202807757,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cerebellar degeneration,189,0.8591992647481187,0.26259199737533073,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Mega cisterna magna,83,0.5708082860730146,0.035569705354204895,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Structure of cave of septum pellucidum,75,0.5548657744384441,0.03213789292125663,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+SWIax,3
Cerebral infarction,83,0.8378411316401809,0.14207473333047158,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cerebral hemorrhage,29,0.8022027313869199,0.11298170169615376,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Intracranial meningioma,38,0.8132840831128099,0.0386426364067038,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Demyelinating disease of central nervous system,81,0.57202323414409,0.02149675348318613,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Lacunar infarct,34,0.8261833105335157,0.03525428738460464,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Silent micro-hemorrhage of brain,28,0.8516687678322606,0.050446369505713275,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cavernous hemangioma,33,0.5285381130533421,0.008827546297025302,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Gliosis,1343,0.7419510952813766,0.5986312860266079,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cerebral atrophy,685,0.9205709793504069,0.7405149380574902,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Encephalomalacia,52,0.8184955807853987,0.09276750537601326,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Arachnoid cyst,327,0.5917366321475643,0.10441339758537335,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Empty sella syndrome,227,0.6403432841103992,0.08720633666288752,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Chiari malformation,42,0.6997431544845338,0.01823890713332975,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cyst of pineal gland,57,0.6253522513320946,0.020746781625397014,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cerebral edema,53,0.8525163843750139,0.1852351638066543,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Mastoiditis,115,0.5903377062357658,0.03649132590793869,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Chronic mastoiditis,175,0.6644571153780098,0.07344472582132991,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Ventriculomegaly,189,0.8093616966958342,0.23439154270436996,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cerebellar degeneration,189,0.8365609103847945,0.2275939606351335,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Mega cisterna magna,83,0.5466410454804398,0.03041398843950191,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Structure of cave of septum pellucidum,75,0.543539171949597,0.02431354202252629,patient,0,vendor,Siemens,availability,T1ax+FLAIRax+FLAIRsag,3
Cerebral infarction,83,0.8392525642442741,0.13042562553589504,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cerebral hemorrhage,29,0.8025311386118786,0.0465954235626528,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Intracranial meningioma,38,0.8028337253748897,0.03750053972493411,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Demyelinating disease of central nervous system,81,0.6233972823830963,0.025416230786294722,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Lacunar infarct,34,0.8415595075239397,0.03623192643382612,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Silent micro-hemorrhage of brain,28,0.8674523920111472,0.05547747700602829,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cavernous hemangioma,33,0.5224507337969324,0.008698311874033806,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Gliosis,1343,0.7624073511176368,0.6122654983724476,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cerebral atrophy,685,0.9156341203369387,0.6897381651349689,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Encephalomalacia,52,0.8246865231918945,0.08950419841519568,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Arachnoid cyst,327,0.5858699874607816,0.09883185932281804,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Empty sella syndrome,227,0.6484587933569956,0.088559001780699,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Chiari malformation,42,0.6421415257622155,0.014374051546109637,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cyst of pineal gland,57,0.6520720787238145,0.022767775055698554,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cerebral edema,53,0.8170018466854421,0.10748496431984697,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Mastoiditis,115,0.6233148180590908,0.04239757109126938,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Chronic mastoiditis,175,0.6644330711366058,0.07485716384077339,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Ventriculomegaly,189,0.7793376350674299,0.17589042574298958,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cerebellar degeneration,189,0.8433696491597577,0.23234861282564517,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Mega cisterna magna,83,0.5589131402108081,0.0326272783562572,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Structure of cave of septum pellucidum,75,0.5336589183689442,0.028463625530953565,patient,0,vendor,Siemens,availability,T1ax+T2ax+SWIax,3
Cerebral infarction,83,0.8382605935385863,0.13610959640078146,patient,0,vendor,Siemens,availability,T1ax+T2ax+FLAIRsag,3
Cerebral hemorrhage,29,0.766606592174296,0.06528968621999177,patient,0,vendor,Siemens,availability,T1ax+T2ax+FLAIRsag,3
Intracranial meningioma,38,0.7904047829069881,0.03712431439490507,patient,0,vendor,Siemens,availability,T1ax+T2ax+FLAIRsag,3
