finding,n_pos,auroc,auprc,method,seed,shift,held_out,axis,subset,k
Lacunar infarct,34,0.7496169630642955,0.01872792915392172,finding,2,vendor,Siemens,availability,SWIax,1
Silent micro-hemorrhage of brain,28,0.8032230774334814,0.045147725771993746,finding,2,vendor,Siemens,availability,SWIax,1
Cavernous hemangioma,33,0.5450740842510199,0.00913147138013258,finding,2,vendor,Siemens,availability,SWIax,1
Gliosis,1343,0.696836849590718,0.49687364858617133,finding,2,vendor,Siemens,availability,SWIax,1
Cerebral atrophy,685,0.8171977924158804,0.40636578724218164,finding,2,vendor,Siemens,availability,SWIax,1
Encephalomalacia,52,0.7964107354579097,0.09293905334483603,finding,2,vendor,Siemens,availability,SWIax,1
Arachnoid cyst,327,0.5817396009582619,0.10011119075677145,finding,2,vendor,Siemens,availability,SWIax,1
Empty sella syndrome,227,0.6218618904652956,0.07429069164341424,finding,2,vendor,Siemens,availability,SWIax,1
Chiari malformation,42,0.5682443527271114,0.013376740102656872,finding,2,vendor,Siemens,availability,SWIax,1
Cyst of pineal gland,57,0.5917330150252882,0.020498974926882185,finding,2,vendor,Siemens,availability,SWIax,1
Cerebral edema,53,0.8152080496092873,0.1177584192080113,finding,2,vendor,Siemens,availability,SWIax,1
Mastoiditis,115,0.6184568772736173,0.042134236651792514,finding,2,vendor,Siemens,availability,SWIax,1
Chronic mastoiditis,175,0.6046151203929515,0.060897518254120694,finding,2,vendor,Siemens,availability,SWIax,1
Ventriculomegaly,189,0.709440200151901,0.11683883445847905,finding,2,vendor,Siemens,availability,SWIax,1
Cerebellar degeneration,189,0.7768485010945808,0.11930703385712671,finding,2,vendor,Siemens,availability,SWIax,1
Mega cisterna magna,83,0.6118787074905125,0.03194429454300886,finding,2,vendor,Siemens,availability,SWIax,1
Structure of cave of septum pellucidum,75,0.5486326993817014,0.024477410159521137,finding,2,vendor,Siemens,availability,SWIax,1
Cerebral infarction,83,0.715514138416758,0.08801083552247424,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cerebral hemorrhage,29,0.6860987624654572,0.09496524898708908,finding,2,vendor,Siemens,availability,FLAIRsag,1
Intracranial meningioma,38,0.6460109771635794,0.045376343755001596,finding,2,vendor,Siemens,availability,FLAIRsag,1
Demyelinating disease of central nervous system,81,0.5169916369853669,0.019052209154186105,finding,2,vendor,Siemens,availability,FLAIRsag,1
Lacunar infarct,34,0.6952393980848154,0.024446024961275674,finding,2,vendor,Siemens,availability,FLAIRsag,1
Silent micro-hemorrhage of brain,28,0.7073352796761994,0.03631201972971882,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cavernous hemangioma,33,0.6074063114286318,0.021582974529617212,finding,2,vendor,Siemens,availability,FLAIRsag,1
Gliosis,1343,0.6287713973392006,0.46969007648655714,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cerebral atrophy,685,0.7498276700145826,0.460813347885434,finding,2,vendor,Siemens,availability,FLAIRsag,1
Encephalomalacia,52,0.6819467897819135,0.04627821532971744,finding,2,vendor,Siemens,availability,FLAIRsag,1
Arachnoid cyst,327,0.544821028032747,0.08909364818599504,finding,2,vendor,Siemens,availability,FLAIRsag,1
Empty sella syndrome,227,0.6290066706782982,0.08301737078184951,finding,2,vendor,Siemens,availability,FLAIRsag,1
Chiari malformation,42,0.63836928061066,0.01603592386701183,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cyst of pineal gland,57,0.5695252862106165,0.01998057760691117,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cerebral edema,53,0.7011542885853684,0.07165587245976805,finding,2,vendor,Siemens,availability,FLAIRsag,1
Mastoiditis,115,0.5664416665807888,0.03339359465427083,finding,2,vendor,Siemens,availability,FLAIRsag,1
Chronic mastoiditis,175,0.5745213478514752,0.05918658856032112,finding,2,vendor,Siemens,availability,FLAIRsag,1
Ventriculomegaly,189,0.7291081879742918,0.17963014612122755,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cerebellar degeneration,189,0.7087432426395032,0.16601623320464018,finding,2,vendor,Siemens,availability,FLAIRsag,1
Mega cisterna magna,83,0.5534743065416216,0.02522514689802919,finding,2,vendor,Siemens,availability,FLAIRsag,1
Structure of cave of septum pellucidum,75,0.49994521405650777,0.022513977756873905,finding,2,vendor,Siemens,availability,FLAIRsag,1
Cerebral infarction,83,0.8476191285962481,0.14055355517931972,finding,2,vendor,Siemens,availability,FLAIRax,1
Cerebral hemorrhage,29,0.8352036525291362,0.10617000007768015,finding,2,vendor,Siemens,availability,FLAIRax,1
Intracranial meningioma,38,0.8337621287856514,0.04602445001872378,finding,2,vendor,Siemens,availability,FLAIRax,1
Demyelinating disease of central nervous system,81,0.6167643464453559,0.025449920674863055,finding,2,vendor,Siemens,availability,FLAIRax,1
Lacunar infarct,34,0.8277564979480164,0.03418447404875845,finding,2,vendor,Siemens,availability,FLAIRax,1
Silent micro-hemorrhage of brain,28,0.8520751774931988,0.04114965013300444,finding,2,vendor,Siemens,availability,FLAIRax,1
Cavernous hemangioma,33,0.5050833844137728,0.008075352408738277,finding,2,vendor,Siemens,availability,FLAIRax,1
Gliosis,1343,0.76616570983738,0.6254539800012582,finding,2,vendor,Siemens,availability,FLAIRax,1
Cerebral atrophy,685,0.9406552740176792,0.7706414074945734,finding,2,vendor,Siemens,availability,FLAIRax,1
Encephalomalacia,52,0.8430684798620344,0.09347034382705248,finding,2,vendor,Siemens,availability,FLAIRax,1
Arachnoid cyst,327,0.5813244253748601,0.10370373192286078,finding,2,vendor,Siemens,availability,FLAIRax,1
Empty sella syndrome,227,0.6298926620393461,0.08302198231349397,finding,2,vendor,Siemens,availability,FLAIRax,1
Chiari malformation,42,0.6977044778768917,0.028118073999371357,finding,2,vendor,Siemens,availability,FLAIRax,1
Cyst of pineal gland,57,0.605388266082555,0.018673502696179813,finding,2,vendor,Siemens,availability,FLAIRax,1
Cerebral edema,53,0.890450564803674,0.19816064096357366,finding,2,vendor,Siemens,availability,FLAIRax,1
Mastoiditis,115,0.5690839576656327,0.03369983603477207,finding,2,vendor,Siemens,availability,FLAIRax,1
Chronic mastoiditis,175,0.6544100573626902,0.06873145841223602,finding,2,vendor,Siemens,availability,FLAIRax,1
Ventriculomegaly,189,0.8085153911450654,0.2176925621055925,finding,2,vendor,Siemens,availability,FLAIRax,1
Cerebellar degeneration,189,0.8576036660475743,0.24871929663412662,finding,2,vendor,Siemens,availability,FLAIRax,1
Mega cisterna magna,83,0.5633656715783388,0.02901260644265919,finding,2,vendor,Siemens,availability,FLAIRax,1
Structure of cave of septum pellucidum,75,0.5482445018392424,0.026889420537500444,finding,2,vendor,Siemens,availability,FLAIRax,1
Cerebral infarction,83,0.8526044899428341,0.11401087249707496,finding,2,vendor,Siemens,availability,T2ax,1
Cerebral hemorrhage,29,0.7373382994913693,0.025638350182624104,finding,2,vendor,Siemens,availability,T2ax,1
Intracranial meningioma,38,0.794999019896109,0.036973614408702685,finding,2,vendor,Siemens,availability,T2ax,1
Demyelinating disease of central nervous system,81,0.6188979166485239,0.025122157805886634,finding,2,vendor,Siemens,availability,T2ax,1
Lacunar infarct,34,0.8469151846785226,0.04105595215598552,finding,2,vendor,Siemens,availability,T2ax,1
Silent micro-hemorrhage of brain,28,0.8838746599429368,0.08357128749313598,finding,2,vendor,Siemens,availability,T2ax,1
Cavernous hemangioma,33,0.5313070251456673,0.009317171366648683,finding,2,vendor,Siemens,availability,T2ax,1
Gliosis,1343,0.7584737334365967,0.6140510294142524,finding,2,vendor,Siemens,availability,T2ax,1
Cerebral atrophy,685,0.911553610328197,0.7182690182729006,finding,2,vendor,Siemens,availability,T2ax,1
Encephalomalacia,52,0.78373243990946,0.07315511646932286,finding,2,vendor,Siemens,availability,T2ax,1
Arachnoid cyst,327,0.5820731151677225,0.10316567953750469,finding,2,vendor,Siemens,availability,T2ax,1
Empty sella syndrome,227,0.6005444663618256,0.07277397931225496,finding,2,vendor,Siemens,availability,T2ax,1
Chiari malformation,42,0.6676208227932365,0.018289611800493877,finding,2,vendor,Siemens,availability,T2ax,1
Cyst of pineal gland,57,0.6829799539765945,0.02413666650685631,finding,2,vendor,Siemens,availability,T2ax,1
Cerebral edema,53,0.7580974291846818,0.05021484442993843,finding,2,vendor,Siemens,availability,T2ax,1
Mastoiditis,115,0.6189041293527211,0.0402655954062641,finding,2,vendor,Siemens,availability,T2ax,1
Chronic mastoiditis,175,0.6998550475732489,0.07615335815277952,finding,2,vendor,Siemens,availability,T2ax,1
Ventriculomegaly,189,0.7848277710762633,0.17290883568921553,finding,2,vendor,Siemens,availability,T2ax,1
Cerebellar degeneration,189,0.82359316062573,0.21326473030816026,finding,2,vendor,Siemens,availability,T2ax,1
Mega cisterna magna,83,0.5455753855223293,0.028943513579283438,finding,2,vendor,Siemens,availability,T2ax,1
Structure of cave of septum pellucidum,75,0.501579400485247,0.026000724298172295,finding,2,vendor,Siemens,availability,T2ax,1
Cerebral infarction,83,0.8246961026888076,0.10515015794519224,finding,2,vendor,Siemens,availability,T1ax,1
Cerebral hemorrhage,29,0.7400296367495693,0.037727863882511106,finding,2,vendor,Siemens,availability,T1ax,1
Intracranial meningioma,38,0.6782747721258453,0.01961619353688702,finding,2,vendor,Siemens,availability,T1ax,1
Demyelinating disease of central nervous system,81,0.5481533732180335,0.02047351564113981,finding,2,vendor,Siemens,availability,T1ax,1
Lacunar infarct,34,0.8177428180574555,0.032682096563262195,finding,2,vendor,Siemens,availability,T1ax,1
Silent micro-hemorrhage of brain,28,0.8254429035896756,0.03183006780575383,finding,2,vendor,Siemens,availability,T1ax,1
Cavernous hemangioma,33,0.46241536499616015,0.007588544728406293,finding,2,vendor,Siemens,availability,T1ax,1
Gliosis,1343,0.7426366963884954,0.5924058840366492,finding,2,vendor,Siemens,availability,T1ax,1
Cerebral atrophy,685,0.9050138724137999,0.7020479203503378,finding,2,vendor,Siemens,availability,T1ax,1
Encephalomalacia,52,0.7597366435526174,0.04968915090547198,finding,2,vendor,Siemens,availability,T1ax,1
Arachnoid cyst,327,0.5874169744231998,0.10548982018772365,finding,2,vendor,Siemens,availability,T1ax,1
Empty sella syndrome,227,0.6053530611216049,0.08297349229225784,finding,2,vendor,Siemens,availability,T1ax,1
Chiari malformation,42,0.6331935383659522,0.017608729452029313,finding,2,vendor,Siemens,availability,T1ax,1
Cyst of pineal gland,57,0.5960154067656867,0.019674953126692953,finding,2,vendor,Siemens,availability,T1ax,1
Cerebral edema,53,0.7581370954590931,0.06181746225780504,finding,2,vendor,Siemens,availability,T1ax,1
Mastoiditis,115,0.5830786194956563,0.03613056025731677,finding,2,vendor,Siemens,availability,T1ax,1
Chronic mastoiditis,175,0.6796317796173531,0.07133020259781306,finding,2,vendor,Siemens,availability,T1ax,1
Ventriculomegaly,189,0.7696785187738142,0.18103544234275262,finding,2,vendor,Siemens,availability,T1ax,1
Cerebellar degeneration,189,0.8225502773150543,0.19414635896470353,finding,2,vendor,Siemens,availability,T1ax,1
Mega cisterna magna,83,0.48624986891815675,0.026818153132217602,finding,2,vendor,Siemens,availability,T1ax,1
Structure of cave of septum pellucidum,75,0.5395977146435,0.024365929463888963,finding,2,vendor,Siemens,availability,T1ax,1
Cerebral infarction,83,0.7823389535559315,0.11636505460655917,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cerebral hemorrhage,29,0.8057671512675718,0.09886257514844381,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Intracranial meningioma,38,0.7578592080760561,0.041026693483630465,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Demyelinating disease of central nervous system,81,0.5958379415546905,0.02356829767421052,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Lacunar infarct,34,0.7703625170998633,0.026290707034051328,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Silent micro-hemorrhage of brain,28,0.815307544290359,0.05484349649027764,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cavernous hemangioma,33,0.5964293011491337,0.013165093351994908,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Gliosis,1343,0.6950362131318253,0.5338950718307062,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cerebral atrophy,685,0.836839610092156,0.5316344144184983,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Encephalomalacia,52,0.7848866453490461,0.10821341705679685,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Arachnoid cyst,327,0.5781159728884239,0.10061555512598216,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Empty sella syndrome,227,0.646514117403509,0.08714504158022092,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Chiari malformation,42,0.5895131584786758,0.014231519341251681,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cyst of pineal gland,57,0.6210616557761014,0.02228563177302568,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cerebral edema,53,0.8015760733032751,0.14146958351159428,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Mastoiditis,115,0.6107876377052053,0.043988871488993886,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Chronic mastoiditis,175,0.6188232061278467,0.06961504847325851,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Ventriculomegaly,189,0.7665141274308946,0.20185848721223873,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cerebellar degeneration,189,0.7873169050491126,0.18057684796073353,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Mega cisterna magna,83,0.6038522473804888,0.03053239005807048,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Structure of cave of septum pellucidum,75,0.525096658057447,0.02184424696782488,finding,2,vendor,Siemens,availability,FLAIRsag+SWIax,2
Cerebral infarction,83,0.8385581847502926,0.14326285710968634,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cerebral hemorrhage,29,0.852785453962914,0.08458734040416355,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Intracranial meningioma,38,0.8336089875526806,0.04613272660411475,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Demyelinating disease of central nervous system,81,0.6338183939876862,0.030021318077552806,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Lacunar infarct,34,0.8237551299589603,0.031497326170914476,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Silent micro-hemorrhage of brain,28,0.8551854555105832,0.06054883481092322,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cavernous hemangioma,33,0.5324906822233025,0.00864830607329186,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Gliosis,1343,0.7605165957042137,0.6155264130441322,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cerebral atrophy,685,0.9306915403280173,0.7181182157745287,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Encephalomalacia,52,0.8506898286207021,0.1210306339351029,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Arachnoid cyst,327,0.5957987131083295,0.10434429511429696,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Empty sella syndrome,227,0.6394390580603224,0.08294198414751044,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Chiari malformation,42,0.633637331913194,0.020852929669962335,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cyst of pineal gland,57,0.6196013766002568,0.02119552000822035,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cerebral edema,53,0.8797406707126266,0.20698850483198458,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Mastoiditis,115,0.6038974824036193,0.03774868406255236,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Chronic mastoiditis,175,0.6389818981211143,0.07049176380603997,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Ventriculomegaly,189,0.7929142652906224,0.20159585551148815,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cerebellar degeneration,189,0.8544265099150503,0.24673504729828655,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Mega cisterna magna,83,0.5912003695799428,0.03312303495004436,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Structure of cave of septum pellucidum,75,0.5531689755028567,0.029684754236375118,finding,2,vendor,Siemens,availability,FLAIRax+SWIax,2
Cerebral infarction,83,0.8169984100126688,0.14460398097463179,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cerebral hemorrhage,29,0.7816812847931435,0.1327050841521588,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Intracranial meningioma,38,0.7750784083112809,0.058115335954106666,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Demyelinating disease of central nervous system,81,0.5770654265834139,0.021689503469075423,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Lacunar infarct,34,0.8054924760601915,0.033176118952546546,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Silent micro-hemorrhage of brain,28,0.8314892840554707,0.040931826909717646,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cavernous hemangioma,33,0.5432985986345671,0.013506816501470564,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Gliosis,1343,0.723870295423376,0.5851501026491643,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cerebral atrophy,685,0.899188858861442,0.6914730691233819,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Encephalomalacia,52,0.7949511371393669,0.0916045887692917,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Arachnoid cyst,327,0.5753951990744026,0.1081023650274981,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Empty sella syndrome,227,0.6467393694444534,0.08938325284598123,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Chiari malformation,42,0.6838192872675631,0.019089977565513002,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cyst of pineal gland,57,0.6136987312799183,0.01946262365032835,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cerebral edema,53,0.8364030622363845,0.16645715674978254,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Mastoiditis,115,0.5734472417737564,0.034831983694035895,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Chronic mastoiditis,175,0.6400673238759317,0.06615506919276783,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Ventriculomegaly,189,0.8050893216152565,0.2376514174748026,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cerebellar degeneration,189,0.823396582865823,0.22370140243477715,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Mega cisterna magna,83,0.5640742220824015,0.02969227324925908,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Structure of cave of septum pellucidum,75,0.5331768020662128,0.024775492442760914,finding,2,vendor,Siemens,availability,FLAIRax+FLAIRsag,2
Cerebral infarction,83,0.8366847772175505,0.1137676314896643,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cerebral hemorrhage,29,0.8044775521646843,0.039925716857461144,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Intracranial meningioma,38,0.8113728805253357,0.03844141019723585,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Demyelinating disease of central nervous system,81,0.6383264681720673,0.026612209229431628,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Lacunar infarct,34,0.8361491108071135,0.03346320713116924,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Silent micro-hemorrhage of brain,28,0.8878060513569106,0.07367917785152359,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cavernous hemangioma,33,0.544137022397892,0.009613235277316598,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Gliosis,1343,0.7571489599102594,0.6036666345085335,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cerebral atrophy,685,0.9107380684239058,0.6641005220982763,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Encephalomalacia,52,0.8294605324614667,0.09440129758165353,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Arachnoid cyst,327,0.592263996721334,0.1039946477042882,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Empty sella syndrome,227,0.622655635752433,0.07570157738256342,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Chiari malformation,42,0.607586650690099,0.016354198793439398,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cyst of pineal gland,57,0.669587225018356,0.02420180267598268,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cerebral edema,53,0.8180948729136641,0.09380232116404168,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Mastoiditis,115,0.6299184847017119,0.04245513047125325,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Chronic mastoiditis,175,0.6657232164325215,0.07337566904792903,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Ventriculomegaly,189,0.7787479017877089,0.16860852254745765,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cerebellar degeneration,189,0.8369974661892635,0.20452374698660084,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Mega cisterna magna,83,0.5839816570445509,0.030780501620893908,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Structure of cave of septum pellucidum,75,0.5339406746497614,0.027037842679140695,finding,2,vendor,Siemens,availability,T2ax+SWIax,2
Cerebral infarction,83,0.8212100342088184,0.13724351716367086,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cerebral hemorrhage,29,0.7548319916696704,0.09616761761030872,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Intracranial meningioma,38,0.7639971086935216,0.0402218441335971,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Demyelinating disease of central nervous system,81,0.5890772816864203,0.022001408725777022,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Lacunar infarct,34,0.805499316005472,0.038408867297129855,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Silent micro-hemorrhage of brain,28,0.8479530223608254,0.06627758625884755,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cavernous hemangioma,33,0.5757293934462034,0.013477079095339666,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Gliosis,1343,0.7214255075975008,0.5841241579374913,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cerebral atrophy,685,0.8762528679990318,0.6588618822860081,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Encephalomalacia,52,0.7656558761182769,0.07680318993240662,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Arachnoid cyst,327,0.5765048779315097,0.10870975521918505,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Empty sella syndrome,227,0.6431793145687656,0.0846592973628695,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Chiari malformation,42,0.675986331158745,0.01822753895103655,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cyst of pineal gland,57,0.6662359663479483,0.02271374709172385,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cerebral edema,53,0.7542453932029635,0.10911012663644887,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Mastoiditis,115,0.6029473293692098,0.038488264745096604,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Chronic mastoiditis,175,0.6677992649331913,0.07173805624736761,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Ventriculomegaly,189,0.7904647021655465,0.20847834268708068,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cerebellar degeneration,189,0.7916186391457803,0.21407690908932217,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Mega cisterna magna,83,0.5578304750405999,0.028544873887567015,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Structure of cave of septum pellucidum,75,0.50298505126399,0.037294760845995915,finding,2,vendor,Siemens,availability,T2ax+FLAIRsag,2
Cerebral infarction,83,0.8548151675155101,0.13445102709861423,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cerebral hemorrhage,29,0.7980375665825623,0.06135256289919091,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Intracranial meningioma,38,0.832843281387827,0.04350508761348015,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Demyelinating disease of central nervous system,81,0.6286339635348179,0.0264598904125765,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Lacunar infarct,34,0.846265389876881,0.03902598709509074,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Silent micro-hemorrhage of brain,28,0.8793378010749121,0.05546520964491557,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cavernous hemangioma,33,0.5232821119824143,0.0086755619066326,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Gliosis,1343,0.7730303095934615,0.6323445529048932,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cerebral atrophy,685,0.9402944112275535,0.7779932475551413,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Encephalomalacia,52,0.8419097833506988,0.08659116412889332,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Arachnoid cyst,327,0.5855318941088569,0.10552677164159116,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Empty sella syndrome,227,0.6249789496604593,0.07863151603780255,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Chiari malformation,42,0.6914802733768252,0.02203682721067967,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cyst of pineal gland,57,0.6630282744504469,0.022914091285002245,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cerebral edema,53,0.8575848527720115,0.1274428639732011,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Mastoiditis,115,0.5974690066675598,0.037076195663922853,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Chronic mastoiditis,175,0.6897454745302786,0.07367592214020582,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Ventriculomegaly,189,0.8060134923826117,0.20738162635177118,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cerebellar degeneration,189,0.8573215641973181,0.24510507440535712,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Mega cisterna magna,83,0.5573628317079184,0.03096053463149276,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Structure of cave of septum pellucidum,75,0.5319527275573296,0.026473668447494197,finding,2,vendor,Siemens,availability,T2ax+FLAIRax,2
Cerebral infarction,83,0.8197532543724652,0.10573125632805049,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Cerebral hemorrhage,29,0.8200008009932317,0.051728027642542064,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Intracranial meningioma,38,0.7542083210820347,0.02634201120473634,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Demyelinating disease of central nervous system,81,0.6020702888012238,0.024362783569152436,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Lacunar infarct,34,0.8218536251709987,0.02857769988664636,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Silent micro-hemorrhage of brain,28,0.8457302103377348,0.050683769639042364,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Cavernous hemangioma,33,0.5057315775753348,0.008194368353946222,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Gliosis,1343,0.7471715220120526,0.589196538150113,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
Cerebral atrophy,685,0.9051102891903191,0.642426509135934,finding,2,vendor,Siemens,availability,T1ax+SWIax,2
