point,ci_lo,ci_hi,point_vs_fixed,ci_lo_fixed,ci_hi_fixed,n_reps,n_findings,n_pos_gain,n_pos_gain_fixed,median_gain,max_gain,min_gain
0.0037902146275238615,-0.001995054845488804,0.00937263367549572,0.00033740132695854924,-0.005896192171972132,0.006713500077279688,2000,35,19,15,0.0025455382524347168,0.07168201274481467,-0.03467642765823298
