finding,pair,context,synergy,ci_lo,ci_hi,sig_pos,sig_neg
Cerebral hemorrhage,FLAIRax|FLAIRsag,SWIax,0.007302178417559415,-0.0069351289420359835,0.02204640211749409,False,False
Cerebral hemorrhage,FLAIRax|FLAIRsag,T1ax+T2ax,-0.012282472829311558,-0.023113565441062574,-0.0009648876648725217,False,True
Cerebral hemorrhage,FLAIRax|FLAIRsag,T1ax+SWIax,-0.003331818406830463,-0.016715562067471445,0.01082710378049942,False,False
Cerebral hemorrhage,FLAIRax|FLAIRsag,T2ax+SWIax,0.011176705011979503,-0.0005416269863714879,0.02260431374730176,False,False
Cerebral hemorrhage,FLAIRax|FLAIRsag,T1ax+T2ax+SWIax,0.00444593392690764,-0.0043630470112834,0.013747629850987314,False,False
Cerebral hemorrhage,FLAIRax|SWIax,T1ax,-0.015568272297070855,-0.03305415263950858,0.0008378800475278602,False,False
Cerebral hemorrhage,FLAIRax|SWIax,T2ax,-0.028997414248954943,-0.044542351143417584,-0.013441705778516526,False,True
Cerebral hemorrhage,FLAIRax|SWIax,FLAIRsag,-0.002948212754916227,-0.014473308982648569,0.008585797084803672,False,False
Cerebral hemorrhage,FLAIRax|SWIax,T1ax+T2ax,-0.01592514726695074,-0.025798769711992894,-0.0046296874477238775,False,True
Cerebral hemorrhage,FLAIRax|SWIax,T1ax+FLAIRsag,0.006710513404413,-0.0037889921993490864,0.015344488179553684,False,False
Cerebral hemorrhage,FLAIRax|SWIax,T2ax+FLAIRsag,-0.00590101382483332,-0.014044218169260306,0.003161114366286517,False,False
Cerebral hemorrhage,FLAIRax|SWIax,T1ax+T2ax+FLAIRsag,0.0008032594892684568,-0.004910788206770167,0.006560559085096026,False,False
Cerebral hemorrhage,FLAIRsag|SWIax,T1ax,-0.020974051432221186,-0.03953475238588767,-0.0037337554523540033,False,True
Cerebral hemorrhage,FLAIRsag|SWIax,T2ax,-0.020281569645090435,-0.03720539663629226,-0.0038579349438449613,False,True
Cerebral hemorrhage,FLAIRsag|SWIax,FLAIRax,0.013998213549695281,0.0002078554947181541,0.028350235725382315,True,False
Cerebral hemorrhage,FLAIRsag|SWIax,T1ax+T2ax,-0.011738321784868696,-0.02131868021707884,4.768172980159373e-05,False,False
Cerebral hemorrhage,FLAIRsag|SWIax,T1ax+FLAIRax,0.0013047342692626663,-0.010631281665500616,0.011989467418476908,False,False
Cerebral hemorrhage,FLAIRsag|SWIax,T2ax+FLAIRax,0.0028148307790311893,-0.008828018240299348,0.014410947828676903,False,False
Cerebral hemorrhage,FLAIRsag|SWIax,T1ax+T2ax+FLAIRax,0.004990084971350502,-0.002243318818141862,0.013251356980812,False,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRax,0.014852319357706706,0.006080976832370433,0.024678539444665564,True,False
Metastatic malignant neoplasm to brain,T1ax|T2ax,FLAIRsag,0.015915169069924708,0.006578529020704458,0.02526910962794172,True,False
