n_candidates,n_perms,observed,null_mean,null_median,null_p05,null_p95,null_max,frac_null_ge_observed
2,100,0.003268942669255037,0.00983227997574868,0.009596340715485346,0.005499588844824205,0.01424540647489605,0.01929646908995908,1.0
4,100,0.011228959385974568,0.015777593958252782,0.01555507253299282,0.011218201877833695,0.021429788536935643,0.024936512853180937,0.94
8,100,0.02263910512775269,0.026935906232350506,0.027111114823449856,0.02067417704745909,0.03473007135850873,0.03836737856258149,0.85
16,100,0.014196103940693372,0.03612056784699774,0.03561702197959005,0.026992114642280074,0.044045242787674625,0.04685651794066753,1.0
32,100,0.021537733347940513,0.04172078713940082,0.04207466364033949,0.03416520040708135,0.04971720743391188,0.05474229996209162,1.0
64,100,0.023220325789436558,0.04715613797456318,0.046853735842673744,0.03831572714271481,0.0562833549859733,0.05758431882497084,1.0
127,100,0.02960225303257291,0.05203618407306945,0.052163376661155614,0.04321272062590891,0.06228363747036066,0.06684485857416456,1.0
