n_candidates,perm,optimism,observed
2,0,0.014608333983107624,0.003268942669255037
2,1,0.006237906034498475,0.003268942669255037
2,2,0.009585905607060463,0.003268942669255037
2,3,0.012601158724679262,0.003268942669255037
2,4,0.01213634420549442,0.003268942669255037
2,5,0.010739013200952108,0.003268942669255037
2,6,0.011295748351987545,0.003268942669255037
2,7,0.00938821813432078,0.003268942669255037
2,8,0.006188504170018372,0.003268942669255037
2,9,0.011125050566588246,0.003268942669255037
2,10,0.006834524996746305,0.003268942669255037
2,11,0.009222975503615172,0.003268942669255037
2,12,0.011430186715505497,0.003268942669255037
2,13,0.009452749370713276,0.003268942669255037
2,14,0.013114399602926985,0.003268942669255037
2,15,0.005754435939280378,0.003268942669255037
2,16,0.008511256569112113,0.003268942669255037
2,17,0.00917552855069037,0.003268942669255037
2,18,0.005363945280686844,0.003268942669255037
2,19,0.010205767015305456,0.003268942669255037
2,20,0.012908648457810756,0.003268942669255037
2,21,0.010233772487559079,0.003268942669255037
2,22,0.012469644377265277,0.003268942669255037
2,23,0.011297411221776132,0.003268942669255037
2,24,0.01519273381084274,0.003268942669255037
2,25,0.010117755655851934,0.003268942669255037
2,26,0.0056727533215713555,0.003268942669255037
2,27,0.012520074103475332,0.003268942669255037
2,28,0.007055275897008717,0.003268942669255037
2,29,0.011851352902554846,0.003268942669255037
2,30,0.013466614683323608,0.003268942669255037
2,31,0.01400932911691144,0.003268942669255037
2,32,0.015237445621516299,0.003268942669255037
2,33,0.012896812555892867,0.003268942669255037
2,34,0.009004623010338997,0.003268942669255037
2,35,0.007729794946215562,0.003268942669255037
2,36,0.012859703393006183,0.003268942669255037
2,37,0.014049306977446163,0.003268942669255037
2,38,0.00690445744139373,0.003268942669255037
2,39,0.010346963133360643,0.003268942669255037
2,40,0.004798202487827086,0.003268942669255037
2,41,0.010679686132262334,0.003268942669255037
2,42,0.007593737870796091,0.003268942669255037
2,43,0.00960677582391023,0.003268942669255037
2,44,0.014357443686584537,0.003268942669255037
2,45,0.008089695041481826,0.003268942669255037
2,46,0.010993692610424044,0.003268942669255037
2,47,0.009313757281430857,0.003268942669255037
2,48,0.007627318584582765,0.003268942669255037
2,49,0.004111663095982876,0.003268942669255037
2,50,0.005506727979778803,0.003268942669255037
2,51,0.014239509779544024,0.003268942669255037
2,52,0.006645555334325204,0.003268942669255037
2,53,0.009582268296759622,0.003268942669255037
2,54,0.007653188473821737,0.003268942669255037
2,55,0.007643713833788257,0.003268942669255037
2,56,0.009240397242557763,0.003268942669255037
2,57,0.011676527232679923,0.003268942669255037
2,58,0.007079789083131616,0.003268942669255037
2,59,0.010121453220717669,0.003268942669255037
2,60,0.013560406302207118,0.003268942669255037
2,61,0.012845332708888657,0.003268942669255037
2,62,0.004862963228696726,0.003268942669255037
2,63,0.011505141800484675,0.003268942669255037
2,64,0.014016823340154527,0.003268942669255037
2,65,0.009656690377488286,0.003268942669255037
2,66,0.007114015631829451,0.003268942669255037
2,67,0.008415614522414128,0.003268942669255037
2,68,0.006375430750302835,0.003268942669255037
2,69,0.011364666747068153,0.003268942669255037
2,70,0.009081123785764644,0.003268942669255037
2,71,0.01156664417964659,0.003268942669255037
2,72,0.011981005392270871,0.003268942669255037
2,73,0.008760647393387111,0.003268942669255037
2,74,0.006445367052341999,0.003268942669255037
2,75,0.004315676631761578,0.003268942669255037
2,76,0.00701234780245219,0.003268942669255037
2,77,0.010787565633081753,0.003268942669255037
2,78,0.01075747391628512,0.003268942669255037
2,79,0.01929646908995908,0.003268942669255037
2,80,0.01106181894477748,0.003268942669255037
2,81,0.006628054301322572,0.003268942669255037
2,82,0.00795488029686997,0.003268942669255037
2,83,0.00783400095691944,0.003268942669255037
2,84,0.010491703914657924,0.003268942669255037
2,85,0.013927477408986533,0.003268942669255037
2,86,0.013355308943795163,0.003268942669255037
2,87,0.009039728468205499,0.003268942669255037
2,88,0.009045546837291085,0.003268942669255037
2,89,0.007561401358189279,0.003268942669255037
2,90,0.01050026897744516,0.003268942669255037
2,91,0.006239239527779217,0.003268942669255037
2,92,0.007441886898918448,0.003268942669255037
2,93,0.012958619399878635,0.003268942669255037
2,94,0.008547037894940934,0.003268942669255037
2,95,0.009239754661726274,0.003268942669255037
2,96,0.00920070181616045,0.003268942669255037
2,97,0.009816745566076368,0.003268942669255037
2,98,0.0071876327125680595,0.003268942669255037
2,99,0.01011725367107541,0.003268942669255037
4,0,0.011187979529489023,0.011228959385974568
4,1,0.012928974306484986,0.011228959385974568
4,2,0.011534132543208231,0.011228959385974568
4,3,0.012066182953374027,0.011228959385974568
4,4,0.01984771998929974,0.011228959385974568
4,5,0.009520806832315154,0.011228959385974568
4,6,0.01920744462234114,0.011228959385974568
4,7,0.01865175456791024,0.011228959385974568
4,8,0.024936512853180937,0.011228959385974568
4,9,0.0157528696596837,0.011228959385974568
4,10,0.012257797981036878,0.011228959385974568
4,11,0.017232321794979577,0.011228959385974568
4,12,0.020556973566597525,0.011228959385974568
4,13,0.018642683212452382,0.011228959385974568
4,14,0.021407273517617953,0.011228959385974568
4,15,0.018130130634693598,0.011228959385974568
4,16,0.023932108424974785,0.011228959385974568
4,17,0.013126152859871398,0.011228959385974568
4,18,0.011394151655327978,0.011228959385974568
4,19,0.016426118446723703,0.011228959385974568
4,20,0.017031322818443217,0.011228959385974568
4,21,0.014821130665715665,0.011228959385974568
4,22,0.016736562973816427,0.011228959385974568
4,23,0.014861947327864389,0.011228959385974568
4,24,0.014211726595251273,0.011228959385974568
4,25,0.015359522999488395,0.011228959385974568
4,26,0.02196373972717891,0.011228959385974568
4,27,0.018828508417445433,0.011228959385974568
4,28,0.01745119946281537,0.011228959385974568
4,29,0.011800060456373829,0.011228959385974568
4,30,0.012994826852662178,0.011228959385974568
4,31,0.017527061470658967,0.011228959385974568
4,32,0.012736846236875765,0.011228959385974568
4,33,0.013645184584275438,0.011228959385974568
4,34,0.015881658192322734,0.011228959385974568
4,35,0.01724891900259673,0.011228959385974568
4,36,0.012794063292803082,0.011228959385974568
4,37,0.018474071271828763,0.011228959385974568
4,38,0.01810765380771845,0.011228959385974568
4,39,0.01309648202333391,0.011228959385974568
4,40,0.015991156860463485,0.011228959385974568
4,41,0.022390604886741883,0.011228959385974568
4,42,0.01920141375569895,0.011228959385974568
4,43,0.011219664198259593,0.011228959385974568
4,44,0.012574649460848963,0.011228959385974568
4,45,0.012215626914357236,0.011228959385974568
4,46,0.021050341632206204,0.011228959385974568
4,47,0.01958572628481625,0.011228959385974568
4,48,0.013983833158972225,0.011228959385974568
4,49,0.0189047456522089,0.011228959385974568
4,50,0.016060522900799956,0.011228959385974568
4,51,0.020581651146136526,0.011228959385974568
4,52,0.011671789302549307,0.011228959385974568
4,53,0.016636808454800645,0.011228959385974568
4,54,0.015087459699442696,0.011228959385974568
4,55,0.01148414116567742,0.011228959385974568
4,56,0.01571128707919922,0.011228959385974568
4,57,0.014807794661156504,0.011228959385974568
4,58,0.018278099921349877,0.011228959385974568
4,59,0.015079191687550564,0.011228959385974568
4,60,0.014527525185971224,0.011228959385974568
4,61,0.01470432283124029,0.011228959385974568
4,62,0.013103313144666062,0.011228959385974568
4,63,0.01222416523432579,0.011228959385974568
4,64,0.01388396205026532,0.011228959385974568
4,65,0.011755419183592908,0.011228959385974568
4,66,0.014089154250550961,0.011228959385974568
4,67,0.013488639380245304,0.011228959385974568
4,68,0.015398857986786418,0.011228959385974568
4,69,0.016209952251290072,0.011228959385974568
4,70,0.020096957495801426,0.011228959385974568
4,71,0.018043347588114433,0.011228959385974568
4,72,0.01624421141575183,0.011228959385974568
4,73,0.016173622100693508,0.011228959385974568
4,74,0.014899342914883706,0.011228959385974568
4,75,0.01621315585689037,0.011228959385974568
4,76,0.011651241036523152,0.011228959385974568
4,77,0.021857573903971805,0.011228959385974568
4,78,0.013316558070188611,0.011228959385974568
4,79,0.013239405859691744,0.011228959385974568
4,80,0.018995866329662547,0.011228959385974568
