seed,macro_policy,macro_all_inputs,delta_macro,mean_inputs,n_findings
0,0.7703408892746966,0.763980098954293,0.006360790320403598,3.060647487640381,33
1,0.7760951021751311,0.7647284323462343,0.01136666982889678,3.078824043273926,33
2,0.7779945850656964,0.7696935835204715,0.00830100154522495,3.079390525817871,33
