finding,n_pos,auroc,auprc,method,seed,shift,held_out,axis,subset,k
Pituitary adenoma,52,0.48666170588782437,0.011702534440173901,patient,1,vendor,GE,availability,T1ax+T2ax+T2cor,3
Cerebral infarction,129,0.8907584214930027,0.2087255989719198,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral hemorrhage,27,0.8587517806267806,0.06798247128865718,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Intracranial meningioma,75,0.7289494163424125,0.03879107306192269,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Demyelinating disease of central nervous system,109,0.5666363705900086,0.03566489678514369,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Lacunar infarct,61,0.9054377279626201,0.1450363387675127,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Gliosis,1237,0.7355469081840977,0.5509637851986169,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral atrophy,550,0.9411532981728198,0.7493863815317886,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Encephalomalacia,62,0.7853216031280548,0.06457039328948018,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Arachnoid cyst,165,0.5755812726971354,0.0583664757084205,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Empty sella syndrome,88,0.7011521657166937,0.04756407475490927,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cyst of pineal gland,175,0.5928856288278023,0.05163894110143181,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Rathke's pouch cyst,38,0.5707335946518501,0.010431801104554174,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral edema,74,0.8600482320394792,0.24517486843915107,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Mastoiditis,66,0.5999352907870258,0.023924391149131908,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Chronic mastoiditis,123,0.7414218039818193,0.08367172699756639,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Ventriculomegaly,345,0.8847475273295159,0.44177077746101134,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebellar degeneration,34,0.7454426991119105,0.06581788377078648,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Mega cisterna magna,49,0.459489450686026,0.011669706019998732,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Structure of cave of septum pellucidum,129,0.5833744044685395,0.037050280572750914,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Hyperostosis of skull,40,0.7745659512900892,0.04481831561397707,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Choroid plexus cyst,41,0.5121657077641688,0.009979425940224862,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Pituitary adenoma,52,0.5218491303134593,0.013508029037478091,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax,3
Cerebral infarction,129,0.8915148944949396,0.21541811151866336,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral hemorrhage,27,0.8568376068376069,0.04633713321562365,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Intracranial meningioma,75,0.7342412451361868,0.04089332396196374,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Demyelinating disease of central nervous system,109,0.5286477901111806,0.02906260583902045,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Lacunar infarct,61,0.9071025007350428,0.15242598696894374,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Gliosis,1237,0.7458131345655837,0.5577777723553894,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral atrophy,550,0.9472777263978805,0.7676850189842823,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Encephalomalacia,62,0.7868817204301075,0.09171712231450663,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Arachnoid cyst,165,0.5952458448231696,0.07278219629911266,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Empty sella syndrome,88,0.7029014837321742,0.048116805335678796,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cyst of pineal gland,175,0.6051958410482837,0.05254712729101103,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Rathke's pouch cyst,38,0.5742981821872106,0.010558881361736917,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral edema,74,0.8549884676799338,0.23883659632321447,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Mastoiditis,66,0.579107012860956,0.022652681656864418,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Chronic mastoiditis,123,0.7563776326739645,0.08734418448139751,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Ventriculomegaly,345,0.892461655689594,0.460127858874687,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebellar degeneration,34,0.762220081868529,0.08425992397955959,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Mega cisterna magna,49,0.4640958364979631,0.011190554857554973,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Structure of cave of septum pellucidum,129,0.5730302092526581,0.03554354899346028,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Hyperostosis of skull,40,0.7868760549795032,0.04231275001841683,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Choroid plexus cyst,41,0.5024590260374384,0.009670420253108391,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Pituitary adenoma,52,0.5034368895916659,0.012309601264244626,patient,1,vendor,GE,availability,T1ax+T2ax+FLAIRax+T2cor,4
Cerebral infarction,129,0.8799060903717797,0.200335373088474,patient,1,vendor,GE,budget,all4,1
Cerebral hemorrhage,27,0.8583511396011396,0.03750657571844747,patient,1,vendor,GE,budget,all4,1
Intracranial meningioma,75,0.716747730220493,0.03809069079544932,patient,1,vendor,GE,budget,all4,1
Demyelinating disease of central nervous system,109,0.5302540820963686,0.028146926387775054,patient,1,vendor,GE,budget,all4,1
Lacunar infarct,61,0.9106148136964313,0.12574354983702354,patient,1,vendor,GE,budget,all4,1
Gliosis,1237,0.7276987791677513,0.5381776276672072,patient,1,vendor,GE,budget,all4,1
Cerebral atrophy,550,0.9325223085959957,0.7180046252865068,patient,1,vendor,GE,budget,all4,1
Encephalomalacia,62,0.7915855327468231,0.09412734232801223,patient,1,vendor,GE,budget,all4,1
Arachnoid cyst,165,0.5265652547353193,0.0531715045564113,patient,1,vendor,GE,budget,all4,1
Empty sella syndrome,88,0.6963893632593315,0.045598273304318135,patient,1,vendor,GE,budget,all4,1
Cyst of pineal gland,175,0.6054123344252955,0.050228979776213566,patient,1,vendor,GE,budget,all4,1
Rathke's pouch cyst,38,0.5358932399690477,0.009439050028086291,patient,1,vendor,GE,budget,all4,1
Cerebral edema,74,0.8387085115750323,0.1557746230953957,patient,1,vendor,GE,budget,all4,1
Mastoiditis,66,0.553168177773856,0.02013262536552811,patient,1,vendor,GE,budget,all4,1
Chronic mastoiditis,123,0.7317273221944819,0.0800337009671837,patient,1,vendor,GE,budget,all4,1
Ventriculomegaly,345,0.8836535922564486,0.42870964290811303,patient,1,vendor,GE,budget,all4,1
Cerebellar degeneration,34,0.7575884194274868,0.10316714612223311,patient,1,vendor,GE,budget,all4,1
Mega cisterna magna,49,0.5216707272565865,0.012861659455669885,patient,1,vendor,GE,budget,all4,1
Structure of cave of septum pellucidum,129,0.532195949430926,0.03149999224192182,patient,1,vendor,GE,budget,all4,1
Hyperostosis of skull,40,0.7481130938027489,0.031758152622124794,patient,1,vendor,GE,budget,all4,1
Choroid plexus cyst,41,0.5432506206393468,0.010493062097456353,patient,1,vendor,GE,budget,all4,1
Pituitary adenoma,52,0.475555762254674,0.012004341690633209,patient,1,vendor,GE,budget,all4,1
Cerebral infarction,129,0.8900707187639689,0.20873468225775926,patient,1,vendor,GE,budget,all4,2
Cerebral hemorrhage,27,0.8549768518518519,0.04501145820877568,patient,1,vendor,GE,budget,all4,2
Intracranial meningioma,75,0.7330674448767833,0.04119350249823181,patient,1,vendor,GE,budget,all4,2
Demyelinating disease of central nervous system,109,0.5270482472519809,0.028127621328700905,patient,1,vendor,GE,budget,all4,2
Lacunar infarct,61,0.9059264321416367,0.14503277593494338,patient,1,vendor,GE,budget,all4,2
Gliosis,1237,0.7408111478015428,0.5521148432805175,patient,1,vendor,GE,budget,all4,2
Cerebral atrophy,550,0.9420266453370659,0.7637528813197693,patient,1,vendor,GE,budget,all4,2
Encephalomalacia,62,0.7810400782013686,0.06810570410086902,patient,1,vendor,GE,budget,all4,2
Arachnoid cyst,165,0.5912481352560915,0.05496891388983021,patient,1,vendor,GE,budget,all4,2
Empty sella syndrome,88,0.7000238417352347,0.04228476797954585,patient,1,vendor,GE,budget,all4,2
Cyst of pineal gland,175,0.6123572140720694,0.05273498914039424,patient,1,vendor,GE,budget,all4,2
Rathke's pouch cyst,38,0.5859496898428284,0.011493557283549997,patient,1,vendor,GE,budget,all4,2
Cerebral edema,74,0.8423127722908905,0.22857437983500456,patient,1,vendor,GE,budget,all4,2
Mastoiditis,66,0.5775260491348819,0.027247335445400648,patient,1,vendor,GE,budget,all4,2
Chronic mastoiditis,123,0.7449006945778118,0.08623095400889805,patient,1,vendor,GE,budget,all4,2
Ventriculomegaly,345,0.8894642735893896,0.4540726146938472,patient,1,vendor,GE,budget,all4,2
Cerebellar degeneration,34,0.7663914108865314,0.07751445224668281,patient,1,vendor,GE,budget,all4,2
Mega cisterna magna,49,0.4794833351416933,0.0111521934751877,patient,1,vendor,GE,budget,all4,2
Structure of cave of septum pellucidum,129,0.5455450235156127,0.033844863048340834,patient,1,vendor,GE,budget,all4,2
Hyperostosis of skull,40,0.7634494815529298,0.032885743925762705,patient,1,vendor,GE,budget,all4,2
Choroid plexus cyst,41,0.4976233336863035,0.009580590515303359,patient,1,vendor,GE,budget,all4,2
Pituitary adenoma,52,0.5086131522649056,0.012446826932023817,patient,1,vendor,GE,budget,all4,2
Cerebral infarction,129,0.8888901624124611,0.2145131887550009,patient,1,vendor,GE,budget,all4,3
Cerebral hemorrhage,27,0.8449519230769231,0.040285908118064914,patient,1,vendor,GE,budget,all4,3
Intracranial meningioma,75,0.7286219195849545,0.040216815838394586,patient,1,vendor,GE,budget,all4,3
Demyelinating disease of central nervous system,109,0.524258608510198,0.028377587985770565,patient,1,vendor,GE,budget,all4,3
Lacunar infarct,61,0.9059264321416368,0.15518388011651993,patient,1,vendor,GE,budget,all4,3
Gliosis,1237,0.7430544099310799,0.5555363790940522,patient,1,vendor,GE,budget,all4,3
Cerebral atrophy,550,0.945876471617467,0.7635722899795796,patient,1,vendor,GE,budget,all4,3
Encephalomalacia,62,0.7789442815249267,0.09279604564899009,patient,1,vendor,GE,budget,all4,3
Arachnoid cyst,165,0.598901496315718,0.08027497580610797,patient,1,vendor,GE,budget,all4,3
Empty sella syndrome,88,0.6988234380891126,0.049681445889804526,patient,1,vendor,GE,budget,all4,3
Cyst of pineal gland,175,0.6099416037601482,0.05340437831133575,patient,1,vendor,GE,budget,all4,3
Rathke's pouch cyst,38,0.5796831195849349,0.011059218334786828,patient,1,vendor,GE,budget,all4,3
Cerebral edema,74,0.8515517705889697,0.2295630338485794,patient,1,vendor,GE,budget,all4,3
Mastoiditis,66,0.5831881052701242,0.022978187888477625,patient,1,vendor,GE,budget,all4,3
Chronic mastoiditis,123,0.7568057422700211,0.08406440318619851,patient,1,vendor,GE,budget,all4,3
Ventriculomegaly,345,0.8898973209907279,0.4572374971833921,patient,1,vendor,GE,budget,all4,3
Cerebellar degeneration,34,0.7615118766023145,0.08608954214746233,patient,1,vendor,GE,budget,all4,3
Mega cisterna magna,49,0.4693976188832227,0.011144666505266961,patient,1,vendor,GE,budget,all4,3
Structure of cave of septum pellucidum,129,0.5677425393805327,0.03493471204901656,patient,1,vendor,GE,budget,all4,3
Hyperostosis of skull,40,0.7879852905714975,0.04528059279608754,patient,1,vendor,GE,budget,all4,3
Choroid plexus cyst,41,0.49996470297553913,0.009627880997332012,patient,1,vendor,GE,budget,all4,3
Pituitary adenoma,52,0.5148683843363409,0.012766593129677024,patient,1,vendor,GE,budget,all4,3
Cerebral infarction,129,0.891404097944151,0.2169065152300953,patient,1,vendor,GE,budget,all4,4
Cerebral hemorrhage,27,0.8633814102564102,0.06312575309735778,patient,1,vendor,GE,budget,all4,4
Intracranial meningioma,75,0.734863813229572,0.04148250518601542,patient,1,vendor,GE,budget,all4,4
Demyelinating disease of central nervous system,109,0.5342900594373028,0.030171025261411036,patient,1,vendor,GE,budget,all4,4
Lacunar infarct,61,0.9077541063070651,0.15131169350640813,patient,1,vendor,GE,budget,all4,4
Gliosis,1237,0.7459970130030281,0.5575479511559075,patient,1,vendor,GE,budget,all4,4
Cerebral atrophy,550,0.9451815932211864,0.7548220517056151,patient,1,vendor,GE,budget,all4,4
Encephalomalacia,62,0.7905219941348972,0.08061760146903285,patient,1,vendor,GE,budget,all4,4
Arachnoid cyst,165,0.5989195786808914,0.08257188901204651,patient,1,vendor,GE,budget,all4,4
Empty sella syndrome,88,0.7014931579764465,0.05164738529328793,patient,1,vendor,GE,budget,all4,4
Cyst of pineal gland,175,0.5918088591368751,0.05072770145460882,patient,1,vendor,GE,budget,all4,4
Rathke's pouch cyst,38,0.5703086349278838,0.010792888347530866,patient,1,vendor,GE,budget,all4,4
Cerebral edema,74,0.857232506029005,0.2489606808693678,patient,1,vendor,GE,budget,all4,4
Mastoiditis,66,0.5623193840859456,0.020933286216460945,patient,1,vendor,GE,budget,all4,4
Chronic mastoiditis,123,0.7603526502784712,0.08896416696246717,patient,1,vendor,GE,budget,all4,4
Ventriculomegaly,345,0.8909384454050955,0.4582482265609533,patient,1,vendor,GE,budget,all4,4
Cerebellar degeneration,34,0.7543094290449145,0.08608934926738557,patient,1,vendor,GE,budget,all4,4
Mega cisterna magna,49,0.4548090865152247,0.011183880094558946,patient,1,vendor,GE,budget,all4,4
Structure of cave of septum pellucidum,129,0.5914912069564952,0.038143794194674056,patient,1,vendor,GE,budget,all4,4
Hyperostosis of skull,40,0.786013986013986,0.044455459771252065,patient,1,vendor,GE,budget,all4,4
Choroid plexus cyst,41,0.5002117821467651,0.009634946670612269,patient,1,vendor,GE,budget,all4,4
Pituitary adenoma,52,0.49125197656032,0.011904482688720726,patient,1,vendor,GE,budget,all4,4
Cerebral infarction,129,0.8723050649305993,0.21234566898369972,finding,1,vendor,GE,availability,T2cor,1
Cerebral hemorrhage,27,0.8117343304843305,0.026140092780040654,finding,1,vendor,GE,availability,T2cor,1
Intracranial meningioma,75,0.7262775616083008,0.039258865471396974,finding,1,vendor,GE,availability,T2cor,1
Demyelinating disease of central nervous system,109,0.47888423449163336,0.023689344785318055,finding,1,vendor,GE,availability,T2cor,1
Lacunar infarct,61,0.8977853356960658,0.12451155681319245,finding,1,vendor,GE,availability,T2cor,1
Gliosis,1237,0.725534439527013,0.5288759142935585,finding,1,vendor,GE,availability,T2cor,1
Cerebral atrophy,550,0.923046466868298,0.6807233396430208,finding,1,vendor,GE,availability,T2cor,1
Encephalomalacia,62,0.768355816226784,0.0891701547369597,finding,1,vendor,GE,availability,T2cor,1
Arachnoid cyst,165,0.5933697994364329,0.0649575857850593,finding,1,vendor,GE,availability,T2cor,1
Empty sella syndrome,88,0.6639341080973187,0.041984894891699875,finding,1,vendor,GE,availability,T2cor,1
Cyst of pineal gland,175,0.6244851160803304,0.05562767072658424,finding,1,vendor,GE,availability,T2cor,1
Rathke's pouch cyst,38,0.597309434105872,0.012587592814678026,finding,1,vendor,GE,availability,T2cor,1
Cerebral edema,74,0.8113857840334865,0.12916346932184838,finding,1,vendor,GE,availability,T2cor,1
Mastoiditis,66,0.49214665460722246,0.03137464703056546,finding,1,vendor,GE,availability,T2cor,1
Chronic mastoiditis,123,0.7605487004673198,0.08794181578191929,finding,1,vendor,GE,availability,T2cor,1
Ventriculomegaly,345,0.8812801303668832,0.4383155510875433,finding,1,vendor,GE,availability,T2cor,1
Cerebellar degeneration,34,0.7642313848245774,0.144731953359944,finding,1,vendor,GE,availability,T2cor,1
Mega cisterna magna,49,0.5233919570728243,0.011709958375103299,finding,1,vendor,GE,availability,T2cor,1
Structure of cave of septum pellucidum,129,0.5849618516013922,0.038046640944188165,finding,1,vendor,GE,availability,T2cor,1
Hyperostosis of skull,40,0.7767482517482518,0.03864500343718597,finding,1,vendor,GE,availability,T2cor,1
Choroid plexus cyst,41,0.48701069499841165,0.00923312907378032,finding,1,vendor,GE,availability,T2cor,1
Pituitary adenoma,52,0.5940238117384429,0.01706509546314365,finding,1,vendor,GE,availability,T2cor,1
Cerebral infarction,129,0.8885252979090017,0.20467571775109322,finding,1,vendor,GE,availability,FLAIRax,1
Cerebral hemorrhage,27,0.844871794871795,0.09485005184384092,finding,1,vendor,GE,availability,FLAIRax,1
Intracranial meningioma,75,0.727568093385214,0.037076340531232134,finding,1,vendor,GE,availability,FLAIRax,1
Demyelinating disease of central nervous system,109,0.6318419264705222,0.0835233252405867,finding,1,vendor,GE,availability,FLAIRax,1
Lacunar infarct,61,0.9017863528364708,0.13451960851098269,finding,1,vendor,GE,availability,FLAIRax,1
Gliosis,1237,0.7220319800501486,0.5436024202013934,finding,1,vendor,GE,availability,FLAIRax,1
Cerebral atrophy,550,0.9331047066763314,0.7490805481684101,finding,1,vendor,GE,availability,FLAIRax,1
Encephalomalacia,62,0.7937829912023461,0.07231116469670089,finding,1,vendor,GE,availability,FLAIRax,1
Arachnoid cyst,165,0.5348688275093049,0.04680747232902628,finding,1,vendor,GE,availability,FLAIRax,1
Empty sella syndrome,88,0.6985988822107387,0.051606755522077524,finding,1,vendor,GE,availability,FLAIRax,1
Cyst of pineal gland,175,0.5928300811850165,0.05662608971751159,finding,1,vendor,GE,availability,FLAIRax,1
Rathke's pouch cyst,38,0.6237837906407377,0.01414294340054919,finding,1,vendor,GE,availability,FLAIRax,1
Cerebral edema,74,0.874527700567088,0.2659873002439958,finding,1,vendor,GE,availability,FLAIRax,1
Mastoiditis,66,0.6574897237357806,0.030197573371085855,finding,1,vendor,GE,availability,FLAIRax,1
Chronic mastoiditis,123,0.706580884706485,0.0703004945830189,finding,1,vendor,GE,availability,FLAIRax,1
Ventriculomegaly,345,0.8904186376358932,0.45128142186781695,finding,1,vendor,GE,availability,FLAIRax,1
Cerebellar degeneration,34,0.7146216059262617,0.06001739017693388,finding,1,vendor,GE,availability,FLAIRax,1
Mega cisterna magna,49,0.46899320385476573,0.01165480061591986,finding,1,vendor,GE,availability,FLAIRax,1
Structure of cave of septum pellucidum,129,0.5907003488181064,0.039225069832005,finding,1,vendor,GE,availability,FLAIRax,1
Hyperostosis of skull,40,0.7658849770918736,0.042743775376089845,finding,1,vendor,GE,availability,FLAIRax,1
Choroid plexus cyst,41,0.5219900462391021,0.010591153388943304,finding,1,vendor,GE,availability,FLAIRax,1
Pituitary adenoma,52,0.5794019161008279,0.01772591880653632,finding,1,vendor,GE,availability,FLAIRax,1
Cerebral infarction,129,0.8718198524495588,0.19520546634879155,finding,1,vendor,GE,availability,T2ax,1
Cerebral hemorrhage,27,0.8124910968660969,0.028677148467027326,finding,1,vendor,GE,availability,T2ax,1
Intracranial meningioma,75,0.7203923476005188,0.03785005111956061,finding,1,vendor,GE,availability,T2ax,1
Demyelinating disease of central nervous system,109,0.5820097547367615,0.030257676325305596,finding,1,vendor,GE,availability,T2ax,1
Lacunar infarct,61,0.8959139562788554,0.15621165111021743,finding,1,vendor,GE,availability,T2ax,1
Gliosis,1237,0.7042459202828055,0.5197427901054971,finding,1,vendor,GE,availability,T2ax,1
Cerebral atrophy,550,0.9099142650036243,0.6637303247197381,finding,1,vendor,GE,availability,T2ax,1
Encephalomalacia,62,0.7505806451612903,0.050161141706153434,finding,1,vendor,GE,availability,T2ax,1
Arachnoid cyst,165,0.5661422780766391,0.06751961545137986,finding,1,vendor,GE,availability,T2ax,1
Empty sella syndrome,88,0.6778038989553993,0.045924059981263865,finding,1,vendor,GE,availability,T2ax,1
Cyst of pineal gland,175,0.5784731519726534,0.05084850165283754,finding,1,vendor,GE,availability,T2ax,1
Rathke's pouch cyst,38,0.599110755920894,0.017179744825494288,finding,1,vendor,GE,availability,T2ax,1
Cerebral edema,74,0.8112707893889513,0.15886478127567746,finding,1,vendor,GE,availability,T2ax,1
Mastoiditis,66,0.5137617377365011,0.01788774499416954,finding,1,vendor,GE,availability,T2ax,1
Chronic mastoiditis,123,0.7417598905319762,0.08834150932140497,finding,1,vendor,GE,availability,T2ax,1
Ventriculomegaly,345,0.8657522878331788,0.4093100737064408,finding,1,vendor,GE,availability,T2ax,1
Cerebellar degeneration,34,0.7196002889477486,0.07275073994678055,finding,1,vendor,GE,availability,T2ax,1
Mega cisterna magna,49,0.4586855525197029,0.010879342262546507,finding,1,vendor,GE,availability,T2ax,1
Structure of cave of septum pellucidum,129,0.6034037464516451,0.0388110469775764,finding,1,vendor,GE,availability,T2ax,1
Hyperostosis of skull,40,0.7451651796479383,0.0323656352879694,finding,1,vendor,GE,availability,T2ax,1
Choroid plexus cyst,41,0.507877119292177,0.00988845164734046,finding,1,vendor,GE,availability,T2ax,1
Pituitary adenoma,52,0.6010696679378662,0.019906018509860297,finding,1,vendor,GE,availability,T2ax,1
Cerebral infarction,129,0.8803091605824076,0.1892538662758547,finding,1,vendor,GE,availability,T1ax,1
Cerebral hemorrhage,27,0.8613069800569801,0.07731350125725299,finding,1,vendor,GE,availability,T1ax,1
Intracranial meningioma,75,0.7240466926070039,0.03950770335663034,finding,1,vendor,GE,availability,T1ax,1
Demyelinating disease of central nervous system,109,0.5900805845642989,0.04073292547055388,finding,1,vendor,GE,availability,T1ax,1
Lacunar infarct,61,0.8980038619549755,0.12486387564910864,finding,1,vendor,GE,availability,T1ax,1
Gliosis,1237,0.7295679815847526,0.5328862390331409,finding,1,vendor,GE,availability,T1ax,1
Cerebral atrophy,550,0.9206098932686779,0.6771177889185837,finding,1,vendor,GE,availability,T1ax,1
Encephalomalacia,62,0.8049188660801564,0.06508074037043887,finding,1,vendor,GE,availability,T1ax,1
Arachnoid cyst,165,0.5774693729939876,0.057278131686698756,finding,1,vendor,GE,availability,T1ax,1
Empty sella syndrome,88,0.6749512076116125,0.048975889409043474,finding,1,vendor,GE,availability,T1ax,1
Cyst of pineal gland,175,0.5229881783221764,0.044165982598197845,finding,1,vendor,GE,availability,T1ax,1
Rathke's pouch cyst,38,0.5346056754322538,0.010266319948897748,finding,1,vendor,GE,availability,T1ax,1
Cerebral edema,74,0.8317332649936588,0.13572102854602086,finding,1,vendor,GE,availability,T1ax,1
Mastoiditis,66,0.4886869177089997,0.018788894668217964,finding,1,vendor,GE,availability,T1ax,1
Chronic mastoiditis,123,0.7352622271301453,0.07539472737804875,finding,1,vendor,GE,availability,T1ax,1
Ventriculomegaly,345,0.87682291077262,0.42981046284502866,finding,1,vendor,GE,availability,T1ax,1
Cerebellar degeneration,34,0.7092817382190054,0.0447427742393825,finding,1,vendor,GE,availability,T1ax,1
Mega cisterna magna,49,0.44918179935096325,0.01235876005675059,finding,1,vendor,GE,availability,T1ax,1
Structure of cave of septum pellucidum,129,0.6267034969683772,0.042023461113718574,finding,1,vendor,GE,availability,T1ax,1
Hyperostosis of skull,40,0.7415119363395225,0.03539483194635763,finding,1,vendor,GE,availability,T1ax,1
Choroid plexus cyst,41,0.5026884566964338,0.009707168209156458,finding,1,vendor,GE,availability,T1ax,1
Pituitary adenoma,52,0.5775695284159613,0.01677608861029079,finding,1,vendor,GE,availability,T1ax,1
Cerebral infarction,129,0.8914556756488285,0.21885171649224147,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral hemorrhage,27,0.8481659544159543,0.06496985451846322,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Intracranial meningioma,75,0.7411867704280156,0.042420731677669236,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Demyelinating disease of central nervous system,109,0.5447692023882906,0.02957303849774266,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Lacunar infarct,61,0.9069475457514522,0.14445931668107392,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Gliosis,1237,0.737299097049998,0.5517219282104167,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral atrophy,550,0.9458719724048292,0.7699012494857042,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Encephalomalacia,62,0.7918983382209188,0.09731963917469443,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Arachnoid cyst,165,0.5799541913415609,0.06603500700633563,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Empty sella syndrome,88,0.7044816917651755,0.05325030328210645,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cyst of pineal gland,175,0.6104899586953425,0.05595225380474538,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Rathke's pouch cyst,38,0.6205743933224239,0.014223949614491686,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral edema,74,0.8653248434430053,0.25242651279749506,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Mastoiditis,66,0.5994610016692035,0.028463964258522136,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Chronic mastoiditis,123,0.7513003328852187,0.07752479513575783,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Ventriculomegaly,345,0.8983545707625105,0.476873412386291,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cerebellar degeneration,34,0.7517882182971912,0.09749507979036587,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Mega cisterna magna,49,0.47267239423560625,0.011092247267285364,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Structure of cave of septum pellucidum,129,0.5909467756293434,0.0384746428730079,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Hyperostosis of skull,40,0.7890101278032312,0.0411440278580453,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Choroid plexus cyst,41,0.5083536291223985,0.009858069574172547,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Pituitary adenoma,52,0.5899218677332342,0.019150032096780602,finding,1,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral infarction,129,0.8802289285973538,0.20959303096667198,finding,1,vendor,GE,availability,T2ax+T2cor,2
Cerebral hemorrhage,27,0.8204059829059829,0.02849381066895173,finding,1,vendor,GE,availability,T2ax+T2cor,2
Intracranial meningioma,75,0.7379312581063554,0.04243834679249729,finding,1,vendor,GE,availability,T2ax+T2cor,2
Demyelinating disease of central nervous system,109,0.5371989327382105,0.027335201248575396,finding,1,vendor,GE,availability,T2ax+T2cor,2
Lacunar infarct,61,0.9020843431895298,0.14940861516985324,finding,1,vendor,GE,availability,T2ax+T2cor,2
Gliosis,1237,0.7247871422111999,0.5351722516089602,finding,1,vendor,GE,availability,T2ax+T2cor,2
Cerebral atrophy,550,0.9318924188267054,0.7100508749043299,finding,1,vendor,GE,availability,T2ax+T2cor,2
Encephalomalacia,62,0.7673704789833823,0.07726869568077127,finding,1,vendor,GE,availability,T2ax+T2cor,2
Arachnoid cyst,165,0.5901300423428718,0.07265574479210897,finding,1,vendor,GE,availability,T2ax+T2cor,2
Empty sella syndrome,88,0.6862344474262015,0.04772381743729779,finding,1,vendor,GE,availability,T2ax+T2cor,2
