finding,n_pos,auroc,auprc,method,seed,shift,held_out,axis,subset,k
Cerebral infarction,129,0.8679419731719523,0.2067815381287594,uniform,0,vendor,GE,availability,T2cor,1
Cerebral hemorrhage,27,0.789823717948718,0.02526334544934886,uniform,0,vendor,GE,availability,T2cor,1
Intracranial meningioma,75,0.7211284046692608,0.040963523719835096,uniform,0,vendor,GE,availability,T2cor,1
Demyelinating disease of central nervous system,109,0.4739798696068859,0.023439810841648513,uniform,0,vendor,GE,availability,T2cor,1
Lacunar infarct,61,0.8947577537089866,0.13201487804511697,uniform,0,vendor,GE,availability,T2cor,1
Gliosis,1237,0.7152471123412301,0.5228976676973026,uniform,0,vendor,GE,availability,T2cor,1
Cerebral atrophy,550,0.9052805758992176,0.6511651347720339,uniform,0,vendor,GE,availability,T2cor,1
Encephalomalacia,62,0.7507096774193548,0.08714164063927787,uniform,0,vendor,GE,availability,T2cor,1
Arachnoid cyst,165,0.5915977276494432,0.06366166342668902,uniform,0,vendor,GE,availability,T2cor,1
Empty sella syndrome,88,0.6667784825567212,0.041045365160773,uniform,0,vendor,GE,availability,T2cor,1
Cyst of pineal gland,175,0.6193220338983051,0.056453213113386226,uniform,0,vendor,GE,availability,T2cor,1
Rathke's pouch cyst,38,0.5258496023138105,0.011737096156971724,uniform,0,vendor,GE,availability,T2cor,1
Cerebral edema,74,0.7864253750468192,0.12308527499235265,uniform,0,vendor,GE,availability,T2cor,1
Mastoiditis,66,0.5056326428566176,0.032339546899434676,uniform,0,vendor,GE,availability,T2cor,1
Chronic mastoiditis,123,0.7506141572242494,0.08110619525229601,uniform,0,vendor,GE,availability,T2cor,1
Ventriculomegaly,345,0.8754573780262395,0.4285734839050972,uniform,0,vendor,GE,availability,T2cor,1
Cerebellar degeneration,34,0.7273197263494852,0.15959281820058524,uniform,0,vendor,GE,availability,T2cor,1
Mega cisterna magna,49,0.5366094238565412,0.012103593184057303,uniform,0,vendor,GE,availability,T2cor,1
Structure of cave of septum pellucidum,129,0.5868797781012528,0.039236524729101684,uniform,0,vendor,GE,availability,T2cor,1
Hyperostosis of skull,40,0.7881179165661923,0.032050992733169366,uniform,0,vendor,GE,availability,T2cor,1
Choroid plexus cyst,41,0.47758638946736787,0.009285838333505797,uniform,0,vendor,GE,availability,T2cor,1
Pituitary adenoma,52,0.49868849409357263,0.012471369390498728,uniform,0,vendor,GE,availability,T2cor,1
Cerebral infarction,129,0.8793177224813842,0.205973745789148,uniform,0,vendor,GE,availability,FLAIRax,1
Cerebral hemorrhage,27,0.8214387464387464,0.10479802777789744,uniform,0,vendor,GE,availability,FLAIRax,1
Intracranial meningioma,75,0.7103145265888456,0.03464310362546525,uniform,0,vendor,GE,availability,FLAIRax,1
Demyelinating disease of central nervous system,109,0.6723254338563156,0.0670741981090061,uniform,0,vendor,GE,availability,FLAIRax,1
Lacunar infarct,61,0.8990607344071582,0.14026349783333786,uniform,0,vendor,GE,availability,FLAIRax,1
Gliosis,1237,0.7036175547730295,0.5229994852223628,uniform,0,vendor,GE,availability,FLAIRax,1
Cerebral atrophy,550,0.908298547754143,0.706135771418797,uniform,0,vendor,GE,availability,FLAIRax,1
Encephalomalacia,62,0.7830615835777126,0.07311789577328803,uniform,0,vendor,GE,availability,FLAIRax,1
Arachnoid cyst,165,0.5322529120142248,0.04290136243951287,uniform,0,vendor,GE,availability,FLAIRax,1
Empty sella syndrome,88,0.6857548404267116,0.0482734684652616,uniform,0,vendor,GE,availability,FLAIRax,1
Cyst of pineal gland,175,0.5903062241845891,0.055436536735531644,uniform,0,vendor,GE,availability,FLAIRax,1
Rathke's pouch cyst,38,0.6318009412540753,0.017656500630219042,uniform,0,vendor,GE,availability,FLAIRax,1
Cerebral edema,74,0.8375355662007742,0.2237069517693252,uniform,0,vendor,GE,availability,FLAIRax,1
Mastoiditis,66,0.6245652349753296,0.02549337578934997,uniform,0,vendor,GE,availability,FLAIRax,1
Chronic mastoiditis,123,0.6712178317649318,0.07069172345210525,uniform,0,vendor,GE,availability,FLAIRax,1
Ventriculomegaly,345,0.8759741680435158,0.4403994910691106,uniform,0,vendor,GE,availability,FLAIRax,1
Cerebellar degeneration,34,0.6477174544269911,0.054248606330962956,uniform,0,vendor,GE,availability,FLAIRax,1
Mega cisterna magna,49,0.47725905248517964,0.012080601829460195,uniform,0,vendor,GE,availability,FLAIRax,1
Structure of cave of septum pellucidum,129,0.6161109646559003,0.046460152990086205,uniform,0,vendor,GE,availability,FLAIRax,1
Hyperostosis of skull,40,0.7475584760067518,0.05652323050348188,uniform,0,vendor,GE,availability,FLAIRax,1
Choroid plexus cyst,41,0.5255668113844669,0.0115742834111679,uniform,0,vendor,GE,availability,FLAIRax,1
Pituitary adenoma,52,0.5795646916565901,0.01838435081647017,uniform,0,vendor,GE,availability,FLAIRax,1
Cerebral infarction,129,0.8549176475981982,0.19043364696583157,uniform,0,vendor,GE,availability,T2ax,1
Cerebral hemorrhage,27,0.7893874643874643,0.03850006485253828,uniform,0,vendor,GE,availability,T2ax,1
Intracranial meningioma,75,0.697769130998703,0.036628980271562334,uniform,0,vendor,GE,availability,T2ax,1
Demyelinating disease of central nervous system,109,0.5884540452011464,0.030783133876531216,uniform,0,vendor,GE,availability,T2ax,1
Lacunar infarct,61,0.8893184364644835,0.14957881929538736,uniform,0,vendor,GE,availability,T2ax,1
Gliosis,1237,0.6844991299343682,0.5000902279516078,uniform,0,vendor,GE,availability,T2ax,1
Cerebral atrophy,550,0.8557572424825656,0.5810937529409519,uniform,0,vendor,GE,availability,T2ax,1
Encephalomalacia,62,0.7302482893450635,0.05511719082455077,uniform,0,vendor,GE,availability,T2ax,1
Arachnoid cyst,165,0.5748926359567831,0.06049848691123202,uniform,0,vendor,GE,availability,T2ax,1
Empty sella syndrome,88,0.6649265896338353,0.0440360473462034,uniform,0,vendor,GE,availability,T2ax,1
Cyst of pineal gland,175,0.5845420880216494,0.05222613689870732,uniform,0,vendor,GE,availability,T2ax,1
Rathke's pouch cyst,38,0.5844464741028276,0.020232272760635044,uniform,0,vendor,GE,availability,T2ax,1
Cerebral edema,74,0.7720839000926529,0.1516865491568237,uniform,0,vendor,GE,availability,T2ax,1
Mastoiditis,66,0.5258358886119138,0.018629429990410083,uniform,0,vendor,GE,availability,T2ax,1
Chronic mastoiditis,123,0.7004033032456307,0.08091793248485464,uniform,0,vendor,GE,availability,T2ax,1
Ventriculomegaly,345,0.8380878014922784,0.37619330571308507,uniform,0,vendor,GE,availability,T2ax,1
Cerebellar degeneration,34,0.6265704451778302,0.05712943537967049,uniform,0,vendor,GE,availability,T2ax,1
Mega cisterna magna,49,0.4774267367652716,0.011716316811992682,uniform,0,vendor,GE,availability,T2ax,1
Structure of cave of septum pellucidum,129,0.6156295727455766,0.04220627898103834,uniform,0,vendor,GE,availability,T2ax,1
Hyperostosis of skull,40,0.7515372558476006,0.04022714204914669,uniform,0,vendor,GE,availability,T2ax,1
Choroid plexus cyst,41,0.512759874342593,0.010422595045907024,uniform,0,vendor,GE,availability,T2ax,1
Pituitary adenoma,52,0.5549390754348433,0.015029280984110849,uniform,0,vendor,GE,availability,T2ax,1
Cerebral infarction,129,0.8746508953507476,0.19351130085546522,uniform,0,vendor,GE,availability,T1ax,1
Cerebral hemorrhage,27,0.8614227207977208,0.07121390545114172,uniform,0,vendor,GE,availability,T1ax,1
Intracranial meningioma,75,0.7158690012970168,0.0356147232056714,uniform,0,vendor,GE,availability,T1ax,1
Demyelinating disease of central nervous system,109,0.5982717738052923,0.03185293665126217,uniform,0,vendor,GE,availability,T1ax,1
Lacunar infarct,61,0.8990329219742059,0.13380127072760178,uniform,0,vendor,GE,availability,T1ax,1
Gliosis,1237,0.7251636682515106,0.5303821086995346,uniform,0,vendor,GE,availability,T1ax,1
Cerebral atrophy,550,0.9021626215412303,0.6457712342832771,uniform,0,vendor,GE,availability,T1ax,1
Encephalomalacia,62,0.8044613880742912,0.07636147129755996,uniform,0,vendor,GE,availability,T1ax,1
Arachnoid cyst,165,0.5745234543344936,0.05576790510647145,uniform,0,vendor,GE,availability,T1ax,1
Empty sella syndrome,88,0.6941077646432611,0.05344524085526581,uniform,0,vendor,GE,availability,T1ax,1
Cyst of pineal gland,175,0.5329539951573851,0.04388264353404113,uniform,0,vendor,GE,availability,T1ax,1
Rathke's pouch cyst,38,0.5700168715353097,0.01135602561350102,uniform,0,vendor,GE,availability,T1ax,1
Cerebral edema,74,0.813656106872737,0.10807955708564362,uniform,0,vendor,GE,availability,T1ax,1
Mastoiditis,66,0.5253395395351231,0.01994681387087293,uniform,0,vendor,GE,availability,T1ax,1
Chronic mastoiditis,123,0.6939236444529799,0.07018465914312051,uniform,0,vendor,GE,availability,T1ax,1
Ventriculomegaly,345,0.8646085598533372,0.4133611584511438,uniform,0,vendor,GE,availability,T1ax,1
Cerebellar degeneration,34,0.6793104913528136,0.04701565727563614,uniform,0,vendor,GE,availability,T1ax,1
Mega cisterna magna,49,0.44360383109261103,0.01267469963315989,uniform,0,vendor,GE,availability,T1ax,1
Structure of cave of septum pellucidum,129,0.6189477384131642,0.047179771399454826,uniform,0,vendor,GE,availability,T1ax,1
Hyperostosis of skull,40,0.7320412346274415,0.034200780418522016,uniform,0,vendor,GE,availability,T1ax,1
Choroid plexus cyst,41,0.5054122104173285,0.009594943576167872,uniform,0,vendor,GE,availability,T1ax,1
Pituitary adenoma,52,0.5543065761324528,0.015577748286548218,uniform,0,vendor,GE,availability,T1ax,1
Cerebral infarction,129,0.8853943402065401,0.22201892067626325,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral hemorrhage,27,0.8296207264957265,0.06448697784835487,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Intracranial meningioma,75,0.7389948119325551,0.04086428924701594,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Demyelinating disease of central nervous system,109,0.5463035036962713,0.028664375272052994,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Lacunar infarct,61,0.9064230827300684,0.14995806218139887,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Gliosis,1237,0.7223761697929655,0.5370822942453966,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral atrophy,550,0.9290769115404803,0.7261990267988591,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Encephalomalacia,62,0.7779863147605083,0.1003121108500607,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Arachnoid cyst,165,0.5700390277714992,0.055779023902263185,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Empty sella syndrome,88,0.6913354698485219,0.04705677676575884,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cyst of pineal gland,175,0.6115097564449509,0.05552555396507766,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Rathke's pouch cyst,38,0.6039565653106012,0.013822916442200003,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral edema,74,0.8392736281138906,0.2331778154722524,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Mastoiditis,66,0.582901325803534,0.023607703021539677,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Chronic mastoiditis,123,0.7225709781704117,0.07652812954075247,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Ventriculomegaly,345,0.8896423209530061,0.4633568005261939,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cerebellar degeneration,34,0.6973838897466041,0.08827888897504238,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Mega cisterna magna,49,0.4966512462887523,0.011874899704745005,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Structure of cave of septum pellucidum,129,0.6119389014330959,0.04456839278810909,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Hyperostosis of skull,40,0.790872920183265,0.03601114267447379,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Choroid plexus cyst,41,0.5050357088230795,0.010000667137582627,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Pituitary adenoma,52,0.5512882522556041,0.01492149933696928,uniform,0,vendor,GE,availability,FLAIRax+T2cor,2
Cerebral infarction,129,0.8702935344481758,0.20800299527181887,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cerebral hemorrhage,27,0.8005252849002849,0.03223196322710781,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Intracranial meningioma,75,0.7251945525291829,0.04116656600168125,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Demyelinating disease of central nervous system,109,0.5372461766201277,0.02733479053934746,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Lacunar infarct,61,0.8988541277623706,0.15441582191182404,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Gliosis,1237,0.7085397969390131,0.5214373513056565,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cerebral atrophy,550,0.9009693303671857,0.65023227531523,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Encephalomalacia,62,0.7473352883675465,0.08399253479648755,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Arachnoid cyst,165,0.5919563612253816,0.06771007122288006,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Empty sella syndrome,88,0.6765508217081772,0.04567524791407479,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cyst of pineal gland,175,0.6056274035037743,0.05451657952224291,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Rathke's pouch cyst,38,0.5530692240362294,0.012165805910120049,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cerebral edema,74,0.7930654943784046,0.16435173505441483,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Mastoiditis,66,0.5185891920907694,0.03313898941135552,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Chronic mastoiditis,123,0.738403031175981,0.08681819379661462,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Ventriculomegaly,345,0.8719492414126097,0.42839850924944123,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cerebellar degeneration,34,0.69224940156655,0.07987952214429786,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Mega cisterna magna,49,0.5105147907398823,0.011730019852379479,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Structure of cave of septum pellucidum,129,0.6091288716708502,0.041507837165814084,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Hyperostosis of skull,40,0.7944779358572461,0.037959707253477526,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Choroid plexus cyst,41,0.49509959643735363,0.009670085224461118,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Pituitary adenoma,52,0.5318295972467677,0.01367286576620829,uniform,0,vendor,GE,availability,T2ax+T2cor,2
Cerebral infarction,129,0.8752831998043868,0.21232432620189082,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cerebral hemorrhage,27,0.8195067663817663,0.06374908843875106,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Intracranial meningioma,75,0.7134630350194552,0.03597405038203557,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Demyelinating disease of central nervous system,109,0.6066856842038957,0.03307951642153406,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Lacunar infarct,61,0.9007374267937032,0.15633509848082142,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Gliosis,1237,0.6991397996793774,0.5172970315548533,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cerebral atrophy,550,0.8948878946184419,0.662255823909122,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Encephalomalacia,62,0.7636950146627566,0.08448420115965784,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Arachnoid cyst,165,0.5560493045823728,0.05017061329703815,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Empty sella syndrome,88,0.681294218101976,0.04838790503398749,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cyst of pineal gland,175,0.5930280586810995,0.05413870520213867,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Rathke's pouch cyst,38,0.6181007471679922,0.016991028531350257,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cerebral edema,74,0.8125653005302895,0.20466657640308272,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Mastoiditis,66,0.5908870309501224,0.022460544169369507,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Chronic mastoiditis,123,0.6853494494590615,0.07051872073628315,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Ventriculomegaly,345,0.8653252759356916,0.4240457153453754,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cerebellar degeneration,34,0.6513505474426707,0.06507170448431371,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Mega cisterna magna,49,0.4721545457235577,0.011731403455018823,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Structure of cave of septum pellucidum,129,0.618468256788199,0.044674233515984145,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Hyperostosis of skull,40,0.7572582589823968,0.059242107572369127,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Choroid plexus cyst,41,0.5188897909239585,0.010364156224901406,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Pituitary adenoma,52,0.5690679936750069,0.01663497905781948,uniform,0,vendor,GE,availability,T2ax+FLAIRax,2
Cerebral infarction,129,0.882825006399456,0.2224239026925618,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cerebral hemorrhage,27,0.8451388888888889,0.05286159844453792,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Intracranial meningioma,75,0.7433852140077821,0.047289514361484875,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Demyelinating disease of central nervous system,109,0.5548568960319638,0.028030810665401376,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Lacunar infarct,61,0.9050404074918749,0.15891359782434067,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Gliosis,1237,0.733544798103668,0.5411016140906266,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cerebral atrophy,550,0.9207613667608168,0.686353375309806,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Encephalomalacia,62,0.7934271749755621,0.1042827949433563,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Arachnoid cyst,165,0.5971098352997906,0.07280344309953311,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Empty sella syndrome,88,0.6947176694981038,0.05367320975009238,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cyst of pineal gland,175,0.5855163082182024,0.050193199810509896,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Rathke's pouch cyst,38,0.5795816366657787,0.012935260435750343,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cerebral edema,74,0.8253691328089577,0.160337744451113,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Mastoiditis,66,0.5171074981800534,0.019280618307643146,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Chronic mastoiditis,123,0.7389291658664617,0.08123910275845088,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Ventriculomegaly,345,0.882073799123343,0.4426463826614759,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cerebellar degeneration,34,0.7152023342445575,0.07811212986506787,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Mega cisterna magna,49,0.47509888440634834,0.011528308186481779,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Structure of cave of septum pellucidum,129,0.6171463393201676,0.0450513169893554,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Hyperostosis of skull,40,0.7901314203038341,0.0323581822626604,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Choroid plexus cyst,41,0.4866106620545222,0.009389274910230339,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Pituitary adenoma,52,0.5228025299972096,0.014982544987159282,uniform,0,vendor,GE,availability,T1ax+T2cor,2
Cerebral infarction,129,0.8859750669555018,0.21205127503240326,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cerebral hemorrhage,27,0.8534277065527065,0.11045172743097699,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Intracranial meningioma,75,0.7238845654993517,0.035977476240733275,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Demyelinating disease of central nervous system,109,0.6518935797814183,0.042330014273153596,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Lacunar infarct,61,0.9066376357842709,0.1519423090147486,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Gliosis,1237,0.7166932025266157,0.5330463449226261,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cerebral atrophy,550,0.9148364036293649,0.7014467198454811,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Encephalomalacia,62,0.8028856304985337,0.09718807979151817,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Arachnoid cyst,165,0.5697497099287253,0.05327656191995777,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Empty sella syndrome,88,0.7018008826986626,0.06072902904482794,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cyst of pineal gland,175,0.5780031334567726,0.05248633808790143,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Rathke's pouch cyst,38,0.6294668341134833,0.016890647420103894,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cerebral edema,74,0.845966316425835,0.20967432275633785,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Mastoiditis,66,0.5994922532777422,0.023313333269682168,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Chronic mastoiditis,123,0.6824106971384676,0.07219237716725671,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Ventriculomegaly,345,0.8789293016167605,0.4453530545454153,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cerebellar degeneration,34,0.6661237092959024,0.0709123514816744,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Mega cisterna magna,49,0.4547794951716791,0.012073565955878642,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Structure of cave of septum pellucidum,129,0.6213012099747459,0.04717989656811944,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Hyperostosis of skull,40,0.7556124909573186,0.04647931214504407,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Choroid plexus cyst,41,0.5161719200404739,0.010096866545596425,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Pituitary adenoma,52,0.5686912845316714,0.01688013417085979,uniform,0,vendor,GE,availability,T1ax+FLAIRax,2
Cerebral infarction,129,0.8741312977332554,0.20761209907525208,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cerebral hemorrhage,27,0.8420940170940171,0.05462726092864849,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Intracranial meningioma,75,0.7186835278858624,0.038462709163670866,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Demyelinating disease of central nervous system,109,0.6090546274257483,0.032679779913927086,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Lacunar infarct,61,0.9009797922808578,0.16242668150895453,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Gliosis,1237,0.7038397983091953,0.5170680636310847,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cerebral atrophy,550,0.8877286474866899,0.6256043471449415,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Encephalomalacia,62,0.7747253176930596,0.08067522761209227,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Arachnoid cyst,165,0.5857300001506864,0.06710844791232554,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Empty sella syndrome,88,0.6870799973385969,0.056827896453874094,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cyst of pineal gland,175,0.5585044865403789,0.046577872943959084,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Rathke's pouch cyst,38,0.5986033413251132,0.016979986194917474,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cerebral edema,74,0.8070784132053279,0.15530699735177494,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Mastoiditis,66,0.5249498135933467,0.01910151032506011,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Chronic mastoiditis,123,0.6999931982587542,0.0729682385318995,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Ventriculomegaly,345,0.8613373167658753,0.40585751748120724,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cerebellar degeneration,34,0.6540558915596096,0.06396844429099062,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Mega cisterna magna,49,0.4466616032589933,0.012121014955566929,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Structure of cave of septum pellucidum,129,0.627517278531067,0.04566308578067581,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Hyperostosis of skull,40,0.7563901615625753,0.04309934092207726,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Choroid plexus cyst,41,0.5091478121727672,0.009762877869278052,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Pituitary adenoma,52,0.5555855269277277,0.016515264467100083,uniform,0,vendor,GE,availability,T1ax+T2ax,2
Cerebral infarction,129,0.8799060903717797,0.21900137483810658,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Cerebral hemorrhage,27,0.8237802706552707,0.05144420558696961,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Intracranial meningioma,75,0.7312516212710766,0.039510700771541854,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Demyelinating disease of central nervous system,109,0.5653349141286204,0.02949124591336418,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Lacunar infarct,61,0.9044166143528046,0.16092856855093426,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Gliosis,1237,0.7124818108326596,0.5278093635898217,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Cerebral atrophy,550,0.9143824830654637,0.6881849450787384,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Encephalomalacia,62,0.7656461388074292,0.09306180135501611,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Arachnoid cyst,165,0.5750056507391167,0.05943007488953951,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Empty sella syndrome,88,0.6856162256869747,0.04827848422073342,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Cyst of pineal gland,175,0.6053667568722405,0.054961993828074984,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Rathke's pouch cyst,38,0.6006076289784475,0.015293498198731416,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Cerebral edema,74,0.8205754989124792,0.22051188657878426,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Mastoiditis,66,0.5707573183913878,0.021959256876307752,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Chronic mastoiditis,123,0.716079316304974,0.07600248835487189,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Ventriculomegaly,345,0.8798218017487871,0.44458945495075003,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Cerebellar degeneration,34,0.679862891460461,0.08005909825682488,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Mega cisterna magna,49,0.48788234481806253,0.011674128370064788,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Structure of cave of septum pellucidum,129,0.6150297431430307,0.043747997367722155,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Hyperostosis of skull,40,0.7863455510007233,0.043106817548402336,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
Choroid plexus cyst,41,0.5102184885814126,0.01017051433016149,uniform,0,vendor,GE,availability,T2ax+FLAIRax+T2cor,3
