seed,macro_policy,macro_all_inputs,delta_macro,mean_inputs,n_findings
0,0.7400330983172024,0.742915056197707,-0.0028819578805046042,3.629173755645752,35
1,0.7443019436240154,0.7470010772588025,-0.002699133634787132,3.7485086917877197,35
2,0.741223715587234,0.7409803978501179,0.00024331773711605553,3.6643519401550293,35
