subset,k,finding,n_pos,auroc_mean,auroc_sd_seed,ci_lo,ci_hi
T1ax,1,Hemangioma of vertebral column,31,0.5959087640955315,0.00507630045367366,0.5057798817693655,0.6692050925486794
T1ax,1,Cerebral edema,533,0.8697723746641876,0.003176042575130173,0.8565205543690486,0.8890320072726581
T1ax,1,Spinal stenosis,43,0.7091717448078597,0.024858094141145388,0.5948343685580738,0.7733235041150096
T1ax,1,Mastoiditis,265,0.619250533295851,0.008979640437483295,0.5953812052979158,0.6639291761685924
T1ax,1,Chronic mastoiditis,211,0.7963080627217961,0.004377372065310391,0.7711961413766089,0.8191929183915203
T1ax,1,Ventriculomegaly,889,0.8954082262529978,0.0010428563951511759,0.8837763097174511,0.9088593734169855
T1ax,1,Cerebellar degeneration,351,0.8121687795248217,0.0044631199494746905,0.7856355520262353,0.8325623230683459
T1ax,1,Mega cisterna magna,104,0.7261909937588159,0.015260050705845046,0.7032061295938916,0.8002631805446733
T1ax,1,Structure of cave of septum pellucidum,99,0.6876711306450923,0.017621493716140666,0.6452021262666456,0.7483506240938378
T1ax,1,Hyperostosis of skull,34,0.7159738240846076,0.018726968928622932,0.5993278988787575,0.8112530377519238
T1ax,1,Watershed infarct,36,0.8464869834031958,0.009714908692915353,0.7803974519737354,0.8934735314067848
T1ax,1,Foraminal Spinal Stenosis,60,0.6776173553817398,0.014441312833187517,0.5910512221479521,0.7091320422918757
T1ax,1,Lipoma of brain,22,0.6803379542948426,0.025162622476842016,0.5705327470987298,0.7908168040797456
T1ax,1,Glioma,66,0.7412735698358085,0.007382756125919992,0.6704351205665601,0.7959749797181085
T1ax,1,Pituitary adenoma,25,0.6007856532877883,0.026384986518625652,0.45588738281748176,0.6548461331635651
FLAIRax+FLAIRsag,2,Cerebral infarction,424,0.8145711188292868,0.0009616551799328637,0.7940183003682315,0.8356217487782
FLAIRax+FLAIRsag,2,Cerebral hemorrhage,294,0.8199788469441335,0.005575923228830131,0.7884869470808419,0.8440340903508158
