n_candidates,perm,optimism,observed
4,86,0.011973395588486146,0.006183540587758607
4,87,0.013994357621397335,0.006183540587758607
4,88,0.015978598603112626,0.006183540587758607
4,89,0.01401328127792767,0.006183540587758607
4,90,0.015304596333255038,0.006183540587758607
4,91,0.011219340354243212,0.006183540587758607
4,92,0.011726761843487088,0.006183540587758607
4,93,0.01140508569218468,0.006183540587758607
4,94,0.010544805238354993,0.006183540587758607
4,95,0.016677468175068377,0.006183540587758607
4,96,0.014334571019243625,0.006183540587758607
4,97,0.015936399045208438,0.006183540587758607
4,98,0.008288010912228305,0.006183540587758607
4,99,0.012107071371317502,0.006183540587758607
8,0,0.02502281500153475,0.012619147832049094
8,1,0.020791327076668864,0.012619147832049094
8,2,0.02639064111552958,0.012619147832049094
8,3,0.015652859369745586,0.012619147832049094
8,4,0.02090631623259498,0.012619147832049094
8,5,0.020374255133162156,0.012619147832049094
8,6,0.024694803289143197,0.012619147832049094
8,7,0.024007080044334383,0.012619147832049094
8,8,0.025081822172330848,0.012619147832049094
8,9,0.02366870379425795,0.012619147832049094
8,10,0.019001072980719125,0.012619147832049094
8,11,0.02205195587981401,0.012619147832049094
8,12,0.019821484113380472,0.012619147832049094
8,13,0.027107978121998777,0.012619147832049094
8,14,0.02334878941336682,0.012619147832049094
8,15,0.02407559618619215,0.012619147832049094
8,16,0.024887581625177957,0.012619147832049094
8,17,0.026235542521767907,0.012619147832049094
8,18,0.022770601921385802,0.012619147832049094
8,19,0.025068580578466837,0.012619147832049094
8,20,0.02370566343289604,0.012619147832049094
8,21,0.021481500035654855,0.012619147832049094
8,22,0.026099192141535554,0.012619147832049094
8,23,0.021749406967466023,0.012619147832049094
8,24,0.026600982698772535,0.012619147832049094
8,25,0.02003743851301404,0.012619147832049094
8,26,0.024828234653699044,0.012619147832049094
8,27,0.02111089339375527,0.012619147832049094
8,28,0.02370031836255082,0.012619147832049094
8,29,0.021896879688345583,0.012619147832049094
8,30,0.02167639995009335,0.012619147832049094
8,31,0.02076671941959518,0.012619147832049094
8,32,0.026028579684542363,0.012619147832049094
8,33,0.021797161341616578,0.012619147832049094
8,34,0.02087614470102006,0.012619147832049094
8,35,0.023036193785129833,0.012619147832049094
8,36,0.02167277776949461,0.012619147832049094
8,37,0.019840845470314783,0.012619147832049094
8,38,0.024837737355189016,0.012619147832049094
8,39,0.023929921009914146,0.012619147832049094
8,40,0.018750200258753846,0.012619147832049094
8,41,0.025496011485413583,0.012619147832049094
8,42,0.021298643776461512,0.012619147832049094
8,43,0.018438322711461064,0.012619147832049094
8,44,0.015011828192803667,0.012619147832049094
8,45,0.02789097469822671,0.012619147832049094
8,46,0.01984796877884465,0.012619147832049094
8,47,0.022760328930507834,0.012619147832049094
8,48,0.01823428296808849,0.012619147832049094
8,49,0.02430897533560067,0.012619147832049094
8,50,0.023018700686720628,0.012619147832049094
8,51,0.016229865676498423,0.012619147832049094
8,52,0.02089932769738856,0.012619147832049094
8,53,0.025418013873767853,0.012619147832049094
8,54,0.019058581786283613,0.012619147832049094
8,55,0.016403626095644164,0.012619147832049094
8,56,0.023669803923845212,0.012619147832049094
8,57,0.021726825771334946,0.012619147832049094
8,58,0.02129347921535296,0.012619147832049094
8,59,0.0285368359848851,0.012619147832049094
8,60,0.024159057535308004,0.012619147832049094
8,61,0.017968902768405015,0.012619147832049094
8,62,0.018594278121739416,0.012619147832049094
8,63,0.021336261307094095,0.012619147832049094
8,64,0.019158285657128182,0.012619147832049094
8,65,0.022796869504167594,0.012619147832049094
8,66,0.017630253326578693,0.012619147832049094
8,67,0.023526126032596906,0.012619147832049094
8,68,0.021657895850848208,0.012619147832049094
8,69,0.019969461468065663,0.012619147832049094
8,70,0.019561255498740993,0.012619147832049094
8,71,0.026319181562412697,0.012619147832049094
8,72,0.024391444847444377,0.012619147832049094
8,73,0.01837426742067394,0.012619147832049094
8,74,0.01969983678126186,0.012619147832049094
8,75,0.025575457366611154,0.012619147832049094
8,76,0.02178838831821095,0.012619147832049094
8,77,0.023394692484585644,0.012619147832049094
