C,seed,subset,subset_bits,k,finding,finding_idx,n_pos,n,auroc,auprc
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Lacunar infarct,7,86,2512,0.8364184512739891,0.169592104310524
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Silent micro-hemorrhage of brain,8,77,2512,0.714435051601376,0.10267341466308733
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Gliosis,11,1027,2512,0.7440880732019973,0.6670867192918659
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Cerebral atrophy,12,324,2512,0.9008819148215857,0.6280125263173337
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Encephalomalacia,13,84,2512,0.6514866243037578,0.1427402631278114
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Arachnoid cyst,14,69,2512,0.6544341419138978,0.05714003258118212
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Empty sella syndrome,15,72,2512,0.7303904826958105,0.07587522487766535
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Cyst of pineal gland,19,27,2512,0.6680527610105074,0.028544858986353755
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Cerebral edema,22,197,2512,0.8399600925326988,0.4803456887876578
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Mastoiditis,24,62,2512,0.6598815009874918,0.06144580102256047
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Chronic mastoiditis,25,25,2512,0.733783675110575,0.03691182253201841
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Ventriculomegaly,26,304,2512,0.8879969965675057,0.5270743631653297
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Cerebellar degeneration,27,94,2512,0.7794247047850343,0.14776884859723802
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Mega cisterna magna,28,20,2512,0.6426163723916533,0.014953430594463898
0.1,0,T1ax+T2ax+FLAIRax+SWIax+FLAIRcor,1110101,5,Foraminal Spinal Stenosis,33,25,2512,0.6432810615199035,0.014734184057398413
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cerebral infarction,0,161,2512,0.7766405731933813,0.21605090256374665
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cerebral hemorrhage,1,127,2512,0.8224500239356872,0.3313836392894068
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Metastatic malignant neoplasm to brain,2,144,2512,0.7631000140765766,0.1933159490909004
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Intracranial meningioma,3,62,2512,0.6978867676102699,0.06410184332731991
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Demyelinating disease of central nervous system,4,66,2512,0.7659134269927402,0.11880006196548458
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Herniation of nucleus pulposus,5,42,2512,0.7237998843262001,0.04605063074448281
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Spinal cord compression,6,23,2512,0.47207713941341906,0.00846139549137858
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Lacunar infarct,7,86,2512,0.8276136428995955,0.15139005228220254
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Silent micro-hemorrhage of brain,8,77,2512,0.6688071681911518,0.06708304627086607
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Gliosis,11,1027,2512,0.7394654103514864,0.6592678792078686
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cerebral atrophy,12,324,2512,0.8921939535513576,0.6035954208256619
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Encephalomalacia,13,84,2512,0.6718737742213854,0.12887795896002574
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Arachnoid cyst,14,69,2512,0.6549205953715733,0.05478267830934404
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Empty sella syndrome,15,72,2512,0.6245901639344262,0.04283743091551057
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cyst of pineal gland,19,27,2512,0.6454579327818765,0.0519742391453571
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cerebral edema,22,197,2512,0.8319544791746609,0.46996407879205837
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Mastoiditis,24,62,2512,0.6348189598420013,0.06453445827402746
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Chronic mastoiditis,25,25,2512,0.7155930840369924,0.03339590078274395
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Ventriculomegaly,26,304,2512,0.8977283562166285,0.5594651695607773
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Cerebellar degeneration,27,94,2512,0.8210935712651567,0.17409264979017341
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Mega cisterna magna,28,20,2512,0.6669943820224719,0.017790103370236676
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag,1110110,5,Foraminal Spinal Stenosis,33,25,2512,0.5603860072376357,0.011820057858963964
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cerebral infarction,0,161,2512,0.7734570461624628,0.22005604641472487
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cerebral hemorrhage,1,127,2512,0.8227735683982899,0.28777087160257797
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Metastatic malignant neoplasm to brain,2,144,2512,0.7798599380630631,0.22443886806019686
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Intracranial meningioma,3,62,2512,0.683594470046083,0.056556888563007265
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Demyelinating disease of central nervous system,4,66,2512,0.767635471642013,0.0880947215658418
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Herniation of nucleus pulposus,5,42,2512,0.696597262386736,0.0385204687397949
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Spinal cord compression,6,23,2512,0.5275560291368979,0.00987289154681906
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Lacunar infarct,7,86,2512,0.8171696159819014,0.14381546983797117
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Silent micro-hemorrhage of brain,8,77,2512,0.6776607376196699,0.09037309778260072
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Gliosis,11,1027,2512,0.7404482999419708,0.6642032181018587
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cerebral atrophy,12,324,2512,0.9037355835421039,0.6483598112011425
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Encephalomalacia,13,84,2512,0.6806650584451244,0.15152973052668273
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Arachnoid cyst,14,69,2512,0.6744736514264358,0.06255202988496222
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Empty sella syndrome,15,72,2512,0.7262238160291439,0.07063418358143486
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cyst of pineal gland,19,27,2512,0.6727923094120277,0.018850910812007852
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cerebral edema,22,197,2512,0.8372630494128998,0.47873144953460334
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Mastoiditis,24,62,2512,0.6426991441737986,0.06022051163240329
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Chronic mastoiditis,25,25,2512,0.7519742661841577,0.058143633934651204
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Ventriculomegaly,26,304,2512,0.8798329042715485,0.5280151065918416
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Cerebellar degeneration,27,94,2512,0.7831027928831636,0.16069368689756724
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Mega cisterna magna,28,20,2512,0.6424959871589085,0.015393005567692842
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+FLAIRcor,1111001,5,Foraminal Spinal Stenosis,33,25,2512,0.6264093285082428,0.014795610326924738
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cerebral infarction,0,161,2512,0.7698534520793318,0.2157438424427548
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cerebral hemorrhage,1,127,2512,0.8037372686904704,0.2731199032273443
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Metastatic malignant neoplasm to brain,2,144,2512,0.7622260932807807,0.20850999067444662
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Intracranial meningioma,3,62,2512,0.6934430546412114,0.054177080035036934
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Demyelinating disease of central nervous system,4,66,2512,0.7585111127629526,0.09716083840765356
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Herniation of nucleus pulposus,5,42,2512,0.6904183535762483,0.038544346709152195
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Spinal cord compression,6,23,2512,0.5610250318793998,0.010153026803156287
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Lacunar infarct,7,86,2512,0.8263914185471347,0.15556992506947007
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Silent micro-hemorrhage of brain,8,77,2512,0.6424704658790901,0.07337951121878733
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Gliosis,11,1027,2512,0.7410777689258703,0.6607683298447878
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cerebral atrophy,12,324,2512,0.9005236192926626,0.642829689468275
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Encephalomalacia,13,84,2512,0.6840138856201459,0.16684471552143146
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Arachnoid cyst,14,69,2512,0.6751855345352293,0.06017839667700076
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Empty sella syndrome,15,72,2512,0.6606955828779599,0.04499658095852088
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cyst of pineal gland,19,27,2512,0.6496460242939116,0.020577077621755244
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cerebral edema,22,197,2512,0.8386707743583559,0.4788511943289293
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Mastoiditis,24,62,2512,0.6179328505595787,0.09114135115871275
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Chronic mastoiditis,25,25,2512,0.7341857659831122,0.03255678112172034
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Ventriculomegaly,26,304,2512,0.8878212004195272,0.5391900483378036
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Cerebellar degeneration,27,94,2512,0.8270022702074864,0.16490223290416586
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Mega cisterna magna,28,20,2512,0.6498595505617978,0.01327029287113482
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+T1sag,1111010,5,Foraminal Spinal Stenosis,33,25,2512,0.5904945717732207,0.012644244875047011
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cerebral infarction,0,161,2512,0.800074502458317,0.2671615263350651
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cerebral hemorrhage,1,127,2512,0.8352729493718946,0.2892951654344304
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Metastatic malignant neoplasm to brain,2,144,2512,0.7717248498498498,0.2205388000077018
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Intracranial meningioma,3,62,2512,0.6987228439763002,0.06557832295428062
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Demyelinating disease of central nervous system,4,66,2512,0.7649904606159716,0.08248647905400668
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Herniation of nucleus pulposus,5,42,2512,0.7187198766146135,0.045373396518458745
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Spinal cord compression,6,23,2512,0.43736789700770345,0.007967448194148255
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Lacunar infarct,7,86,2512,0.8314289000939437,0.14992296616071552
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Silent micro-hemorrhage of brain,8,77,2512,0.6896343902504066,0.09815635090688783
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Gliosis,11,1027,2512,0.7467403669935315,0.6597368093747018
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cerebral atrophy,12,324,2512,0.90307682758932,0.6385648318859218
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Encephalomalacia,13,84,2512,0.6731730995528361,0.17331896270447325
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Arachnoid cyst,14,69,2512,0.6401549532233474,0.052386318138409736
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Empty sella syndrome,15,72,2512,0.6807775500910747,0.05299576426843554
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cyst of pineal gland,19,27,2512,0.6434607645875251,0.05271967180052532
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cerebral edema,22,197,2512,0.8338972273081098,0.4723927753690208
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Mastoiditis,24,62,2512,0.6757142857142857,0.07123198398851265
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Chronic mastoiditis,25,25,2512,0.7473260956976276,0.03918940104378282
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Ventriculomegaly,26,304,2512,0.8908633676582761,0.5531243445960884
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Cerebellar degeneration,27,94,2512,0.7871680481495169,0.15114975599382136
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Mega cisterna magna,28,20,2512,0.6541532905296951,0.015263765882489913
0.1,0,T1ax+T2ax+FLAIRax+FLAIRsag+SWIax,1111100,5,Foraminal Spinal Stenosis,33,25,2512,0.5910253317249698,0.012708840750097683
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cerebral infarction,0,161,2512,0.7921962637809733,0.23761709281961133
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cerebral hemorrhage,1,127,2512,0.8056752339919775,0.30472926983838466
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Metastatic malignant neoplasm to brain,2,144,2512,0.7851357216591592,0.22855943847832075
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Intracranial meningioma,3,62,2512,0.6644568795260041,0.04957775911050378
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Demyelinating disease of central nervous system,4,66,2512,0.7392279293342253,0.0896004094987593
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Herniation of nucleus pulposus,5,42,2512,0.7476094081357239,0.04194828306993899
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Spinal cord compression,6,23,2512,0.48154488444809335,0.008648825836396533
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Lacunar infarct,7,86,2512,0.8338829348722175,0.15169268811776915
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Silent micro-hemorrhage of brain,8,77,2512,0.6658044214512387,0.0917008441396271
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Gliosis,11,1027,2512,0.7463423590005869,0.6726904328181255
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cerebral atrophy,12,324,2512,0.8988732028799062,0.6244622111116666
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Encephalomalacia,13,84,2512,0.658669686985173,0.15950078505501875
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Arachnoid cyst,14,69,2512,0.6595003767048118,0.056713510642002724
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Empty sella syndrome,15,72,2512,0.6666808970856102,0.04931541812153604
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cyst of pineal gland,19,27,2512,0.6754750726581712,0.020065556126672678
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cerebral edema,22,197,2512,0.8475907511155452,0.4811701364455885
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Mastoiditis,24,62,2512,0.6547070441079658,0.07413129566885568
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Chronic mastoiditis,25,25,2512,0.6871893848009649,0.031340691151119336
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Ventriculomegaly,26,304,2512,0.8874025672196796,0.5332603747794349
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Cerebellar degeneration,27,94,2512,0.8014184397163121,0.15686551564716242
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Mega cisterna magna,28,20,2512,0.5980337078651685,0.01590809149424576
0.1,0,T2ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,0111111,6,Foraminal Spinal Stenosis,33,25,2512,0.6090390028146362,0.01367450129456593
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cerebral infarction,0,161,2512,0.7645801575119349,0.21099656355886354
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cerebral hemorrhage,1,127,2512,0.7908714240908565,0.29174017216150455
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Metastatic malignant neoplasm to brain,2,144,2512,0.7809098160660661,0.22592689868833837
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Intracranial meningioma,3,62,2512,0.7073140223831467,0.06135671634828394
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Demyelinating disease of central nervous system,4,66,2512,0.7308778711068165,0.07984923484505109
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Herniation of nucleus pulposus,5,42,2512,0.702236360131097,0.03496507936658064
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Spinal cord compression,6,23,2512,0.5418275193459919,0.010319945171812511
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Lacunar infarct,7,86,2512,0.8129565367434192,0.14424959690312783
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Silent micro-hemorrhage of brain,8,77,2512,0.7010053601429371,0.09351956130299652
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Gliosis,11,1027,2512,0.7412430045341438,0.658660068169568
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cerebral atrophy,12,324,2512,0.8977066264924278,0.6255493386975962
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Encephalomalacia,13,84,2512,0.7030281634894485,0.17004126099079234
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Arachnoid cyst,14,69,2512,0.6853358011947771,0.0712502849271063
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Empty sella syndrome,15,72,2512,0.6659039162112932,0.04837167113313852
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cyst of pineal gland,19,27,2512,0.6702734928087041,0.01901749614103839
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cerebral edema,22,197,2512,0.8497198802775981,0.4787551177641153
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Mastoiditis,24,62,2512,0.6426201448321264,0.06253001648551733
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Chronic mastoiditis,25,25,2512,0.6696582227583435,0.02672740397595128
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Ventriculomegaly,26,304,2512,0.8872610364225781,0.5317486051907593
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Cerebellar degeneration,27,94,2512,0.7980087288597926,0.15950981576148993
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Mega cisterna magna,28,20,2512,0.5472512038523275,0.01031676615205198
0.1,0,T1ax+FLAIRax+FLAIRsag+SWIax+T1sag+FLAIRcor,1011111,6,Foraminal Spinal Stenosis,33,25,2512,0.6565339766787294,0.015500860081011283
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cerebral infarction,0,161,2512,0.7851264560343028,0.2253628847332349
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cerebral hemorrhage,1,127,2512,0.8135624556364416,0.3061911900266625
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Metastatic malignant neoplasm to brain,2,144,2512,0.767067849099099,0.20947748486126758
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Intracranial meningioma,3,62,2512,0.6896181698485846,0.051719047204874996
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Demyelinating disease of central nervous system,4,66,2512,0.7591243588790604,0.09821782766639309
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Herniation of nucleus pulposus,5,42,2512,0.7069211490264122,0.03627059229367551
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Spinal cord compression,6,23,2512,0.4248606913899418,0.007653836713527108
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Lacunar infarct,7,86,2512,0.8334515615713491,0.13665473986624155
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Silent micro-hemorrhage of brain,8,77,2512,0.6532387530334142,0.06974004327200603
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Gliosis,11,1027,2512,0.7447011497644409,0.6688973224752393
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cerebral atrophy,12,324,2512,0.8954073284131177,0.6123818994005783
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Encephalomalacia,13,84,2512,0.6904026437593159,0.16233128670777597
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Arachnoid cyst,14,69,2512,0.6527256224527933,0.0652391773311074
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Empty sella syndrome,15,72,2512,0.6623918488160291,0.04931637531762512
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cyst of pineal gland,19,27,2512,0.6667262836276922,0.02760824634624429
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cerebral edema,22,197,2512,0.8482047121509466,0.4710794678270926
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Mastoiditis,24,62,2512,0.6306846609611586,0.05248669490199489
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Chronic mastoiditis,25,25,2512,0.6668918375552875,0.031259941888443
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Ventriculomegaly,26,304,2512,0.8885303442028986,0.5391995996445103
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Cerebellar degeneration,27,94,2512,0.8141025641025641,0.15827255968395393
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Mega cisterna magna,28,20,2512,0.5693017656500803,0.010984280754350213
0.1,0,T1ax+T2ax+FLAIRsag+SWIax+T1sag+FLAIRcor,1101111,6,Foraminal Spinal Stenosis,33,25,2512,0.6200241254523523,0.013649431136614824
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag+FLAIRcor,1110111,6,Cerebral infarction,0,161,2512,0.7841093125430965,0.22315407456353006
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag+FLAIRcor,1110111,6,Cerebral hemorrhage,1,127,2512,0.8236748708298256,0.333318581811443
0.1,0,T1ax+T2ax+FLAIRax+SWIax+T1sag+FLAIRcor,1110111,6,Metastatic malignant neoplasm to brain,2,144,2512,0.7733055320945945,0.200641383295025
