finding,n_pos,auroc,auprc,method,seed,axis,subset,k,budget
Cerebral atrophy,102,0.9436661506707946,0.7303778958931458,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Arachnoid cyst,43,0.7220944430246756,0.11058461582005236,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Empty sella syndrome,45,0.6461852305181558,0.08260562333160223,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Cyst of pineal gland,21,0.7198912858841515,0.048623745552628106,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Cerebral edema,43,0.9120879120879122,0.5134342435086597,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Mastoiditis,22,0.6909090909090909,0.07942579789878604,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Ventriculomegaly,64,0.9034304511278196,0.47937758444715717,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Cerebellar degeneration,39,0.8531950026482227,0.3268869166929029,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Mega cisterna magna,22,0.6090909090909091,0.07895732706381338,uniform,0,availability,T2ax+FLAIRax+FLAIRsag,3,-1
Cerebral infarction,26,0.8555391976444608,0.29860258909178206,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cerebral hemorrhage,20,0.8806413301662708,0.1778476140416674,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Gliosis,284,0.7342889517032994,0.5771422084627094,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cerebral atrophy,102,0.9298503611971104,0.664170627563966,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Arachnoid cyst,43,0.6995201181247691,0.0956029544927577,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Empty sella syndrome,45,0.6213790289677682,0.08235495027086714,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cyst of pineal gland,21,0.727705112960761,0.06024689092802783,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cerebral edema,43,0.9128261918959594,0.5310187157860669,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Mastoiditis,22,0.6880952380952381,0.06486322268389151,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Ventriculomegaly,64,0.8897243107769424,0.4564318675388359,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cerebellar degeneration,39,0.838925756301212,0.2975675636694796,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Mega cisterna magna,22,0.594047619047619,0.05852696633034893,uniform,0,availability,T1ax+FLAIRsag+SWIax,3,-1
Cerebral infarction,26,0.8538369525211631,0.3033719887050796,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Cerebral hemorrhage,20,0.8805225653206651,0.17307831633608822,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Gliosis,284,0.7237316633364199,0.5797094504854119,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Cerebral atrophy,102,0.9336687306501548,0.6812931174563548,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Arachnoid cyst,43,0.6983843030354658,0.09653449352624063,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Empty sella syndrome,45,0.6396844825241398,0.0903554532495699,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
Cyst of pineal gland,21,0.7258365890946152,0.06009405539238921,uniform,0,availability,T1ax+FLAIRax+SWIax,3,-1
